
Gurobi 11.0.0 (linux64) logging started Sat Aug 31 04:28:07 2024

Set parameter LogFile to value "gurobi_log/de_penalty/gurobi_log/random14.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 196 columns and 0 nonzeros
Model fingerprint: 0x8cf11bc0
Model has 5292 quadratic objective terms
Variable types: 0 continuous, 196 integer (196 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [2e+02, 2e+02]
  QObjective range [1e+01, 2e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 1428.0000000
Found heuristic solution: objective 424.0000000
Found heuristic solution: objective 383.0000000
Found heuristic solution: objective 359.0000000
Presolve time: 0.02s
Presolved: 0 rows, 196 columns, 0 nonzeros
Presolved model has 5292 quadratic objective terms
Variable types: 0 continuous, 196 integer (196 binary)

Root relaxation: objective -2.253425e+03, 195 iterations, 0.01 seconds (0.01 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 12206908 9818323 -1184.4773   83  127  306.00000 -1755.6862   674%  31.0 1240s
 12267927 9866946 -1101.5074   88  107  306.00000 -1754.4343   673%  31.0 1245s
 12329921 9915646 -1250.7589   89  136  306.00000 -1753.0445   673%  31.0 1250s
 12387918 9960449 -693.86391  105   88  306.00000 -1751.9619   673%  31.0 1255s
 12451161 10010298 -595.53625  116   83  306.00000 -1750.7631   672%  31.0 1260s
 12508266 10052566 -1278.5852   78  140  306.00000 -1749.6027   672%  30.9 1265s
 12556677 10093088 -1291.7977   83  127  306.00000 -1748.5667   671%  30.9 1270s
 12616964 10139911 -760.14757   86   86  306.00000 -1747.3776   671%  30.9 1275s
 12678499 10189543 -1179.7297  106  113  306.00000 -1746.0980   671%  30.9 1280s
 12743029 10239014 -1213.9603   83  138  306.00000 -1744.8316   670%  30.9 1285s
 12802340 10285847 -207.11096  130   46  306.00000 -1743.6482   670%  30.8 1290s
 12869446 10337722 -1154.9538   92  124  306.00000 -1742.4478   669%  30.8 1295s
 12932055 10386466 -1060.4689   86  125  306.00000 -1741.2795   669%  30.8 1300s
 12992700 10435085 -1118.2765   88  120  306.00000 -1740.1477   669%  30.8 1305s
 13053921 10483299 -1076.5682   80  115  306.00000 -1739.0297   668%  30.8 1310s
 13109252 10526692 -1015.4992   80  119  306.00000 -1737.9702   668%  30.8 1315s
 13167952 10570974 -1289.6490  117  114  306.00000 -1736.7892   668%  30.8 1320s
 13228364 10617641 -1156.7552   79  122  306.00000 -1735.6404   667%  30.7 1325s
 13250361 10632812 -940.79326   83   99  306.00000 -1735.1923   667%  30.7 1331s
 13294602 10670340   66.26452  128   44  306.00000 -1734.3667   667%  30.7 1335s
 13351693 10713606 -1359.4251   99  132  306.00000 -1733.2151   666%  30.7 1340s
 13395442 10748064 -1172.8867   80  113  306.00000 -1732.4291   666%  30.7 1345s
 13455236 10797346 -1074.5063   94  122  306.00000 -1731.5100   666%  30.7 1350s
 13517911 10844284 -1246.3945   85  124  306.00000 -1730.3212   665%  30.7 1355s
 13577070 10891332 -1173.2112   73  130  306.00000 -1729.2655   665%  30.7 1360s
 13638690 10938724 -1384.0104   85  143  306.00000 -1728.1390   665%  30.7 1365s
 13698300 10984909 -1152.3106   77  139  306.00000 -1727.0631   664%  30.7 1370s
 13758950 11033331 -1432.8803  103  118  306.00000 -1726.0396   664%  30.7 1375s
 13818495 11081842 -1307.9689   90  129  306.00000 -1725.0721   664%  30.7 1380s
 13882430 11132588 -1632.9362   88  131  306.00000 -1723.9503   663%  30.6 1385s
 13945497 11181848 -1220.1618   87  125  306.00000 -1722.7837   663%  30.6 1390s
 14006534 11228455  199.49008  107   40  306.00000 -1721.5664   663%  30.6 1395s
 14064861 11274067 -1208.0847   86  121  306.00000 -1720.4094   662%  30.6 1400s
 14129680 11325106 -1285.3999  104  119  306.00000 -1719.3013   662%  30.6 1405s
 14189089 11370022 -1122.8424  100  118  306.00000 -1718.3246   662%  30.6 1410s
 14252874 11421131 -752.49381   91  102  306.00000 -1717.1397   661%  30.5 1415s
 14314125 11468842 -825.11234  115   90  306.00000 -1716.0760   661%  30.5 1420s
 14373796 11515553 -689.37591   92   69  306.00000 -1714.9655   660%  30.5 1425s
 14420210 11553846 -1125.3806   87  117  306.00000 -1714.2528   660%  30.5 1430s
 14485508 11604006 -1457.3662   76  134  306.00000 -1713.1346   660%  30.5 1435s
 14546261 11650563 -1272.8167  104  120  306.00000 -1711.9797   659%  30.5 1440s
 14608494 11698564 -1103.5721   63  113  306.00000 -1710.9449   659%  30.5 1445s
 14668657 11746914 -1004.0354   93   92  306.00000 -1709.8913   659%  30.5 1450s
 14730222 11795693 -1014.4962  100   99  306.00000 -1708.9370   658%  30.4 1455s
 14793899 11846196 -1134.2169  110  120  306.00000 -1707.9110   658%  30.4 1460s
 14835982 11879171 -718.81130  104   81  306.00000 -1707.1152   658%  30.4 1465s
 14898140 11928985 -1179.6176   81  133  306.00000 -1706.0735   658%  30.4 1470s
 14954948 11971236 -1423.2615  113  133  306.00000 -1705.0644   657%  30.4 1475s
 15012612 12018923     cutoff  143       306.00000 -1704.2512   657%  30.4 1480s
 15073987 12066489 -1163.4814   89  114  306.00000 -1703.2701   657%  30.4 1485s
 15136797 12116518  -98.13432  117   51  306.00000 -1702.2760   656%  30.3 1490s
 15198614 12165403 -696.41991   97   78  306.00000 -1701.2978   656%  30.3 1495s
 15257515 12210346 -680.63186  119   72  306.00000 -1700.1739   656%  30.3 1500s
 15316058 12256613 -1040.5642   94  112  306.00000 -1699.2364   655%  30.3 1505s
 15374626 12303349 -1170.8853   77  128  306.00000 -1698.3412   655%  30.3 1510s
 15436163 12349692 -218.63600  100   59  306.00000 -1697.4247   655%  30.3 1515s
 15475241 12377906 -978.18267   84  117  306.00000 -1696.8064   655%  30.3 1522s
 15500712 12398792 -1155.8270   81  130  306.00000 -1696.4215   654%  30.3 1525s
 15560192 12445355 -996.90104  101   91  306.00000 -1695.5217   654%  30.3 1530s
 15621126 12492998   64.12156  123   41  306.00000 -1694.5587   654%  30.3 1535s
 15679546 12537750 -932.66286  102   83  306.00000 -1693.6336   653%  30.3 1540s
 15721214 12573574 -1200.0870   89  124  306.00000 -1693.0320   653%  30.3 1545s
 15780156 12619972 -781.05613   96   84  306.00000 -1692.0968   653%  30.3 1550s
 15840418 12666439 -1065.1885   96  110  306.00000 -1691.1466   653%  30.3 1555s
 15903650 12716700 -1322.1075   88  132  306.00000 -1690.2228   652%  30.2 1560s
 15969961 12768924 -686.04424  102   83  306.00000 -1689.2737   652%  30.2 1565s
 16025963 12813753 -1013.9235   92  120  306.00000 -1688.4740   652%  30.2 1570s
 16089217 12860567 -1137.6275  102  117  306.00000 -1687.5083   651%  30.2 1575s
 16146223 12905139 -631.82004  111   96  306.00000 -1686.6195   651%  30.2 1580s
 16208828 12955871 -1233.3587   98  116  306.00000 -1685.7965   651%  30.2 1585s
 16268699 13002265 -806.17363  116   93  306.00000 -1684.9853   651%  30.2 1590s
 16331740 13052024 -898.50204  119   83  306.00000 -1684.0959   650%  30.2 1595s
 16391507 13098548 -1187.5835  107  106  306.00000 -1683.0978   650%  30.2 1600s
 16453006 13147310 -594.33917  144   66  306.00000 -1682.2809   650%  30.2 1605s
 16518109 13198237 -1405.6237   89  142  306.00000 -1681.3097   649%  30.1 1610s
 16578517 13245750 -898.21916   68   97  306.00000 -1680.5231   649%  30.1 1615s
 16637785 13291932  266.32694  130   26  306.00000 -1679.5919   649%  30.1 1620s
 16683740 13327447 -1192.9777   92  124  306.00000 -1678.8802   649%  30.1 1625s
 16742107 13375223  -46.03965  139   44  306.00000 -1678.0394   648%  30.1 1630s
 16788931 13409543 -667.90560  101   72  306.00000 -1677.4517   648%  30.1 1638s
 16809147 13428905 -442.16368  135   66  306.00000 -1677.1767   648%  30.1 1640s
 16869821 13477212 -530.58452  145   69  306.00000 -1676.3424   648%  30.1 1645s
 16932750 13524455 -952.69841  107  110  306.00000 -1675.4002   648%  30.1 1650s
 16997049 13574764 -1239.5136  102  106  306.00000 -1674.5360   647%  30.1 1655s
 17054128 13618465 -481.83564  119   73  306.00000 -1673.6880   647%  30.1 1660s
 17113482 13665568 -651.67617   90   81  306.00000 -1672.9277   647%  30.1 1665s
 17173677 13711806 -711.52319   84  115  306.00000 -1672.1180   646%  30.1 1670s
 17232012 13759304 -1201.0509   93  124  306.00000 -1671.3059   646%  30.1 1675s
 17293976 13805942 -936.98813   65  117  306.00000 -1670.4237   646%  30.1 1680s
 17348266 13847410 -754.23879  125   86  306.00000 -1669.7048   646%  30.1 1685s
 17399080 13890874 -1043.1627  105  106  306.00000 -1669.0447   645%  30.1 1690s
 17458012 13935178  245.45334  147   38  306.00000 -1668.2504   645%  30.1 1695s
 17517956 13980332 -1010.3717   92  120  306.00000 -1667.4568   645%  30.1 1700s
 17575756 14028196 -1299.2877   86  123  306.00000 -1666.7956   645%  30.1 1705s
 17642782 14080769 -855.68310   99   95  306.00000 -1665.8137   644%  30.1 1710s
 17704742 14129923 -1011.9626   79  126  306.00000 -1665.0061   644%  30.1 1715s
 17765281 14177991 -891.78781  104   88  306.00000 -1664.1931   644%  30.1 1720s
 17831438 14230998 -862.89739  116   92  306.00000 -1663.2761   644%  30.0 1725s
 17894017 14279056 -560.73900   81   76  306.00000 -1662.3886   643%  30.0 1730s
 17953699 14325869 -1083.5274   90  112  306.00000 -1661.5704   643%  30.0 1735s
 17993901 14353871 -963.43643   62   92  306.00000 -1661.0619   643%  30.0 1740s
 18030465 14384906 -1117.4320   85  122  306.00000 -1660.5925   643%  30.0 1745s
 18092021 14433750  -89.97341   90   40  306.00000 -1659.7887   642%  30.0 1750s
 18153109 14481505 -701.06523  101  108  306.00000 -1658.9830   642%  30.0 1755s
 18217782 14533127 -1137.8166   85  131  306.00000 -1658.1246   642%  30.0 1760s
 18276713 14579648 -874.87221  127   88  306.00000 -1657.3963   642%  30.0 1765s
 18342077 14631639 -1011.9921  129   96  306.00000 -1656.5779   641%  29.9 1770s
 18406517 14681159 -1070.8391  108  113  306.00000 -1655.7386   641%  29.9 1775s
 18463274 14724510  184.84538   79   52  306.00000 -1654.8872   641%  29.9 1780s
 18529956 14777637 -754.41234   85   95  306.00000 -1654.0568   641%  29.9 1785s
 18548183 14791275 -704.18013  112   90  306.00000 -1653.8668   640%  29.9 1790s
 18607082 14837158 -870.68184   89  105  306.00000 -1653.0393   640%  29.9 1795s
 18673277 14888640 -505.03052   96   80  306.00000 -1652.1722   640%  29.9 1800s
 18698191 14905837 -659.26824  123   78  306.00000 -1651.8365   640%  29.9 1805s
 18749410 14948400 -656.20409  100   87  306.00000 -1651.2265   640%  29.9 1810s
 18809678 14993597 -1328.9825   89  128  306.00000 -1650.3944   639%  29.9 1815s
 18859933 15033249 -109.03082  119   50  306.00000 -1649.8048   639%  29.9 1820s
 18923211 15082984 -1206.7267   95  113  306.00000 -1648.9283   639%  29.9 1825s
 18982280 15130311  -40.82001  133   40  306.00000 -1648.2689   639%  29.9 1830s
 19048824 15181747 -1133.8586   97  108  306.00000 -1647.4213   638%  29.9 1835s
 19106433 15226567 -748.63448  108   88  306.00000 -1646.6975   638%  29.9 1840s
 19166579 15274471 -640.59039  107   77  306.00000 -1645.9530   638%  29.9 1845s
 19229678 15322891  -46.15220  105   36  306.00000 -1645.1365   638%  29.8 1850s
 19286417 15365866 -387.14559   99   63  306.00000 -1644.3981   637%  29.8 1855s
 19353688 15419213 -1182.8867   83  123  306.00000 -1643.5677   637%  29.8 1860s
 19412972 15463443 -1254.9070  122  120  306.00000 -1642.8335   637%  29.8 1865s
 19474381 15511718 -241.94604   75   79  306.00000 -1642.1326   637%  29.8 1870s
 19535964 15562730 -1090.2613   99  107  306.00000 -1641.4201   636%  29.8 1875s
 19598675 15612189 -663.17357   98   78  306.00000 -1640.6482   636%  29.8 1880s
 19659342 15658525 -698.99956   68   88  306.00000 -1639.9372   636%  29.8 1885s
 19715486 15703290 -1207.0808  119  124  306.00000 -1639.3152   636%  29.8 1890s
 19777792 15751758 -226.41770  105   75  306.00000 -1638.5934   635%  29.8 1895s
 19841126 15800936   94.90820  101   56  306.00000 -1637.8116   635%  29.8 1900s
 19870081 15819694 -1094.2768   96  126  306.00000 -1637.4754   635%  29.8 1906s
 19902992 15848873 -739.11365  104   89  306.00000 -1637.0778   635%  29.8 1910s
 19967955 15900362 -1088.1570   90  114  306.00000 -1636.3245   635%  29.8 1915s
 20028677 15949101 -1017.6004   87  115  306.00000 -1635.6169   635%  29.7 1920s
 20094793 15999568 -728.25138  131   73  306.00000 -1634.7891   634%  29.7 1925s
 20154210 16046123  149.22732  108   40  306.00000 -1634.1135   634%  29.7 1930s
 20217362 16095206 -1160.4090   93  119  306.00000 -1633.3845   634%  29.7 1935s
 20276148 16140298 -622.23805  117   83  306.00000 -1632.6425   634%  29.7 1940s
 20339049 16188272 -1055.7704   70  113  306.00000 -1631.9397   633%  29.7 1945s
 20403065 16236153 -1247.3633  108  117  306.00000 -1631.1103   633%  29.7 1950s
 20461985 16281244 -446.87009  100   73  306.00000 -1630.3847   633%  29.7 1955s
 20524586 16330302   18.60997  154   40  306.00000 -1629.6019   633%  29.7 1960s
 20585614 16375561 -1200.7366   76  119  306.00000 -1628.8734   632%  29.7 1965s
 20647438 16426107 -1091.3471  110  123  306.00000 -1628.2277   632%  29.7 1970s
 20697728 16463423 -711.80849  118   82  306.00000 -1627.6448   632%  29.7 1975s
 20759581 16510173 -918.31780   88  115  306.00000 -1626.9022   632%  29.7 1980s
 20824080 16560857 -1168.9473   91  123  306.00000 -1626.1848   631%  29.7 1985s
 20888912 16611284  118.18420  126   39  306.00000 -1625.4538   631%  29.6 1990s
 20950506 16657157 -1026.3440   75  125  306.00000 -1624.7157   631%  29.6 1995s
 21011059 16705757  230.10953  170   23  306.00000 -1624.0376   631%  29.6 2000s
 21074465 16754409 -1180.8090   91  124  306.00000 -1623.3060   630%  29.6 2005s
 21133901 16800078 -1008.8314   89  111  306.00000 -1622.6445   630%  29.6 2010s
 21197400 16851323     cutoff  122       306.00000 -1621.9045   630%  29.6 2015s
 21243758 16885970 -1099.9458  107  105  306.00000 -1621.3863   630%  29.6 2020s
 21306628 16936048 -344.45887  102   67  306.00000 -1620.7233   630%  29.6 2025s
 21370870 16984742 -998.13957   79  114  306.00000 -1620.0281   629%  29.6 2030s
 21428110 17030950 -930.06853  101  106  306.00000 -1619.4142   629%  29.6 2035s
 21471761 17063323 -1101.0743  107  109  306.00000 -1618.9626   629%  29.6 2042s
 21501771 17089095 -1300.3153   88  130  306.00000 -1618.5857   629%  29.6 2045s
 21563593 17139091 -1135.1056   84  132  306.00000 -1617.9788   629%  29.6 2050s
 21626251 17187106 -421.00624  100   65  306.00000 -1617.3378   629%  29.6 2055s
 21689831 17238093 -462.49777   91   84  306.00000 -1616.6364   628%  29.6 2060s
 21752955 17285088  112.15174  130   47  306.00000 -1615.9686   628%  29.6 2065s
 21815593 17334720 -272.70078   97   73  306.00000 -1615.2364   628%  29.6 2070s
 21884418 17388704 -1014.3842   89  121  306.00000 -1614.5133   628%  29.5 2075s
 21944751 17436301 -558.34806  129   64  306.00000 -1613.8652   627%  29.5 2080s
 22005907 17485294 -1169.5777   67  123  306.00000 -1613.2917   627%  29.5 2085s
 22070866 17535961  -69.98637  143   55  306.00000 -1612.6353   627%  29.5 2090s
 22134484 17586147 -850.65299   93   90  306.00000 -1612.0049   627%  29.5 2095s
 22192278 17632322 -929.33907  110   94  306.00000 -1611.3901   627%  29.5 2100s
 22243372 17672118 -636.07717  126   72  306.00000 -1610.8885   626%  29.5 2105s
 22302851 17716538 -589.40431  128   69  306.00000 -1610.2451   626%  29.5 2110s
 22370404 17769208 -296.99028  130   57  306.00000 -1609.5158   626%  29.5 2115s
 22433210 17817988 -1506.9838  100  127  306.00000 -1608.8603   626%  29.5 2120s
 22495230 17867287 -698.09680  118   83  306.00000 -1608.2017   626%  29.5 2125s
 22561744 17919688 -1226.9639   84  137  306.00000 -1607.5622   625%  29.5 2130s
 22606548 17952250 -487.61239   88   81  306.00000 -1607.1252   625%  29.5 2135s
 22641301 17976554 -929.17711   86  127  306.00000 -1606.7774   625%  29.5 2140s
 22692982 18020191 -1251.9170   81  123  306.00000 -1606.2297   625%  29.5 2145s
 22759230 18071951 -1029.9146   70  114  306.00000 -1605.5188   625%  29.4 2150s
 22824036 18122508 -1014.7680   90  119  306.00000 -1604.8236   624%  29.4 2155s
 22887369 18172254 -1036.7922   89  120  306.00000 -1604.1731   624%  29.4 2160s
 22951568 18222917 -1249.8744   90  117  306.00000 -1603.5312   624%  29.4 2165s
 23018401 18274577  228.73313  113   36  306.00000 -1602.9064   624%  29.4 2170s
 23082624 18328141 -938.90389   96  104  306.00000 -1602.3219   624%  29.4 2175s
 23147272 18375825 -1306.1573   90  129  306.00000 -1601.6256   623%  29.4 2180s
 23217258 18431950   51.36713  140   34  306.00000 -1600.9438   623%  29.4 2185s
 23282996 18482144 -1129.3294   85  122  306.00000 -1600.3196   623%  29.4 2190s
 23347610 18530753 -507.43338  102   80  306.00000 -1599.6894   623%  29.4 2195s
 23405183 18576142 -1046.4444  118  107  306.00000 -1599.1287   623%  29.4 2200s
 23470327 18626568 -999.32000  100  105  306.00000 -1598.4622   622%  29.4 2205s
 23534520 18675655 -1332.5376  113  128  306.00000 -1597.8268   622%  29.4 2210s
 23595573 18724322  179.50005   99   33  306.00000 -1597.2073   622%  29.4 2215s
 23661057 18776276 -1077.1149   98  100  306.00000 -1596.5386   622%  29.3 2220s
 23724678 18824543 -1224.9501   86  130  306.00000 -1595.9223   622%  29.3 2225s
 23783788 18870186 -1084.5379   83  117  306.00000 -1595.3419   621%  29.3 2230s
 23844799 18918568     cutoff  167       306.00000 -1594.6757   621%  29.3 2235s
 23849252 18943953 -1144.0354   90  108  306.00000 -1594.6363   621%  29.3 2241s
 23920444 18978273 -1161.7357  102  110  306.00000 -1593.9345   621%  29.3 2245s
 23985872 19026504  214.36339   85   46  306.00000 -1593.2091   621%  29.3 2250s
 24049609 19075139 -694.78057   96   94  306.00000 -1592.5728   620%  29.3 2255s
 24111077 19124831 -1015.8971   99  118  306.00000 -1591.9441   620%  29.3 2260s
 24170482 19171432 -362.62334  123   54  306.00000 -1591.4275   620%  29.3 2265s
 24235984 19221482 -1061.9376   99  112  306.00000 -1590.8088   620%  29.3 2270s
 24299565 19269685 -516.46500  123   77  306.00000 -1590.1830   620%  29.3 2275s
 24357414 19314914 -1144.0435   89  119  306.00000 -1589.6104   619%  29.3 2280s
 24421009 19365317 -1420.1318   83  123  306.00000 -1589.0307   619%  29.3 2285s
 24475701 19402733 -271.72993  110   58  306.00000 -1588.4947   619%  29.3 2290s
 24527701 19446523 -747.17644   83   97  306.00000 -1588.0336   619%  29.3 2295s
 24588334 19493661  -25.96388  116   49  306.00000 -1587.4777   619%  29.3 2300s
 24610951 19510187 -1249.2638  102  129  306.00000 -1587.2402   619%  29.3 2305s
 24673135 19558384 -1011.8664   87  122  306.00000 -1586.7049   619%  29.3 2310s
 24736991 19606712 -1200.4619   95  124  306.00000 -1586.0232   618%  29.3 2315s
 24801732 19658110 -349.09722  127   69  306.00000 -1585.3960   618%  29.3 2320s
 24864967 19705980 -377.83714  114   57  306.00000 -1584.8020   618%  29.3 2325s
 24930007 19758415 -1099.3030  119   90  306.00000 -1584.1478   618%  29.2 2330s
 24994480 19804650 -892.22643   85  109  306.00000 -1583.5195   617%  29.2 2335s
 25031211 19832025 -1225.5867   89  136  306.00000 -1583.2244   617%  29.2 2341s
 25077273 19869781 -772.63608   77  121  306.00000 -1582.8101   617%  29.2 2345s
 25141139 19918081 -692.15987  100   83  306.00000 -1582.1864   617%  29.2 2350s
 25201853 19965678  176.46263  112   41  306.00000 -1581.6630   617%  29.2 2355s
 25261806 20012257 -647.90430   96   97  306.00000 -1581.1036   617%  29.2 2360s
 25311341 20049784 -1287.8677   81  135  306.00000 -1580.6451   617%  29.2 2365s
 25376638 20101153 -954.04672   68  128  306.00000 -1580.0407   616%  29.2 2370s
 25441004 20151967 -1017.5553   95  103  306.00000 -1579.5184   616%  29.2 2375s
 25509264 20205765  223.00759  149   31  306.00000 -1578.9477   616%  29.2 2380s
 25574689 20256277 -783.53093   69  115  306.00000 -1578.3403   616%  29.2 2385s
 25639369 20308409 -1155.5796  105  109  306.00000 -1577.7700   616%  29.2 2390s
 25701068 20356341 -946.24948  104  107  306.00000 -1577.2511   615%  29.2 2395s
 25761848 20404517 -997.67789   63  124  306.00000 -1576.7550   615%  29.2 2400s
 25827373 20454230 -1078.1788  101  129  306.00000 -1576.1252   615%  29.2 2405s
 25889200 20502203 -423.37951  107   65  306.00000 -1575.5969   615%  29.2 2410s
 25952357 20549897 -1144.5043  104  108  306.00000 -1575.0129   615%  29.2 2415s
 26018056 20601821 -1058.5141   88  118  306.00000 -1574.4426   615%  29.1 2420s
 26042395 20621738 -710.94139  122   81  306.00000 -1574.2529   614%  29.1 2425s
 26104066 20668511 -1500.7165   99  138  306.00000 -1573.6992   614%  29.1 2430s
 26164882 20716390 -1463.4222   88  148  306.00000 -1573.1657   614%  29.1 2435s
 26230966 20766810 -1275.2998   76  130  306.00000 -1572.6272   614%  29.1 2440s
 26291626 20814465 -1165.0485   99  120  306.00000 -1572.1019   614%  29.1 2445s
 26350821 20860277 -926.21232  109  105  306.00000 -1571.5929   614%  29.1 2450s
 26416539 20913090   41.53260   98   42  306.00000 -1571.0221   613%  29.1 2455s
 26471966 20953206 -770.02161  112   95  306.00000 -1570.5412   613%  29.1 2460s
 26526769 20996834 -716.84496  106   91  306.00000 -1570.0590   613%  29.1 2465s
 26592735 21046278 -211.30560  140   44  306.00000 -1569.4583   613%  29.1 2470s
 26655861 21094031 -955.61230   76  112  306.00000 -1568.9146   613%  29.1 2475s
 26720249 21145251 -970.95641  111   97  306.00000 -1568.3694   613%  29.1 2480s
 26784916 21195856 -1243.9512   93  131  306.00000 -1567.8218   612%  29.1 2485s
 26851765 21246787 -357.51730   97   60  306.00000 -1567.2462   612%  29.1 2490s
 26919147 21297847 -1252.3666   82  125  306.00000 -1566.7175   612%  29.1 2495s
 26981531 21348025 -1143.8201   78  131  306.00000 -1566.1599   612%  29.1 2500s
 27045984 21398366 -1178.9211   99  128  306.00000 -1565.6453   612%  29.1 2505s
 27103442 21443010 -952.58575  101  106  306.00000 -1565.1235   611%  29.1 2510s
 27164452 21490597 -715.15369   90   88  306.00000 -1564.6357   611%  29.1 2515s
 27228192 21539852 -1045.3362   96  127  306.00000 -1564.0842   611%  29.1 2520s
 27285775 21584259 -1021.0808   82   96  306.00000 -1563.5515   611%  29.1 2525s
 27344976 21627511 -1169.6082   69  121  306.00000 -1563.0494   611%  29.1 2532s
 27375191 21653108 -970.52977  108  107  306.00000 -1562.8011   611%  29.1 2535s
 27432949 21696390 -1137.4760  103  105  306.00000 -1562.2317   611%  29.1 2540s
 27499027 21745772 -850.26854   85  102  306.00000 -1561.6925   610%  29.1 2545s
 27561370 21794691 -420.31491  129   78  306.00000 -1561.1558   610%  29.1 2550s
 27626182 21845873 -1093.1709   94  113  306.00000 -1560.6858   610%  29.1 2555s
 27687024 21891474 -628.71058   90   82  306.00000 -1560.1419   610%  29.0 2560s
 27749884 21939756 -829.86455   87   88  306.00000 -1559.6123   610%  29.0 2565s
 27813937 21988934 -787.32709   87   88  306.00000 -1559.1280   610%  29.0 2570s
 27859097 22024413  -16.29349  132   45  306.00000 -1558.7631   609%  29.0 2575s
 27924584 22075540 -219.93761   84   59  306.00000 -1558.2191   609%  29.0 2580s
 27992082 22128530 -1104.9489  107  103  306.00000 -1557.6790   609%  29.0 2585s
 28052270 22176139 -915.44821   71  130  306.00000 -1557.2000   609%  29.0 2590s
 28116811 22224405 -916.27186  102  105  306.00000 -1556.6845   609%  29.0 2595s
 28182572 22273981 -572.18700  114   80  306.00000 -1556.1855   609%  29.0 2600s
 28244182 22321922 -1030.8417   81  117  306.00000 -1555.5979   608%  29.0 2605s
 28309643 22372194 -317.19224  104   50  306.00000 -1555.0639   608%  29.0 2610s
 28368550 22418815 -802.26828   76  124  306.00000 -1554.5861   608%  29.0 2615s
 28412956 22448363 -116.23721  111   38  306.00000 -1554.2244   608%  29.0 2621s
 28459348 22486440 -912.59264   72  102  306.00000 -1553.8393   608%  29.0 2625s
 28524940 22535796 -438.81461   97   54  306.00000 -1553.2736   608%  29.0 2630s
 28587649 22585479 -1048.7056  102  120  306.00000 -1552.7813   607%  29.0 2635s
 28640546 22623488   45.67437   98   48  306.00000 -1552.3671   607%  29.0 2640s
 28701369 22672354 -991.77919  101  115  306.00000 -1551.8844   607%  29.0 2645s
 28766594 22724490 -226.37340   96   67  306.00000 -1551.3520   607%  29.0 2650s
 28835248 22777277  108.78705   91   58  306.00000 -1550.8189   607%  29.0 2655s
 28901156 22829337 -493.86428  138   64  306.00000 -1550.3154   607%  29.0 2660s
 28967022 22880850 -305.64332  110   66  306.00000 -1549.7738   606%  29.0 2665s
 29031119 22931024   -6.59119  139   44  306.00000 -1549.2869   606%  29.0 2670s
 29094371 22980095 -649.21794  104   88  306.00000 -1548.8113   606%  29.0 2675s
 29156917 23028932 -1439.2478   82  147  306.00000 -1548.2931   606%  28.9 2680s
 29225624 23082292 -801.58802  103   84  306.00000 -1547.7746   606%  28.9 2685s
 29285641 23128993 -984.98020   78  122  306.00000 -1547.3048   606%  28.9 2690s
 29354893 23185122 -628.44810  125   80  306.00000 -1546.8579   606%  28.9 2695s
 29420466 23231740 -1098.3131   66  120  306.00000 -1546.3135   605%  28.9 2703s
 29436618 23246142 -968.67352   95  102  306.00000 -1546.1878   605%  28.9 2705s
 29501110 23296177 -891.96688  117   97  306.00000 -1545.6933   605%  28.9 2710s
 29552930 23335351  221.86374  100   38  306.00000 -1545.2792   605%  28.9 2715s
 29615601 23383572 -881.40946  110   92  306.00000 -1544.7756   605%  28.9 2720s
 29682997 23434608 -598.15208  127   66  306.00000 -1544.2570   605%  28.9 2725s
 29746765 23482732 -1325.2216   93  133  306.00000 -1543.7120   604%  28.9 2730s
 29808889 23530217 -652.96299   93   90  306.00000 -1543.2189   604%  28.9 2735s
 29874441 23582217  150.84853  135   37  306.00000 -1542.7542   604%  28.9 2740s
 29941144 23633763 -544.18301   74   81  306.00000 -1542.2301   604%  28.9 2745s
 30004826 23682275 -1372.5204   93  121  306.00000 -1541.7048   604%  28.9 2751s
 30057118 23722029 -405.39161  124   60  306.00000 -1541.3175   604%  28.9 2755s
 30121004 23772976 -1109.7072   87  113  306.00000 -1540.8281   604%  28.9 2760s
 30183229 23820385  246.69162  140   32  306.00000 -1540.3751   603%  28.9 2765s
 30248896 23872380     cutoff  115       306.00000 -1539.8753   603%  28.9 2770s
 30317298 23925387 -1027.1084   88  114  306.00000 -1539.3464   603%  28.9 2775s
 30382259 23975077 -693.85502  106   80  306.00000 -1538.8415   603%  28.8 2780s
 30440754 24019681  -28.07175  141   33  306.00000 -1538.3994   603%  28.8 2785s
 30504695 24069540 -796.11623   67  111  306.00000 -1537.9313   603%  28.8 2790s
 30565477 24116143 -984.48694   97  103  306.00000 -1537.5100   602%  28.8 2795s
 30596596 24136386 -746.39954   89   90  306.00000 -1537.2854   602%  28.8 2800s
 30653456 24183927 -1127.6941   90  108  306.00000 -1536.8767   602%  28.8 2805s
