
Gurobi 11.0.0 (linux64) logging started Sat Aug 31 20:32:21 2024

Set parameter LogFile to value "gurobi_log/de_penalty/gurobi_log/random17.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 289 columns and 0 nonzeros
Model fingerprint: 0xc45c5b5e
Model has 9537 quadratic objective terms
Variable types: 0 continuous, 289 integer (289 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [3e+02, 3e+02]
  QObjective range [6e+00, 3e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 2754.0000000
Found heuristic solution: objective 601.0000000
Found heuristic solution: objective 521.0000000
Presolve time: 0.07s
Presolved: 0 rows, 289 columns, 0 nonzeros
Presolved model has 9537 quadratic objective terms
Variable types: 0 continuous, 289 integer (289 binary)

Root relaxation: objective -3.214791e+03, 290 iterations, 0.03 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 4394299 3863176 -2915.3232  131  164  403.00000 -2915.3232   823%  48.5 1195s
 4415554 3881101 -2915.3232   85  245  403.00000 -2915.3232   823%  48.5 1200s
 4433128 3896294 -2915.3232   97  218  403.00000 -2915.3232   823%  48.5 1205s
 4455129 3917590 -2915.3232  108  216  403.00000 -2915.3232   823%  48.5 1210s
 4478467 3937495 -2915.3232   94  250  403.00000 -2915.3232   823%  48.4 1215s
 4500057 3957674 -2915.3232  104  268  403.00000 -2915.3232   823%  48.4 1220s
 4519007 3973703  223.81138  242   36  403.00000 -2915.3232   823%  48.4 1225s
 4540171 3992846 -2915.3232  120  149  403.00000 -2915.3232   823%  48.4 1230s
 4565138 4012976 -2915.3232  120  188  403.00000 -2915.3232   823%  48.3 1235s
 4584803 4029711 -2915.3232  109  208  403.00000 -2915.3232   823%  48.3 1240s
 4596759 4041444 -2915.3232  136  168  403.00000 -2915.3232   823%  48.4 1245s
 4621377 4061815 -2915.3232  114  254  403.00000 -2915.3232   823%  48.4 1250s
 4643266 4081607 -2013.8464  202   86  403.00000 -2915.3232   823%  48.3 1255s
 4663814 4104783 -2915.3232  167  117  403.00000 -2915.3232   823%  48.3 1261s
 4683319 4114161 -2915.3232  100  241  403.00000 -2915.3232   823%  48.3 1265s
 4703531 4133458 -2915.3232   99  217  403.00000 -2915.3232   823%  48.3 1270s
 4728248 4154789 -2915.3232   92  241  403.00000 -2915.3232   823%  48.3 1275s
 4751298 4174955 -2915.3232   76  235  403.00000 -2915.3232   823%  48.2 1280s
 4772160 4193263 -2915.3232   92  272  403.00000 -2915.3232   823%  48.2 1285s
 4787717 4208445 -2915.3232   98  264  403.00000 -2915.3232   823%  48.3 1290s
 4814274 4231316 -1319.7961  208   81  403.00000 -2915.3232   823%  48.2 1295s
 4838989 4253370 -2915.3232   89  242  403.00000 -2915.3232   823%  48.2 1300s
 4864344 4272654 -2915.3232  112  250  403.00000 -2915.3232   823%  48.1 1305s
 4886908 4294231 -2915.3232   88  264  403.00000 -2915.3232   823%  48.1 1310s
 4905238 4311689 -2915.3232  122  185  403.00000 -2915.3232   823%  48.1 1315s
 4929039 4330403 -2915.3232   68  258  403.00000 -2915.3232   823%  48.0 1320s
 4952966 4351054 -2915.3232  106  189  403.00000 -2915.3232   823%  48.0 1325s
 4969087 4362537 -2915.3232  104  268  403.00000 -2915.3232   823%  48.0 1345s
 4988168 4382800 -2915.3232  113  293  403.00000 -2915.3232   823%  48.0 1350s
 5006292 4398726 -2915.3232  126  212  403.00000 -2915.3232   823%  48.0 1355s
 5028306 4416821 -2915.3232   69  294  403.00000 -2915.3232   823%  47.9 1360s
 5050870 4435836 -2915.3232   67  276  403.00000 -2915.3232   823%  47.9 1365s
 5071191 4454359 -2915.3232   97  215  403.00000 -2915.3232   823%  47.9 1370s
 5097094 4475627 -1613.1148  156   83  403.00000 -2915.3232   823%  47.9 1375s
 5116003 4492183 -2915.3232  123  185  403.00000 -2915.3232   823%  47.8 1380s
 5132838 4507523 -1788.3127  114   94  403.00000 -2915.3232   823%  47.8 1385s
 5156451 4527017 -2915.3232  108  190  403.00000 -2915.3232   823%  47.8 1390s
 5179242 4546397 -2076.1274   87  115  403.00000 -2915.3232   823%  47.8 1395s
 5201266 4566897 -2915.3232  134  186  403.00000 -2915.3232   823%  47.7 1400s
 5221846 4584373 -2915.3232  103  240  403.00000 -2915.3232   823%  47.7 1405s
 5242432 4600945 -2915.3232  105  220  403.00000 -2915.3232   823%  47.7 1410s
 5264767 4620704 -2915.3232   87  273  403.00000 -2915.3232   823%  47.6 1415s
 5286055 4639287 -2212.8151  119  120  403.00000 -2915.3232   823%  47.6 1420s
 5306137 4656218 -2915.3232   82  247  403.00000 -2915.3232   823%  47.7 1425s
 5323363 4675219 -2915.3232  128  166  403.00000 -2915.3232   823%  47.7 1430s
 5346872 4694410 -2915.3232   61  284  403.00000 -2915.3232   823%  47.7 1435s
 5369645 4712621     cutoff  224       403.00000 -2915.3232   823%  47.6 1440s
 5384313 4726769 -2915.3232   93  248  403.00000 -2915.3232   823%  47.7 1445s
 5405547 4742442 -2915.3232   92  260  403.00000 -2915.3232   823%  47.7 1453s
 5407835 4747740 -2915.3232  108  224  403.00000 -2915.3232   823%  47.7 1455s
 5425993 4763456 -2915.3232  126  185  403.00000 -2915.3232   823%  47.7 1460s
 5449409 4783366 -2915.3232  101  225  403.00000 -2915.3232   823%  47.7 1465s
 5471549 4802340     cutoff  257       403.00000 -2915.3232   823%  47.7 1470s
 5489939 4818796 -1789.6541  171   72  403.00000 -2915.3232   823%  47.7 1475s
 5515633 4841836 -2915.3232  133  144  403.00000 -2915.3232   823%  47.7 1480s
 5550582 4872242 -2164.6588  143   98  403.00000 -2915.3232   823%  47.6 1485s
 5573212 4891579 -2915.3232   89  178  403.00000 -2915.3232   823%  47.7 1490s
 5590414 4909126 -2915.3232  129  196  403.00000 -2915.3232   823%  47.7 1495s
 5609788 4924029 -2915.3232  117  233  403.00000 -2915.3232   823%  47.8 1500s
 5629879 4942770 -2915.3232   94  186  403.00000 -2915.3232   823%  47.8 1505s
 5651197 4962735 -2915.3232  117  243  403.00000 -2915.3232   823%  47.8 1510s
 5678181 4985709 -2915.3232  103  225  403.00000 -2915.3232   823%  47.7 1515s
 5709447 5014419 -2915.3232   95  238  403.00000 -2915.3232   823%  47.7 1520s
 5742841 5041640 -2915.3232   79  265  403.00000 -2915.3232   823%  47.7 1525s
 5774563 5069900 -2915.3232   88  275  403.00000 -2915.3232   823%  47.6 1530s
 5792548 5088611 -2915.3232   76  241  403.00000 -2915.3232   823%  47.7 1535s
 5819777 5110576 -2915.3232   89  201  403.00000 -2915.3232   823%  47.6 1540s
 5841800 5129116 -2915.3232   82  255  403.00000 -2915.3232   823%  47.6 1545s
 5867113 5151950 -2915.3232  102  257  403.00000 -2915.3232   823%  47.5 1550s
 5884443 5167893 -2915.3232  104  187  403.00000 -2915.3232   823%  47.5 1555s
 5910599 5190858     cutoff  217       403.00000 -2915.3232   823%  47.5 1560s
 5932853 5209589 -2915.3232   74  245  403.00000 -2915.3232   823%  47.4 1565s
 5956520 5227669 -388.89330  214   57  403.00000 -2915.3232   823%  47.4 1570s
 5978048 5246963 -2915.3232   94  239  403.00000 -2915.3232   823%  47.4 1575s
 6002737 5267991 -2915.3232   98  238  403.00000 -2915.3232   823%  47.4 1580s
 6023112 5286389 -2915.3232   78  197  403.00000 -2915.3232   823%  47.4 1585s
 6043567 5304542 -2915.3232  103  175  403.00000 -2915.3232   823%  47.4 1590s
 6066191 5324344 -2915.3232  133  130  403.00000 -2915.3232   823%  47.3 1596s
 6086272 5342700 -2915.3232  130  205  403.00000 -2915.3232   823%  47.3 1600s
 6113140 5365712 -2915.3232  124  151  403.00000 -2915.3232   823%  47.3 1605s
 6134156 5384233 -2915.3232  135  251  403.00000 -2915.3232   823%  47.2 1610s
 6156638 5404941 -2915.3232  150  170  403.00000 -2915.3232   823%  47.3 1615s
 6173512 5419273 -2915.3232   86  253  403.00000 -2915.3232   823%  47.2 1620s
 6193984 5436061 -2915.3232   94  233  403.00000 -2915.3232   823%  47.2 1625s
 6219690 5458115 -2915.3232   88  261  403.00000 -2915.3232   823%  47.2 1630s
 6239764 5477667 -2915.3232   83  246  403.00000 -2915.3232   823%  47.1 1635s
 6259713 5495559 -2915.3232  111  257  403.00000 -2915.3232   823%  47.2 1640s
 6282963 5515484 -2915.3232  154  141  403.00000 -2915.3232   823%  47.1 1645s
 6306504 5534531 -2915.3232   99  230  403.00000 -2915.3232   823%  47.1 1650s
 6325440 5550221 -2915.3232   74  266  403.00000 -2915.3232   823%  47.1 1655s
 6345051 5570197 -2915.3232   86  236  403.00000 -2915.3232   823%  47.1 1660s
 6367093 5588394 -2915.3232   92  276  403.00000 -2915.3232   823%  47.1 1665s
 6387391 5609192 -2915.3232  164  136  403.00000 -2915.3232   823%  47.2 1670s
 6407398 5626037 -2915.3232  158  139  403.00000 -2915.3232   823%  47.1 1675s
 6433729 5647712 -2915.3232  102  188  403.00000 -2915.3232   823%  47.1 1680s
 6455349 5667254 -2915.3232  110  248  403.00000 -2915.3232   823%  47.1 1685s
 6480404 5687390 -2915.3232   90  255  403.00000 -2915.3232   823%  47.0 1690s
 6499980 5705164 -2915.3232  104  192  403.00000 -2915.3232   823%  47.0 1695s
 6522532 5724616 -2915.3232  127  199  403.00000 -2915.3232   823%  47.0 1700s
 6548581 5746541 -2915.3232   95  260  403.00000 -2915.3232   823%  47.0 1705s
 6571031 5765478 -2915.3232   81  239  403.00000 -2915.3232   823%  46.9 1710s
 6584365 5775658 -2915.3232   92  252  403.00000 -2915.3232   823%  46.9 1715s
 6603194 5793380 -2915.3232  106  195  403.00000 -2915.3232   823%  47.0 1720s
 6624466 5812998 -2915.3232  123  177  403.00000 -2915.3232   823%  47.0 1725s
 6647390 5832216 -2915.3232   81  197  403.00000 -2915.3232   823%  46.9 1730s
 6669236 5851606 -2915.3232  157  136  403.00000 -2915.3232   823%  46.9 1735s
 6690166 5870773 -2915.3232   84  258  403.00000 -2915.3232   823%  46.9 1740s
 6709514 5888998 -2915.3232   98  237  403.00000 -2915.3232   823%  46.9 1745s
 6738840 5913887 -2368.6460  198  107  403.00000 -2915.3232   823%  46.9 1750s
 6762428 5934556 -2915.3232   83  265  403.00000 -2915.3232   823%  46.8 1755s
 6787206 5954665 -2915.3232   81  256  403.00000 -2915.3232   823%  46.8 1760s
 6810274 5974201 -2915.3232   91  253  403.00000 -2915.3232   823%  46.8 1765s
 6826469 5988058 -2915.3232  103  240  403.00000 -2915.3232   823%  46.8 1770s
 6852792 6012251 -2915.3232  126  211  403.00000 -2915.3232   823%  46.7 1775s
 6873662 6027891 -2915.3232   92  195  403.00000 -2915.3232   823%  46.7 1780s
 6896230 6048489 -2915.3232  129  238  403.00000 -2915.3232   823%  46.7 1785s
 6921127 6069415 -2915.3232   76  234  403.00000 -2915.3232   823%  46.7 1790s
 6941602 6086184 -2915.3232   99  214  403.00000 -2915.3232   823%  46.6 1795s
 6958403 6103079 -2915.3232  137  166  403.00000 -2915.3232   823%  46.7 1800s
 6977531 6120937 -2915.3232   82  275  403.00000 -2915.3232   823%  46.7 1805s
 7000292 6139611 -2498.6176  192  114  403.00000 -2915.3232   823%  46.7 1810s
 7018681 6155874 -2915.3232  104  171  403.00000 -2915.3232   823%  46.7 1815s
 7036642 6172195 -2915.3232  138  145  403.00000 -2915.3232   823%  46.7 1820s
 7053448 6187994 -2915.3232  153  154  403.00000 -2915.3232   823%  46.7 1825s
 7073542 6204667 -2915.3232  139  161  403.00000 -2915.3232   823%  46.7 1830s
 7094042 6222836 -2915.3232  108  221  403.00000 -2915.3232   823%  46.7 1835s
 7120033 6245508 -2915.3232   91  245  403.00000 -2915.3232   823%  46.6 1840s
 7141493 6262170 -2344.2443  189  103  403.00000 -2915.3232   823%  46.6 1845s
 7164952 6285624 -2915.3232  130  165  403.00000 -2915.3232   823%  46.6 1850s
 7186930 6302771 -2915.3232  100  235  403.00000 -2915.3232   823%  46.6 1855s
 7207847 6323404 -2915.3232   77  261  403.00000 -2915.3232   823%  46.6 1860s
 7224637 6336282 -2915.3232   91  241  403.00000 -2915.3232   823%  46.6 1865s
 7248852 6358485 -2915.3232   61  242  403.00000 -2915.3232   823%  46.6 1870s
 7268789 6373526 -2915.3232   92  249  403.00000 -2915.3232   823%  46.5 1875s
 7291919 6393420 -2915.3232  103  205  403.00000 -2915.3232   823%  46.5 1880s
 7310114 6409278 -2915.3232   97  210  403.00000 -2915.3232   823%  46.5 1885s
 7333807 6430793 -2915.3232   93  205  403.00000 -2915.3232   823%  46.5 1890s
 7358787 6449785 -2915.3232   88  267  403.00000 -2915.3232   823%  46.5 1895s
 7375200 6466187 -2915.3232  110  250  403.00000 -2915.3232   823%  46.6 1900s
 7393710 6481491 -2915.3232  100  250  403.00000 -2915.3232   823%  46.5 1905s
 7413454 6499077 -2915.3232  156  162  403.00000 -2915.3232   823%  46.5 1910s
 7435646 6518796 -2915.3232   94  202  403.00000 -2915.3232   823%  46.5 1915s
 7459856 6540591 -2915.3232   82  245  403.00000 -2915.3232   823%  46.5 1920s
 7484024 6561730 -2915.3232  114  201  403.00000 -2915.3232   823%  46.5 1925s
 7487662 6561815 -2915.3232   89  261  403.00000 -2915.3232   823%  46.5 1938s
 7493374 6568923 -2915.3232  102  267  403.00000 -2915.3232   823%  46.5 1940s
 7513450 6587643 -462.15825  248   53  403.00000 -2915.3232   823%  46.5 1945s
 7529504 6601266 -2915.3232  116  208  403.00000 -2915.3232   823%  46.5 1950s
 7550717 6619097 -2712.3777  153  115  403.00000 -2915.3232   823%  46.5 1955s
 7577317 6641150 -2915.3232  115  258  403.00000 -2915.3232   823%  46.4 1960s
 7596425 6656651 -2915.3232   76  202  403.00000 -2915.3232   823%  46.4 1965s
 7609586 6668989 -105.77839  222   39  403.00000 -2915.3232   823%  46.5 1970s
 7638639 6693934 -2915.3232   84  290  403.00000 -2915.3232   823%  46.5 1975s
 7664798 6716651 -2915.3232  173  170  403.00000 -2915.3232   823%  46.4 1980s
 7684106 6736021 -2915.3232  181  159  403.00000 -2915.3232   823%  46.5 1986s
 7705917 6753038 -2136.4331  150   91  403.00000 -2915.3232   823%  46.4 1990s
 7726195 6770906 -2915.3232  133  195  403.00000 -2915.3232   823%  46.4 1995s
 7744775 6788268 -2786.7034  159  123  403.00000 -2915.3232   823%  46.4 2000s
 7766221 6805441 -2915.3232   98  243  403.00000 -2915.3232   823%  46.4 2005s
 7791164 6827064 -2915.3232   96  239  403.00000 -2915.3232   823%  46.4 2010s
 7819041 6850248 -2915.3232   99  230  403.00000 -2915.3232   823%  46.3 2015s
 7839039 6866627 -483.76372  151   49  403.00000 -2915.3232   823%  46.3 2020s
 7857617 6883529 -2915.3232  119  196  403.00000 -2915.3232   823%  46.3 2025s
 7883647 6905834 -2915.3232  118  218  403.00000 -2915.3232   823%  46.3 2030s
 7908964 6928756 -2915.3232  113  228  403.00000 -2915.3232   823%  46.3 2035s
 7921500 6941243 -2915.3232  122  162  403.00000 -2915.3232   823%  46.3 2040s
 7947924 6962630 -2915.3232  104  249  403.00000 -2915.3232   823%  46.3 2045s
 7970404 6981486 -250.77420  190   42  403.00000 -2915.3232   823%  46.2 2050s
 7981604 6992762  105.05674  231   38  403.00000 -2915.3232   823%  46.2 2055s
 8003722 7013682 -2915.3232  127  192  403.00000 -2915.3232   823%  46.2 2060s
 8029819 7032994 -2915.3232  124  187  403.00000 -2915.3232   823%  46.2 2065s
 8052688 7053595 -2915.3232   93  213  403.00000 -2915.3232   823%  46.2 2070s
 8071773 7071226 -2915.3232  154  150  403.00000 -2915.3232   823%  46.2 2075s
 8094031 7089962 -500.46307  164   43  403.00000 -2915.3232   823%  46.2 2080s
 8118286 7110755 -2915.3232   94  221  403.00000 -2915.3232   823%  46.2 2086s
 8136014 7125033 -2915.3232   98  239  403.00000 -2915.3232   823%  46.2 2090s
 8156717 7144382 -2915.3232  148  143  403.00000 -2915.3232   823%  46.2 2095s
 8177689 7163392 -2915.3232   92  243  403.00000 -2915.3232   823%  46.2 2100s
 8205249 7186558 -2915.3232  120  197  403.00000 -2915.3232   823%  46.2 2105s
 8229101 7208619 -2915.3232   90  223  403.00000 -2915.3232   823%  46.1 2110s
 8252842 7228064 -159.29074  233   42  403.00000 -2915.3232   823%  46.1 2115s
 8274430 7247639 -2915.3232   77  248  403.00000 -2915.3232   823%  46.1 2120s
 8299074 7269523 -2915.3232   66  216  403.00000 -2915.3232   823%  46.1 2125s
 8322705 7288692 -2915.3232   84  238  403.00000 -2915.3232   823%  46.0 2130s
 8344300 7309596 -2915.3232  110  192  403.00000 -2915.3232   823%  46.1 2135s
 8366531 7328070 -2915.3232   89  244  403.00000 -2915.3232   823%  46.0 2140s
 8387242 7346417 -878.92659  215   70  403.00000 -2915.3232   823%  46.0 2145s
 8403057 7360433 -2915.3232  123  227  403.00000 -2915.3232   823%  46.0 2150s
 8419959 7379670 -2915.3232  128  176  403.00000 -2915.3232   823%  46.0 2155s
 8449676 7401746 -2915.3232  181  146  403.00000 -2915.3232   823%  46.0 2160s
 8474419 7421349 -2915.3232   96  240  403.00000 -2915.3232   823%  46.0 2165s
 8499006 7443812 -2915.3232   78  239  403.00000 -2915.3232   823%  46.0 2170s
 8529340 7467067 -2915.3232  102  231  403.00000 -2915.3232   823%  46.0 2175s
 8550664 7485284 -2915.3232   91  224  403.00000 -2915.3232   823%  45.9 2180s
 8573865 7507102 -2315.0062  195   95  403.00000 -2915.3232   823%  45.9 2185s
 8591274 7522144 -2915.3232  145  162  403.00000 -2915.3232   823%  46.0 2190s
 8613398 7540727     cutoff  165       403.00000 -2915.3232   823%  46.0 2195s
 8618057 7541648 -1047.4772  214   74  403.00000 -2915.3232   823%  45.9 2201s
 8629704 7554387 -2915.3232  104  195  403.00000 -2915.3232   823%  45.9 2205s
 8633940 7567354 -2915.3232   92  267  403.00000 -2915.3232   823%  45.9 2210s
 8664916 7586856 -2915.3232  110  238  403.00000 -2915.3232   823%  46.0 2215s
 8684702 7602777 -798.15749  222   63  403.00000 -2915.3232   823%  46.0 2220s
 8704703 7620731 -2654.3418  148  119  403.00000 -2915.3232   823%  46.0 2225s
 8725581 7638488 -2915.3232  126  139  403.00000 -2915.3232   823%  46.0 2230s
 8747657 7658025 -2915.3232  129  218  403.00000 -2915.3232   823%  46.0 2235s
 8775401 7682086 -2915.3232  143  178  403.00000 -2915.3232   823%  46.0 2240s
 8799199 7703191 -2915.3232   99  208  403.00000 -2915.3232   823%  45.9 2245s
 8823894 7724713 -2915.3232  148  127  403.00000 -2915.3232   823%  45.9 2250s
 8848732 7745058 -2915.3232   93  184  403.00000 -2915.3232   823%  45.9 2255s
 8870467 7763794 -2915.3232   99  172  403.00000 -2915.3232   823%  45.9 2260s
 8896079 7785296 -2915.3232   87  261  403.00000 -2915.3232   823%  45.9 2265s
 8920745 7808170 -2915.3232  100  221  403.00000 -2915.3232   823%  45.9 2270s
 8940743 7825823 -2915.3232   85  231  403.00000 -2915.3232   823%  45.9 2275s
 8964023 7846516 -1289.7827  208   74  403.00000 -2915.3232   823%  45.9 2280s
 8988886 7865690 -2915.3232  128  172  403.00000 -2915.3232   823%  45.9 2285s
 9004897 7880383 -2915.3232   81  251  403.00000 -2915.3232   823%  45.9 2290s
 9027160 7897841 -2915.3232  107  238  403.00000 -2915.3232   823%  45.8 2295s
 9048478 7918641 -1895.3688  176   90  403.00000 -2915.3232   823%  45.8 2300s
 9074438 7940398 -2915.3232   86  243  403.00000 -2915.3232   823%  45.8 2305s
 9097938 7960213 -1338.1581  181   64  403.00000 -2915.3232   823%  45.8 2310s
 9120393 7980376 -2915.3232   88  248  403.00000 -2915.3232   823%  45.8 2315s
 9143906 7999143 -2915.3232   83  272  403.00000 -2915.3232   823%  45.7 2320s
 9167639 8020675 -2915.3232  111  244  403.00000 -2915.3232   823%  45.7 2325s
 9191248 8039407 -2915.3232   83  261  403.00000 -2915.3232   823%  45.7 2330s
 9212713 8059321 -2915.3232  108  248  403.00000 -2915.3232   823%  45.7 2335s
 9234019 8076407 -2915.3232   73  232  403.00000 -2915.3232   823%  45.7 2340s
 9256624 8097752 -2915.3232   98  246  403.00000 -2915.3232   823%  45.6 2345s
 9277799 8116091 -2915.3232  100  220  403.00000 -2915.3232   823%  45.7 2350s
 9295974 8132598 -2915.3232  125  180  403.00000 -2915.3232   823%  45.7 2355s
 9315779 8150886 -2915.3232   95  215  403.00000 -2915.3232   823%  45.7 2360s
 9344425 8174550 -2915.3232   90  240  403.00000 -2915.3232   823%  45.7 2365s
 9366629 8192317 -2589.1674  121   99  403.00000 -2915.3232   823%  45.7 2370s
 9381077 8202880 -2915.3232   98  154  403.00000 -2915.3232   823%  45.7 2376s
 9393733 8216158 -2915.3232   86  210  403.00000 -2915.3232   823%  45.6 2380s
 9416624 8235860 -2915.3232  132  230  403.00000 -2915.3232   823%  45.6 2385s
 9442298 8259407   75.62746  219   36  403.00000 -2915.3232   823%  45.6 2390s
 9449577 8262678 -2915.3232  112  237  403.00000 -2915.3232   823%  45.6 2404s
 9449788 8265107 -2915.3232  113  235  403.00000 -2915.3232   823%  45.6 2405s
 9467220 8279528 -2915.3232  113  183  403.00000 -2915.3232   823%  45.6 2410s
 9489052 8299130 -2915.3232   88  153  403.00000 -2915.3232   823%  45.6 2415s
 9511420 8318763 -2915.3232  111  264  403.00000 -2915.3232   823%  45.6 2420s
 9536977 8339569 -2915.3232  110  185  403.00000 -2915.3232   823%  45.6 2425s
 9558591 8358304 -2915.3232  105  249  403.00000 -2915.3232   823%  45.5 2430s
 9585172 8380569 -2915.3232   63  222  403.00000 -2915.3232   823%  45.5 2435s
 9603652 8395694 -2915.3232   93  242  403.00000 -2915.3232   823%  45.5 2440s
 9625522 8416031 -2638.8830  125  125  403.00000 -2915.3232   823%  45.5 2445s
 9651415 8438347     cutoff  163       403.00000 -2915.3232   823%  45.5 2450s
 9673017 8458231 -2915.3232   92  239  403.00000 -2915.3232   823%  45.5 2455s
 9692829 8475457 -2915.3232   89  261  403.00000 -2915.3232   823%  45.5 2460s
 9718219 8497800 -2915.3232  179  138  403.00000 -2915.3232   823%  45.5 2465s
 9739435 8518462 -535.92741  239   51  403.00000 -2915.3232   823%  45.6 2470s
 9762990 8538807 -2915.3232   93  238  403.00000 -2915.3232   823%  45.5 2475s
 9788180 8557542 -2915.3232  103  201  403.00000 -2915.3232   823%  45.5 2480s
 9801773 8567864 -2915.3232  100  260  403.00000 -2915.3232   823%  45.5 2485s
 9821429 8587893 -2915.3232  144  184  403.00000 -2915.3232   823%  45.5 2490s
 9848249 8609724 -2915.3232   98  220  403.00000 -2915.3232   823%  45.5 2495s
 9875348 8634418 -2915.3232  119  232  403.00000 -2915.3232   823%  45.5 2500s
 9896990 8653406 -2323.4357  183  106  403.00000 -2915.3232   823%  45.5 2505s
 9923158 8676444 -2915.3232  100  220  403.00000 -2915.3232   823%  45.5 2510s
 9944624 8692650 -238.17319  128   62  403.00000 -2915.3232   823%  45.4 2515s
 9964678 8711231 -2915.3232  169  138  403.00000 -2915.3232   823%  45.5 2520s
 9981589 8726781 -2915.3232   72  256  403.00000 -2915.3232   823%  45.5 2525s
 10008579 8749051 -2915.3232   95  181  403.00000 -2915.3232   823%  45.5 2530s
 10026190 8764546 -2477.2885  110  116  403.00000 -2915.3232   823%  45.5 2535s
 10050989 8784919 -2915.3232   79  208  403.00000 -2915.3232   823%  45.4 2540s
 10075711 8806033 -965.16895  186   75  403.00000 -2915.3232   823%  45.4 2545s
 10093311 8821547 -2915.3232  138  245  403.00000 -2915.3232   823%  45.4 2550s
 10113889 8840066 -1496.1569   93   93  403.00000 -2915.3232   823%  45.4 2555s
 10140784 8862937 -2915.3232  111  251  403.00000 -2915.3232   823%  45.4 2560s
 10160883 8879420 -2915.3232  106  263  403.00000 -2915.3232   823%  45.4 2565s
 10181094 8898910 -2915.3232   82  231  403.00000 -2915.3232   823%  45.4 2570s
 10202345 8915387 -2915.3232  107  220  403.00000 -2915.3232   823%  45.4 2575s
 10228509 8939599 -2915.3232   77  266  403.00000 -2915.3232   823%  45.3 2580s
 10248714 8955828 -2915.3232  121  181  403.00000 -2915.3232   823%  45.3 2585s
 10273749 8977495 -2915.3232  166  177  403.00000 -2915.3232   823%  45.3 2590s
 10298772 8998580 -2915.3232   99  243  403.00000 -2915.3232   823%  45.3 2595s
 10312255 9012972 -2915.3232  124  200  403.00000 -2915.3232   823%  45.3 2600s
 10338793 9034566 -2915.3232  115  239  403.00000 -2915.3232   823%  45.3 2605s
 10360046 9052661 -2915.3232  123  170  403.00000 -2915.3232   823%  45.3 2610s
 10381440 9072436 -2915.3232  161  147  403.00000 -2915.3232   823%  45.3 2615s
 10406291 9093988 -2915.3232  117  135  403.00000 -2915.3232   823%  45.3 2620s
 10427954 9110261 -2915.3232   89  265  403.00000 -2915.3232   823%  45.3 2625s
 10448782 9129781 -2915.3232   99  224  403.00000 -2915.3232   823%  45.3 2630s
 10470046 9149598 -2915.3232  106  221  403.00000 -2915.3232   823%  45.3 2635s
 10495764 9169917 -2915.3232   84  237  403.00000 -2915.3232   823%  45.3 2640s
 10513361 9185215 -2915.3232   90  260  403.00000 -2915.3232   823%  45.3 2645s
 10533120 9203146 -2915.3232  103  216  403.00000 -2915.3232   823%  45.3 2650s
 10554536 9222820 -2915.3232   80  230  403.00000 -2915.3232   823%  45.3 2655s
 10579489 9244614 -2915.3232  102  261  403.00000 -2915.3232   823%  45.3 2660s
 10603197 9265512 -2915.3232  117  218  403.00000 -2915.3232   823%  45.3 2665s
 10626236 9285626 -2915.3232   87  242  403.00000 -2915.3232   823%  45.3 2670s
 10643149 9299089 -2915.3232  132  204  403.00000 -2915.3232   823%  45.3 2675s
 10664256 9318786 -2915.3232  153  137  403.00000 -2915.3232   823%  45.3 2680s
 10690127 9339129 -2915.3232  110  235  403.00000 -2915.3232   823%  45.2 2686s
 10704311 9355748 -2915.3232  103  264  403.00000 -2915.3232   823%  45.2 2690s
 10725913 9370762 -2915.3232  121  206  403.00000 -2915.3232   823%  45.2 2695s
 10742179 9387528 -2915.3232   65  245  403.00000 -2915.3232   823%  45.2 2700s
 10766935 9409683 -2915.3232  125  200  403.00000 -2915.3232   823%  45.2 2705s
 10794719 9432541 -2915.3232   99  261  403.00000 -2915.3232   823%  45.2 2710s
 10816227 9450721 -2915.3232  116  218  403.00000 -2915.3232   823%  45.2 2715s
 10841008 9473998 -2272.8311  171  110  403.00000 -2915.3232   823%  45.1 2720s
 10860956 9489856  -88.64094  213   54  403.00000 -2915.3232   823%  45.1 2725s
 10885634 9509307 -2915.3232   79  246  403.00000 -2915.3232   823%  45.1 2730s
 10909229 9532562 -2915.3232  101  248  403.00000 -2915.3232   823%  45.1 2735s
 10934979 9553813 -2915.3232  109  203  403.00000 -2915.3232   823%  45.1 2740s
 10958460 9574806 -2915.3232  139  188  403.00000 -2915.3232   823%  45.1 2745s
 10986571 9598103 -2915.3232   92  164  403.00000 -2915.3232   823%  45.1 2750s
 11012416 9621092 -2915.3232  129  209  403.00000 -2915.3232   823%  45.1 2755s
 11030703 9637346 -2915.3232  120  143  403.00000 -2915.3232   823%  45.1 2760s
 11053615 9658055 -2915.3232  112  199  403.00000 -2915.3232   823%  45.1 2765s
