
Gurobi 11.0.0 (linux64) logging started Fri Aug 23 01:41:57 2024

Set parameter LogFile to value "gurobi_log/nei_penalty/gurobi_log/random16.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 256 columns and 0 nonzeros
Model fingerprint: 0x728dffb8
Model has 7936 quadratic objective terms
Variable types: 0 continuous, 256 integer (256 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [4e+02, 4e+02]
  QObjective range [6e+00, 4e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 3296.0000000
Found heuristic solution: objective 721.0000000
Found heuristic solution: objective 532.0000000
Found heuristic solution: objective 434.0000000
Found heuristic solution: objective 414.0000000
Presolve time: 0.09s
Presolved: 0 rows, 256 columns, 0 nonzeros
Presolved model has 7936 quadratic objective terms
Variable types: 0 continuous, 256 integer (256 binary)

Root relaxation: objective -3.374220e+03, 255 iterations, 0.03 seconds (0.03 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 3008191 2628735 -2965.5573   70  224  304.00000 -2965.5573  1076%  43.2 1271s
 3024483 2643164 -2965.5573  162  119  304.00000 -2965.5573  1076%  43.2 1275s
 3042266 2656422 -2965.5573  102  241  304.00000 -2965.5573  1076%  43.1 1280s
 3052960 2669146 -2965.5573   96  225  304.00000 -2965.5573  1076%  43.2 1285s
 3071899 2684066 -2965.5573   65  229  304.00000 -2965.5573  1076%  43.2 1290s
 3089711 2697481 -2965.5573   74  173  304.00000 -2965.5573  1076%  43.1 1295s
 3102546 2710568 -2965.5573   95  192  304.00000 -2965.5573  1076%  43.2 1300s
 3119581 2726905 -2965.5573  125  163  304.00000 -2965.5573  1076%  43.2 1305s
 3139383 2742986 -2965.5573   62  238  304.00000 -2965.5573  1076%  43.1 1310s
 3153897 2753458 -2965.5573   81  197  304.00000 -2965.5573  1076%  43.1 1315s
 3168980 2767508 -2965.5573  128  214  304.00000 -2965.5573  1076%  43.1 1320s
 3182256 2779154 -2965.5573   62  256  304.00000 -2965.5573  1076%  43.2 1325s
 3193329 2787295 -2965.5573   71  149  304.00000 -2965.5573  1076%  43.2 1330s
 3207665 2801435 -2965.5573   78  245  304.00000 -2965.5573  1076%  43.2 1335s
 3225543 2816993 -2965.5573   60  262  304.00000 -2965.5573  1076%  43.1 1341s
 3236633 2825767 -2965.5573   75  240  304.00000 -2965.5573  1076%  43.1 1345s
 3250835 2836854 -2965.5573   98  186  304.00000 -2965.5573  1076%  43.1 1350s
 3261847 2848867 -2965.5573  129  168  304.00000 -2965.5573  1076%  43.2 1356s
 3278081 2860611 -2965.5573   55  236  304.00000 -2965.5573  1076%  43.1 1361s
 3285415 2867319 -2965.5573   84  173  304.00000 -2965.5573  1076%  43.1 1365s
 3298605 2881004 -2965.5573   87  201  304.00000 -2965.5573  1076%  43.2 1370s
 3315441 2893824 -2965.5573   80  244  304.00000 -2965.5573  1076%  43.1 1375s
 3329156 2904073 -2965.5573   77  265  304.00000 -2965.5573  1076%  43.1 1380s
 3338312 2915647 -2965.5573  125  172  304.00000 -2965.5573  1076%  43.2 1385s
 3354145 2931447 -2965.5573   93  215  304.00000 -2965.5573  1076%  43.1 1391s
 3360419 2931913 -2965.5573   54  187  304.00000 -2965.5573  1076%  43.1 1398s
 3364564 2938110 -2965.5573   46  238  304.00000 -2965.5573  1076%  43.1 1401s
 3379508 2951658 -2965.5573   66  269  304.00000 -2965.5573  1076%  43.1 1406s
 3391706 2960593 -2965.5573   74  232  304.00000 -2965.5573  1076%  43.1 1410s
 3401429 2969366 -2965.5573   78  207  304.00000 -2965.5573  1076%  43.1 1415s
 3408857 2978281 -2965.5573   76  248  304.00000 -2965.5573  1076%  43.2 1421s
 3425668 2991218 -2965.5573   66  203  304.00000 -2965.5573  1076%  43.2 1425s
 3443603 3008975 -2965.5573   72  213  304.00000 -2965.5573  1076%  43.1 1431s
 3458697 3019864 -2965.5573   62  278  304.00000 -2965.5573  1076%  43.1 1435s
 3473969 3034583 -2965.5573   64  223  304.00000 -2965.5573  1076%  43.0 1440s
 3487392 3046108     cutoff  177       304.00000 -2965.5573  1076%  43.0 1446s
 3499633 3057068 -2965.5573   71  235  304.00000 -2965.5573  1076%  43.0 1450s
 3516732 3071703 -2965.5573   70  235  304.00000 -2965.5573  1076%  43.0 1455s
 3534279 3088405 -2965.5573   91  216  304.00000 -2965.5573  1076%  42.9 1461s
 3546641 3098268 -2965.5573   85  251  304.00000 -2965.5573  1076%  42.9 1465s
 3562835 3112175 -2965.5573   62  268  304.00000 -2965.5573  1076%  42.8 1470s
 3577295 3124869 -2965.5573   54  276  304.00000 -2965.5573  1076%  42.8 1476s
 3592702 3137394 -2965.5573   72  158  304.00000 -2965.5573  1076%  42.8 1480s
 3604668 3147566 -2678.9001  174   86  304.00000 -2965.5573  1076%  42.8 1485s
 3620136 3160616 -2965.5573   84  242  304.00000 -2965.5573  1076%  42.7 1490s
 3634964 3173935 -2965.5573   69  225  304.00000 -2965.5573  1076%  42.7 1496s
 3649509 3187197 -2965.5573  107  204  304.00000 -2965.5573  1076%  42.7 1501s
 3664530 3198016 -2965.5573  130  120  304.00000 -2965.5573  1076%  42.7 1505s
 3681212 3212555 -2965.5573   71  246  304.00000 -2965.5573  1076%  42.6 1510s
 3693759 3224349 -2965.5573  122  168  304.00000 -2965.5573  1076%  42.6 1515s
 3712630 3239991 -2965.5573   83  209  304.00000 -2965.5573  1076%  42.6 1520s
 3726191 3252973 -2965.5573  125  102  304.00000 -2965.5573  1076%  42.5 1525s
 3746460 3271273 -2965.5573   71  217  304.00000 -2965.5573  1076%  42.5 1531s
 3762721 3284374   79.55653  203   30  304.00000 -2965.5573  1076%  42.4 1535s
 3775742 3296346 -2965.5573  120  136  304.00000 -2965.5573  1076%  42.5 1540s
 3791089 3309266 -2965.5573   92  222  304.00000 -2965.5573  1076%  42.4 1545s
 3806898 3323670 -2965.5573   81  230  304.00000 -2965.5573  1076%  42.4 1550s
 3820697 3335508 -2965.5573   86  228  304.00000 -2965.5573  1076%  42.4 1555s
 3836474 3349888 -2965.5573   75  232  304.00000 -2965.5573  1076%  42.4 1560s
 3855924 3365748     cutoff  221       304.00000 -2965.5573  1076%  42.3 1566s
 3870147 3379093 -2965.5573   59  230  304.00000 -2965.5573  1076%  42.3 1570s
 3887640 3392797 -2965.5573   62  236  304.00000 -2965.5573  1076%  42.3 1575s
 3903176 3405799 -2767.5336   98   85  304.00000 -2965.5573  1076%  42.2 1580s
 3915818 3417584 -2965.5573   87  224  304.00000 -2965.5573  1076%  42.2 1585s
 3926145 3432467 -2965.5573  119  141  304.00000 -2965.5573  1076%  42.2 1595s
 3948422 3446831 -2965.5573  124  136  304.00000 -2965.5573  1076%  42.2 1600s
 3964764 3459850 -2965.5573   71  245  304.00000 -2965.5573  1076%  42.2 1605s
 3979521 3473265 -2965.5573  102  154  304.00000 -2965.5573  1076%  42.1 1611s
 3991252 3483232 -2965.5573   83  199  304.00000 -2965.5573  1076%  42.1 1615s
 4010218 3500889 -2965.5573  100  229  304.00000 -2965.5573  1076%  42.1 1621s
 4014519 3500981 -2965.5573   95  225  304.00000 -2965.5573  1076%  42.1 1634s
 4014652 3503145 -2965.5573   96  224  304.00000 -2965.5573  1076%  42.1 1636s
 4024840 3512634 -2965.5573  107  206  304.00000 -2965.5573  1076%  42.1 1640s
 4044113 3529804 -2965.5573   93  169  304.00000 -2965.5573  1076%  42.0 1645s
 4059667 3544794 -2965.5573   80  247  304.00000 -2965.5573  1076%  42.0 1650s
 4072967 3555726 -2965.5573   73  213  304.00000 -2965.5573  1076%  41.9 1655s
 4092414 3571461 -2965.5573   68  238  304.00000 -2965.5573  1076%  41.9 1660s
 4108809 3583749 -2965.5573  108  238  304.00000 -2965.5573  1076%  41.9 1668s
 4109402 3609517 -2965.5573  109  205  304.00000 -2965.5573  1076%  41.9 1698s
 4141927 3616227 -2965.5573  100  211  304.00000 -2965.5573  1076%  41.9 1701s
 4154851 3626513 -2965.5573  101  229  304.00000 -2965.5573  1076%  41.9 1705s
 4181868 3648876 -2965.5573   73  259  304.00000 -2965.5573  1076%  41.8 1710s
 4205223 3670878 -2965.5573  148  144  304.00000 -2965.5573  1076%  41.8 1715s
 4223812 3685862 -2965.5573   98  206  304.00000 -2965.5573  1076%  41.7 1720s
 4238373 3697486 -2965.5573   85  212  304.00000 -2965.5573  1076%  41.7 1726s
 4250019 3710712 -2965.5573   88  206  304.00000 -2965.5573  1076%  41.8 1731s
 4267423 3724396 -2965.5573   66  244  304.00000 -2965.5573  1076%  41.8 1736s
 4281409 3737448 -2965.5573   94  226  304.00000 -2965.5573  1076%  41.7 1740s
 4294274 3748651 -2965.5573  105  172  304.00000 -2965.5573  1076%  41.7 1745s
 4308129 3761484 -1151.1909  197   48  304.00000 -2965.5573  1076%  41.8 1750s
 4324102 3774126 -2965.5573   76  190  304.00000 -2965.5573  1076%  41.8 1755s
 4339473 3786273 -2965.5573   78  177  304.00000 -2965.5573  1076%  41.7 1760s
 4352597 3799124 -2965.5573   86  229  304.00000 -2965.5573  1076%  41.7 1765s
 4371869 3816322 -2965.5573   82  253  304.00000 -2965.5573  1076%  41.7 1770s
 4386160 3828809 -2965.5573   88  241  304.00000 -2965.5573  1076%  41.7 1775s
 4408854 3845080 -2965.5573   72  220  304.00000 -2965.5573  1076%  41.6 1780s
 4421736 3859107 -2965.5573  116  165  304.00000 -2965.5573  1076%  41.7 1786s
 4434709 3870991 -2965.5573   75  248  304.00000 -2965.5573  1076%  41.6 1790s
 4454040 3887849 -2081.8172  109   79  304.00000 -2965.5573  1076%  41.6 1795s
 4472168 3902438 -2965.5573  134  103  304.00000 -2965.5573  1076%  41.6 1800s
 4479901 3917523 -2965.5573   89  196  304.00000 -2965.5573  1076%  41.6 1806s
 4500214 3927125 -2483.9419  129   76  304.00000 -2965.5573  1076%  41.6 1810s
 4515586 3942233     cutoff  224       304.00000 -2965.5573  1076%  41.6 1816s
 4528163 3951800 -2965.5573   97  154  304.00000 -2965.5573  1076%  41.6 1820s
 4540389 3963917 -2965.5573   70  265  304.00000 -2965.5573  1076%  41.6 1825s
 4554959 3974928 -2965.5573   96  208  304.00000 -2965.5573  1076%  41.6 1830s
 4572121 3990258 -2965.5573   75  244  304.00000 -2965.5573  1076%  41.5 1836s
 4584112 4000762 -2965.5573   62  234  304.00000 -2965.5573  1076%  41.5 1840s
 4595732 4009950 -2965.5573   56  251  304.00000 -2965.5573  1076%  41.5 1845s
 4610392 4021415 -2965.5573   76  239  304.00000 -2965.5573  1076%  41.5 1850s
 4629465 4038696 -2965.5573   82  221  304.00000 -2965.5573  1076%  41.5 1856s
 4645451 4052110 -2965.5573   81  234  304.00000 -2965.5573  1076%  41.5 1860s
 4657214 4060190 -2965.5573   88  186  304.00000 -2965.5573  1076%  41.5 1865s
 4669030 4073159 -2965.5573  134  102  304.00000 -2965.5573  1076%  41.5 1870s
 4684504 4085522 -2965.5573   75  249  304.00000 -2965.5573  1076%  41.5 1875s
 4695582 4098576 -2965.5573  107  173  304.00000 -2965.5573  1076%  41.5 1880s
 4711392 4109351  275.32615  201   21  304.00000 -2965.5573  1076%  41.5 1885s
 4727582 4124776 -2965.5573   78  246  304.00000 -2965.5573  1076%  41.5 1890s
 4744000 4136457 -2965.5573   73  201  304.00000 -2965.5573  1076%  41.5 1896s
 4756441 4149560 -2965.5573   93  226  304.00000 -2965.5573  1076%  41.5 1901s
 4767080 4157336 -1897.4485   79   79  304.00000 -2965.5573  1076%  41.5 1905s
 4782876 4172703 -2965.5573   78  225  304.00000 -2965.5573  1076%  41.5 1910s
 4798562 4183426 -2965.5573   74  219  304.00000 -2965.5573  1076%  41.5 1915s
 4813098 4197598 -2202.7408  131   74  304.00000 -2965.5573  1076%  41.5 1920s
 4829994 4209229 -2965.5573   68  226  304.00000 -2965.5573  1076%  41.4 1927s
 4837921 4219854 -2965.5573   70  209  304.00000 -2965.5573  1076%  41.4 1930s
 4859650 4238554 -2965.5573   56  258  304.00000 -2965.5573  1076%  41.4 1935s
 4885262 4259136  278.72502  175   32  304.00000 -2965.5573  1076%  41.4 1940s
 4905843 4279778 -2965.5573   82  244  304.00000 -2965.5573  1076%  41.3 1945s
 4922613 4292135     cutoff  127       304.00000 -2965.5573  1076%  41.3 1950s
 4925349 4292652 -2965.5573   70  207  304.00000 -2965.5573  1076%  41.3 1957s
 4930382 4299779 -2965.5573   60  244  304.00000 -2965.5573  1076%  41.3 1960s
 4945854 4312658 -2965.5573   89  132  304.00000 -2965.5573  1076%  41.3 1965s
 4959475 4326240 -2965.5573   85  215  304.00000 -2965.5573  1076%  41.3 1971s
 4976958 4338173 -2965.5573   60  235  304.00000 -2965.5573  1076%  41.2 1975s
 4985533 4348454 -2965.5573   77  196  304.00000 -2965.5573  1076%  41.3 1980s
 5002080 4361668 -2965.5573   75  224  304.00000 -2965.5573  1076%  41.3 1985s
 5017914 4376186 -2965.5573   70  236  304.00000 -2965.5573  1076%  41.3 1991s
 5032692 4390013 -2965.5573   96  224  304.00000 -2965.5573  1076%  41.3 1995s
 5052712 4406439 -447.50869  195   45  304.00000 -2965.5573  1076%  41.2 2000s
 5065709 4418547 -1414.1264  163   59  304.00000 -2965.5573  1076%  41.2 2005s
 5082769 4433156 -2965.5573   70  233  304.00000 -2965.5573  1076%  41.2 2010s
 5096904 4446671 -2965.5573  119  145  304.00000 -2965.5573  1076%  41.1 2015s
 5115482 4461325 -2965.5573   70  268  304.00000 -2965.5573  1076%  41.1 2020s
 5129921 4473371 -2965.5573   66  269  304.00000 -2965.5573  1076%  41.1 2025s
 5144733 4485941 -2965.5573   83  240  304.00000 -2965.5573  1076%  41.1 2030s
 5162114 4501373 -2965.5573   58  245  304.00000 -2965.5573  1076%  41.1 2035s
 5175410 4512348 -2965.5573  130  203  304.00000 -2965.5573  1076%  41.1 2040s
 5185817 4522455 -2965.5573  154  126  304.00000 -2965.5573  1076%  41.1 2045s
 5205827 4538752 -2965.5573  161  118  304.00000 -2965.5573  1076%  41.1 2050s
 5217775 4548985 -2965.5573   80  240  304.00000 -2965.5573  1076%  41.1 2055s
 5230017 4560951 -2965.5573   87  213  304.00000 -2965.5573  1076%  41.2 2061s
 5241040 4570672 -2965.5573  135  110  304.00000 -2965.5573  1076%  41.2 2065s
 5257839 4583951 -2965.5573   86  159  304.00000 -2965.5573  1076%  41.2 2070s
 5276425 4599963 -2965.5573   99   98  304.00000 -2965.5573  1076%  41.2 2076s
 5286011 4609506 -2965.5573   80  225  304.00000 -2965.5573  1076%  41.1 2080s
 5303277 4621659 -2965.5573   72  219  304.00000 -2965.5573  1076%  41.1 2085s
 5314837 4634750 -2965.5573   56  227  304.00000 -2965.5573  1076%  41.2 2090s
 5330181 4646168 -1149.7241   71   88  304.00000 -2965.5573  1076%  41.2 2095s
 5341134 4658076 -2965.5573   90  154  304.00000 -2965.5573  1076%  41.1 2100s
 5357828 4669972 -2965.5573  103  167  304.00000 -2965.5573  1076%  41.1 2105s
 5374731 4685469 -2965.5573  101  235  304.00000 -2965.5573  1076%  41.1 2110s
 5390729 4698968 -2965.5573  132  157  304.00000 -2965.5573  1076%  41.1 2115s
 5397139 4701361 -2965.5573   91  231  304.00000 -2965.5573  1076%  41.1 2130s
 5408451 4714605 -2965.5573   71  221  304.00000 -2965.5573  1076%  41.1 2135s
 5424517 4729628 -2965.5573   75  234  304.00000 -2965.5573  1076%  41.1 2140s
 5440579 4740799 -2965.5573   92  160  304.00000 -2965.5573  1076%  41.1 2145s
 5448085 4751520 -920.82759  193   51  304.00000 -2965.5573  1076%  41.1 2150s
 5466692 4766494 -713.10311  159   45  304.00000 -2965.5573  1076%  41.1 2155s
 5485137 4781442 -2965.5573   63  231  304.00000 -2965.5573  1076%  41.1 2160s
 5498567 4793377 -2965.5573   62  179  304.00000 -2965.5573  1076%  41.1 2166s
 5513874 4806850 -2965.5573   86  234  304.00000 -2965.5573  1076%  41.0 2170s
 5525874 4818122 -2965.5573   93  161  304.00000 -2965.5573  1076%  41.0 2175s
 5545028 4833239 -2176.0214  184   81  304.00000 -2965.5573  1076%  41.0 2180s
 5560966 4848750 -2965.5573   89  241  304.00000 -2965.5573  1076%  40.9 2186s
 5576381 4860466 -2965.5573   69  214  304.00000 -2965.5573  1076%  40.9 2190s
 5582894 4864878 -2965.5573   91  223  304.00000 -2965.5573  1076%  40.9 2195s
 5595759 4877289 -2965.5573  116  156  304.00000 -2965.5573  1076%  40.9 2200s
 5611241 4890299 -2965.5573   75  172  304.00000 -2965.5573  1076%  40.9 2205s
 5627030 4904630 -2965.5573  108  147  304.00000 -2965.5573  1076%  40.9 2210s
 5639912 4914341 -909.35302   99   70  304.00000 -2965.5573  1076%  40.9 2215s
 5649062 4924752 -2965.5573   69  263  304.00000 -2965.5573  1076%  40.9 2220s
 5666350 4937253 -2965.5573   94  212  304.00000 -2965.5573  1076%  40.9 2225s
 5683159 4952666 -2965.5573  121  193  304.00000 -2965.5573  1076%  40.8 2230s
 5698661 4965105     cutoff  146       304.00000 -2965.5573  1076%  40.8 2235s
 5710683 4981175 -2965.5573  122  145  304.00000 -2965.5573  1076%  40.8 2244s
 5720532 4985323 -2965.5573   77  235  304.00000 -2965.5573  1076%  40.9 2245s
 5736602 4998479 -2965.5573   89  121  304.00000 -2965.5573  1076%  40.8 2250s
 5755981 5015373 -2965.5573   86  217  304.00000 -2965.5573  1076%  40.8 2255s
 5774960 5030381 -2965.5573   95  220  304.00000 -2965.5573  1076%  40.8 2260s
 5785836 5042606 -2965.5573   60  246  304.00000 -2965.5573  1076%  40.9 2265s
 5803314 5057594 -2965.5573   85  204  304.00000 -2965.5573  1076%  40.8 2270s
 5824962 5074521 -2965.5573  122  104  304.00000 -2965.5573  1076%  40.8 2275s
 5839095 5087865 -2965.5573   69  261  304.00000 -2965.5573  1076%  40.8 2280s
 5850344 5095725 -2965.5573   62  258  304.00000 -2965.5573  1076%  40.8 2285s
 5868946 5112181 -2965.5573   84  230  304.00000 -2965.5573  1076%  40.8 2291s
 5884440 5124449 -2965.5573   89  157  304.00000 -2965.5573  1076%  40.8 2295s
 5894054 5134271 -2965.5573   99  112  304.00000 -2965.5573  1076%  40.8 2300s
 5908632 5146095 -2965.5573   61  235  304.00000 -2965.5573  1076%  40.8 2305s
 5922614 5158747 -2965.5573   94  180  304.00000 -2965.5573  1076%  40.8 2310s
 5938684 5172908 -2965.5573  135  139  304.00000 -2965.5573  1076%  40.8 2315s
 5957696 5187869 -2965.5573  105  173  304.00000 -2965.5573  1076%  40.7 2320s
 5970395 5198750 -2965.5573   89  111  304.00000 -2965.5573  1076%  40.8 2325s
 5985628 5210269 -2965.5573  121  137  304.00000 -2965.5573  1076%  40.8 2330s
 5999163 5223838 -2965.5573   90  211  304.00000 -2965.5573  1076%  40.8 2335s
 6014256 5237194 -2965.5573   73  195  304.00000 -2965.5573  1076%  40.8 2340s
 6031733 5252003 -2965.5573  102  168  304.00000 -2965.5573  1076%  40.8 2346s
 6047357 5265273 -2965.5573   92  229  304.00000 -2965.5573  1076%  40.7 2350s
 6061593 5278270 -2965.5573  102  192  304.00000 -2965.5573  1076%  40.7 2355s
 6080435 5292124 -2965.5573   88  228  304.00000 -2965.5573  1076%  40.7 2360s
 6090848 5303958 -2965.5573   97  168  304.00000 -2965.5573  1076%  40.7 2365s
 6103296 5315389 -2965.5573   74  179  304.00000 -2965.5573  1076%  40.8 2370s
 6117520 5328534 -2965.5573   86  262  304.00000 -2965.5573  1076%  40.8 2376s
 6133709 5341651 -2965.5573  164  106  304.00000 -2965.5573  1076%  40.7 2380s
 6151781 5356966 -2965.5573   68  209  304.00000 -2965.5573  1076%  40.7 2385s
 6169958 5372661 -2965.5573   78  161  304.00000 -2965.5573  1076%  40.7 2390s
 6188777 5388205 -2965.5573   72  187  304.00000 -2965.5573  1076%  40.7 2395s
 6199349 5397175 -2965.5573   74  219  304.00000 -2965.5573  1076%  40.7 2401s
 6209972 5408756 -2965.5573   92  174  304.00000 -2965.5573  1076%  40.7 2405s
 6228457 5425324 -2965.5573   61  220  304.00000 -2965.5573  1076%  40.7 2410s
 6246863 5440379 -2965.5573   49  240  304.00000 -2965.5573  1076%  40.7 2415s
 6259862 5450756 -2965.5573   63  237  304.00000 -2965.5573  1076%  40.7 2420s
 6279152 5467435 -2965.5573   80  217  304.00000 -2965.5573  1076%  40.6 2425s
 6291509 5477909 -1999.8940  151   85  304.00000 -2965.5573  1076%  40.6 2430s
 6303575 5488365 -2965.5573   84  245  304.00000 -2965.5573  1076%  40.7 2435s
 6321363 5505817 -2965.5573   88  239  304.00000 -2965.5573  1076%  40.6 2440s
 6340435 5522865 -2873.6732  119   98  304.00000 -2965.5573  1076%  40.6 2445s
 6370171 5547699 -2965.5573   84  226  304.00000 -2965.5573  1076%  40.6 2450s
 6393967 5569401 -2965.5573   96  227  304.00000 -2965.5573  1076%  40.6 2455s
 6412069 5583948 -2965.5573   89  139  304.00000 -2965.5573  1076%  40.5 2460s
 6434998 5603307 -2965.5573  128  153  304.00000 -2965.5573  1076%  40.5 2465s
 6452253 5620703 -2965.5573   74  238  304.00000 -2965.5573  1076%  40.5 2470s
 6469560 5632202 -2965.5573   82  137  304.00000 -2965.5573  1076%  40.5 2475s
 6475009 5635517 -2965.5573   73  216  304.00000 -2965.5573  1076%  40.5 2480s
 6487958 5650203 -2965.5573  126  175  304.00000 -2965.5573  1076%  40.5 2485s
 6501987 5660302 -2965.5573   86  111  304.00000 -2965.5573  1076%  40.5 2491s
 6513506 5671965 -2965.5573   81  251  304.00000 -2965.5573  1076%  40.4 2495s
 6530064 5685471 -2965.5573  168  118  304.00000 -2965.5573  1076%  40.5 2501s
 6545242 5698675 -2965.5573   89  201  304.00000 -2965.5573  1076%  40.4 2505s
 6559896 5711234 -2965.5573  111  173  304.00000 -2965.5573  1076%  40.4 2510s
 6578531 5727347 -2965.5573  100  203  304.00000 -2965.5573  1076%  40.4 2515s
 6596212 5741806 -2965.5573   79  237  304.00000 -2965.5573  1076%  40.4 2520s
 6607155 5750715 -2258.3048   91   76  304.00000 -2965.5573  1076%  40.4 2525s
 6616244 5761736 -2965.5573   86  222  304.00000 -2965.5573  1076%  40.4 2530s
 6633511 5774808 -2965.5573   78  229  304.00000 -2965.5573  1076%  40.4 2535s
 6649636 5787889 -1223.8704  169   53  304.00000 -2965.5573  1076%  40.4 2540s
 6667901 5801797 -1480.2965   83   90  304.00000 -2965.5573  1076%  40.4 2545s
 6682019 5814270 -2965.5573   82  142  304.00000 -2965.5573  1076%  40.4 2550s
 6695178 5827243 -2965.5573  120  173  304.00000 -2965.5573  1076%  40.4 2555s
 6710238 5840365 -2965.5573   65  224  304.00000 -2965.5573  1076%  40.4 2560s
 6714689 5840568 -2965.5573   73  239  304.00000 -2965.5573  1076%  40.4 2573s
 6714947 5844696 -2965.5573   74  229  304.00000 -2965.5573  1076%  40.4 2575s
 6731466 5858674 -2965.5573   73  259  304.00000 -2965.5573  1076%  40.4 2580s
 6746242 5870729 -2965.5573  102  141  304.00000 -2965.5573  1076%  40.4 2585s
 6762167 5885225 -2965.5573   95  237  304.00000 -2965.5573  1076%  40.4 2590s
 6781758 5902328 -380.17705  179   39  304.00000 -2965.5573  1076%  40.4 2595s
 6799171 5917766 -2965.5573   54  223  304.00000 -2965.5573  1076%  40.3 2600s
 6811743 5929140 -2965.5573  133  165  304.00000 -2965.5573  1076%  40.4 2605s
 6826034 5939700 -2965.5573   81  197  304.00000 -2965.5573  1076%  40.4 2610s
 6843848 5956283 -2965.5573  103  203  304.00000 -2965.5573  1076%  40.4 2615s
 6862549 5970649 -2965.5573   82  235  304.00000 -2965.5573  1076%  40.3 2620s
 6872430 5981213 -2965.5573  115  163  304.00000 -2965.5573  1076%  40.3 2625s
 6893357 5998108 -2965.5573   73  230  304.00000 -2965.5573  1076%  40.3 2630s
 6911060 6012721 -2965.5573   86  237  304.00000 -2965.5573  1076%  40.3 2636s
 6927442 6027210 -2965.5573   74  260  304.00000 -2965.5573  1076%  40.3 2640s
 6946190 6043194 -2965.5573   55  223  304.00000 -2965.5573  1076%  40.3 2645s
 6966448 6062267 -2965.5573   78  245  304.00000 -2965.5573  1076%  40.2 2650s
 6981757 6073107 -2965.5573   57  242  304.00000 -2965.5573  1076%  40.2 2655s
 6991083 6083737 -2965.5573  106  177  304.00000 -2965.5573  1076%  40.3 2660s
 7008581 6096649 -2965.5573   79  213  304.00000 -2965.5573  1076%  40.3 2665s
 7024658 6111469 -2965.5573  114  163  304.00000 -2965.5573  1076%  40.2 2670s
 7043308 6125802 -2965.5573   64  171  304.00000 -2965.5573  1076%  40.2 2675s
 7058110 6137534 -2965.5573   91  208  304.00000 -2965.5573  1076%  40.2 2680s
 7072151 6152163 -2965.5573   72  235  304.00000 -2965.5573  1076%  40.3 2685s
 7090477 6168730 -2965.5573   99  211  304.00000 -2965.5573  1076%  40.2 2690s
 7105271 6181074 -2100.8621   89   79  304.00000 -2965.5573  1076%  40.2 2695s
 7120447 6195722 -2965.5573   77  209  304.00000 -2965.5573  1076%  40.2 2701s
 7136115 6207273 -2965.5573   63  227  304.00000 -2965.5573  1076%  40.2 2705s
 7149226 6219104 -2965.5573  103  209  304.00000 -2965.5573  1076%  40.2 2710s
 7167583 6235437 -2965.5573   76  228  304.00000 -2965.5573  1076%  40.2 2715s
 7187668 6250370 -2965.5573   77  215  304.00000 -2965.5573  1076%  40.1 2720s
 7195111 6259571 -2965.5573   68  195  304.00000 -2965.5573  1076%  40.2 2725s
 7209808 6273142 -2965.5573  104  172  304.00000 -2965.5573  1076%  40.2 2730s
 7225703 6285704 -2965.5573   80  224  304.00000 -2965.5573  1076%  40.2 2735s
 7244932 6301913 -2965.5573   75  218  304.00000 -2965.5573  1076%  40.1 2740s
 7264146 6317184 -2965.5573   65  199  304.00000 -2965.5573  1076%  40.1 2745s
 7279329 6331999 -2965.5573   79  235  304.00000 -2965.5573  1076%  40.1 2750s
 7290291 6339855 -2965.5573  103  179  304.00000 -2965.5573  1076%  40.1 2755s
 7304754 6354571 -2965.5573   91  147  304.00000 -2965.5573  1076%  40.1 2760s
 7320550 6367040 -2965.5573   68  230  304.00000 -2965.5573  1076%  40.1 2765s
 7339491 6384750 -2965.5573   90  230  304.00000 -2965.5573  1076%  40.1 2770s
 7353530 6397446 -2965.5573   70  230  304.00000 -2965.5573  1076%  40.1 2775s
 7367020 6410135 -2965.5573  104  194  304.00000 -2965.5573  1076%  40.1 2780s
 7383631 6422438 -2965.5573  116  166  304.00000 -2965.5573  1076%  40.0 2785s
 7397379 6436091 -2965.5573  139  136  304.00000 -2965.5573  1076%  40.0 2790s
 7414275 6448892 -2965.5573   99  185  304.00000 -2965.5573  1076%  40.0 2795s
 7428091 6461465 -2965.5573  108  170  304.00000 -2965.5573  1076%  40.0 2800s
 7439833 6469879 -2965.5573   74  233  304.00000 -2965.5573  1076%  40.0 2805s
 7457405 6486753 -2965.5573   78  251  304.00000 -2965.5573  1076%  40.0 2811s
 7469112 6495009 -2965.5573   72  218  304.00000 -2965.5573  1076%  40.0 2815s
 7482068 6506918 -2965.5573   92  175  304.00000 -2965.5573  1076%  40.0 2821s
 7495492 6518529 -2965.5573  114  136  304.00000 -2965.5573  1076%  40.0 2825s
