
Gurobi 11.0.0 (linux64) logging started Thu Aug 22 23:40:18 2024

Set parameter LogFile to value "gurobi_log/nei_penalty/gurobi_log/random15.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 225 columns and 0 nonzeros
Model fingerprint: 0xc509cc8e
Model has 6525 quadratic objective terms
Variable types: 0 continuous, 225 integer (225 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [4e+02, 4e+02]
  QObjective range [1e+01, 4e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 2940.0000000
Found heuristic solution: objective 712.0000000
Found heuristic solution: objective 498.0000000
Found heuristic solution: objective 445.0000000
Found heuristic solution: objective 444.0000000
Found heuristic solution: objective 409.0000000
Presolve time: 0.05s
Presolved: 0 rows, 225 columns, 0 nonzeros
Presolved model has 6525 quadratic objective terms
Variable types: 0 continuous, 225 integer (225 binary)
Found heuristic solution: objective 386.0000000

Root relaxation: objective -4.331011e+03, 234 iterations, 0.01 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 3531622 2943565 -3164.1975  106  122  320.00000 -3933.8094  1329%  35.6  960s
 3551573 2960493 -3933.8094  102  151  320.00000 -3933.8094  1329%  35.6  965s
 3574382 2978259  168.81546  150   28  320.00000 -3933.8094  1329%  35.6  970s
 3594575 2994858 -3680.4850  100  147  320.00000 -3933.8094  1329%  35.6  975s
 3612148 3009299 -3648.7921   62  151  320.00000 -3933.8094  1329%  35.6  980s
 3631055 3023581 -2995.1481  119  137  320.00000 -3933.8094  1329%  35.5  985s
 3651751 3041925 -3933.8094   81  175  320.00000 -3933.8094  1329%  35.5  990s
 3670007 3055827 -3933.8094   92  171  320.00000 -3933.8094  1329%  35.5  995s
 3690694 3074416 -3933.8094   68  174  320.00000 -3933.8094  1329%  35.4 1000s
 3714110 3093589 -3933.8094   88  169  320.00000 -3933.8094  1329%  35.4 1005s
 3736507 3111137 -3539.8932  100  143  320.00000 -3933.8094  1329%  35.3 1010s
 3754696 3126666 -3933.8094   92  173  320.00000 -3933.8094  1329%  35.3 1015s
 3770649 3137384 -3873.3109  115  151  320.00000 -3933.8094  1329%  35.3 1020s
 3781017 3147970     cutoff  109       320.00000 -3933.8094  1329%  35.3 1025s
 3795989 3160063 -2187.7573  117  112  320.00000 -3933.8094  1329%  35.3 1030s
 3811235 3171170     cutoff  166       320.00000 -3933.8094  1329%  35.3 1035s
 3825174 3185033 -3933.8094   78  165  320.00000 -3933.8094  1329%  35.3 1040s
 3840850 3199182 -3933.8094   90  159  320.00000 -3933.8094  1329%  35.4 1046s
 3853626 3208049 -3933.8094  104  148  320.00000 -3933.8094  1329%  35.3 1050s
 3872547 3221959   49.51501  140   36  320.00000 -3933.8094  1329%  35.3 1055s
 3887445 3234932 -3742.4593   74  141  320.00000 -3933.8094  1329%  35.3 1060s
 3904775 3249575 -3933.8094   91  165  320.00000 -3933.8094  1329%  35.3 1065s
 3924841 3265390 -3933.8094   76  165  320.00000 -3933.8094  1329%  35.2 1071s
 3939118 3275674 -3656.7863  105  132  320.00000 -3933.8094  1329%  35.2 1075s
 3956010 3289309 -3333.0868  115  134  320.00000 -3933.8094  1329%  35.2 1080s
 3972366 3302076 -3903.3062   94  156  320.00000 -3933.8094  1329%  35.2 1085s
 3988553 3318587 -2688.2026  124  117  320.00000 -3933.8094  1329%  35.2 1090s
 4003692 3331575 -1139.2972  112   68  320.00000 -3933.8094  1329%  35.2 1095s
 4024005 3347146 -3681.8915   92  148  320.00000 -3933.8094  1329%  35.2 1100s
 4041422 3361387 -3933.8094   75  164  320.00000 -3933.8094  1329%  35.1 1105s
 4060338 3375746 -683.36914  150   51  320.00000 -3933.8094  1329%  35.1 1110s
 4074412 3384892 -2893.9129  115  119  320.00000 -3933.8094  1329%  35.1 1120s
 4091624 3402613 -2238.0407  103   90  320.00000 -3933.8094  1329%  35.1 1125s
 4110418 3417438 -3844.3964   95  164  320.00000 -3933.8094  1329%  35.1 1130s
 4126143 3432735 -1439.7098  158   64  320.00000 -3933.8094  1329%  35.2 1135s
