
Gurobi 11.0.0 (linux64) logging started Fri Aug 23 03:42:54 2024

Set parameter LogFile to value "gurobi_log/nei_penalty/gurobi_log/random17.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 289 columns and 0 nonzeros
Model fingerprint: 0xa212863b
Model has 9537 quadratic objective terms
Variable types: 0 continuous, 289 integer (289 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [4e+02, 4e+02]
  QObjective range [6e+00, 4e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 3672.0000000
Found heuristic solution: objective 840.0000000
Found heuristic solution: objective 545.0000000
Presolve time: 0.14s
Presolved: 0 rows, 289 columns, 0 nonzeros
Presolved model has 9537 quadratic objective terms
Variable types: 0 continuous, 289 integer (289 binary)

Root relaxation: objective -3.172816e+03, 290 iterations, 0.05 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 4260313 3783058 -2919.7918  101  212  402.00000 -2919.7918   826%  39.9 1380s
 4279736 3799133 -2919.7918   62  309  402.00000 -2919.7918   826%  39.9 1385s
 4301443 3819073 -2919.7918   66  260  402.00000 -2919.7918   826%  39.9 1390s
 4315555 3829469 -2919.7918   75  253  402.00000 -2919.7918   826%  39.9 1395s
 4330658 3844653 -2919.7918   68  262  402.00000 -2919.7918   826%  40.0 1400s
 4350130 3860117 -2919.7918  120  212  402.00000 -2919.7918   826%  39.9 1405s
 4368945 3878379 -2919.7918  156  155  402.00000 -2919.7918   826%  39.9 1410s
 4387804 3896587 -2919.7918  121  214  402.00000 -2919.7918   826%  39.9 1415s
 4406891 3909679 -655.22001  219   40  402.00000 -2919.7918   826%  39.8 1420s
 4419843 3924882 -2919.7918   83  287  402.00000 -2919.7918   826%  39.9 1425s
 4439256 3941153 -2919.7918   76  285  402.00000 -2919.7918   826%  39.9 1430s
 4456011 3954968 -2919.7918   93  259  402.00000 -2919.7918   826%  39.9 1435s
 4474031 3973600 -2919.7918  102  233  402.00000 -2919.7918   826%  39.9 1440s
 4496587 3993184 -2919.7918   62  265  402.00000 -2919.7918   826%  39.9 1445s
 4515724 4009076 -2919.7918   89  244  402.00000 -2919.7918   826%  39.8 1450s
 4534327 4026204 -2919.7918   71  270  402.00000 -2919.7918   826%  39.8 1455s
 4557434 4045688 -2919.7918   99  261  402.00000 -2919.7918   826%  39.8 1460s
 4572799 4059494 -2919.7918  115  222  402.00000 -2919.7918   826%  39.8 1465s
 4592019 4076218 -2919.7918  130  171  402.00000 -2919.7918   826%  39.8 1470s
 4612649 4093931 -2919.7918   91  271  402.00000 -2919.7918   826%  39.7 1475s
 4633851 4114417 -2919.7918   80  270  402.00000 -2919.7918   826%  39.7 1481s
 4649208 4125939 -2919.7918   79  144  402.00000 -2919.7918   826%  39.7 1485s
 4672508 4147794 -2919.7918   82  283  402.00000 -2919.7918   826%  39.7 1490s
 4692097 4164681 -2678.0646  218   76  402.00000 -2919.7918   826%  39.6 1495s
 4713129 4182045 -2919.7918   94  227  402.00000 -2919.7918   826%  39.6 1500s
 4731535 4200111 -2919.7918   89  242  402.00000 -2919.7918   826%  39.6 1505s
 4745093 4210612 -2919.7918   89  274  402.00000 -2919.7918   826%  39.6 1510s
 4761169 4226225 -2919.7918  116  245  402.00000 -2919.7918   826%  39.7 1516s
 4780569 4243125 -2919.7918   79  264  402.00000 -2919.7918   826%  39.6 1520s
 4800015 4260277 -2919.7918   98  268  402.00000 -2919.7918   826%  39.6 1525s
 4822195 4278138 -2919.7918   63  152  402.00000 -2919.7918   826%  39.6 1530s
 4845607 4300609 -2270.0062  191   81  402.00000 -2919.7918   826%  39.5 1535s
 4867499 4319096 -2919.7918  169  148  402.00000 -2919.7918   826%  39.5 1540s
 4884261 4333139 -2919.7918   80  261  402.00000 -2919.7918   826%  39.5 1545s
 4899972 4348395 -2919.7918   87  261  402.00000 -2919.7918   826%  39.5 1550s
 4915511 4362018 -2919.7918  120  204  402.00000 -2919.7918   826%  39.6 1555s
 4935900 4380562 -2919.7918   97  269  402.00000 -2919.7918   826%  39.6 1560s
 4942355 4393104 -2919.7918  120  203  402.00000 -2919.7918   826%  39.6 1569s
 4952415 4396858 -2919.7918  110  259  402.00000 -2919.7918   826%  39.6 1570s
 4969095 4411132 -2919.7918   78  273  402.00000 -2919.7918   826%  39.7 1575s
 4986715 4427954 -2919.7918   68  279  402.00000 -2919.7918   826%  39.6 1580s
 5016416 4452052 -544.02072  222   44  402.00000 -2919.7918   826%  39.6 1585s
 5039231 4472796 -2919.7918   68  271  402.00000 -2919.7918   826%  39.6 1590s
 5058153 4489633 -2919.7918   77  287  402.00000 -2919.7918   826%  39.6 1595s
 5075453 4503957 -2919.7918  119  189  402.00000 -2919.7918   826%  39.6 1600s
 5092964 4520184 -2919.7918   69  207  402.00000 -2919.7918   826%  39.6 1605s
 5114659 4539933 -2919.7918   78  263  402.00000 -2919.7918   826%  39.5 1610s
 5129797 4554369 -2919.7918  105  233  402.00000 -2919.7918   826%  39.6 1615s
 5152565 4573351 -2919.7918   74  266  402.00000 -2919.7918   826%  39.5 1621s
 5169261 4587974 -2919.7918  151  147  402.00000 -2919.7918   826%  39.5 1625s
 5187964 4604019 -2919.7918   74  268  402.00000 -2919.7918   826%  39.5 1630s
 5203804 4619735 -2919.7918   86  236  402.00000 -2919.7918   826%  39.5 1635s
 5223428 4637523 -2919.7918  144  139  402.00000 -2919.7918   826%  39.5 1641s
 5241445 4652207 -2919.7918   70  180  402.00000 -2919.7918   826%  39.5 1645s
 5257144 4665165 -2919.7918  107  208  402.00000 -2919.7918   826%  39.5 1650s
 5271969 4679020 -2919.7918   80  228  402.00000 -2919.7918   826%  39.5 1655s
 5288176 4692184 -2919.7918  113  215  402.00000 -2919.7918   826%  39.5 1660s
 5303275 4706983 -2919.7918   82  263  402.00000 -2919.7918   826%  39.5 1665s
 5322723 4723472 -2030.8851  209   70  402.00000 -2919.7918   826%  39.5 1670s
 5334942 4735902 -2919.7918   88  285  402.00000 -2919.7918   826%  39.4 1675s
 5352468 4748277 -2919.7918   84  251  402.00000 -2919.7918   826%  39.5 1680s
 5367405 4762932 -2919.7918   93  205  402.00000 -2919.7918   826%  39.5 1685s
 5386054 4779042 -2919.7918   74  273  402.00000 -2919.7918   826%  39.5 1690s
 5408810 4799310 -2919.7918   78  301  402.00000 -2919.7918   826%  39.5 1695s
 5426737 4815948 -2919.7918  108  219  402.00000 -2919.7918   826%  39.4 1700s
 5450219 4836109 -2919.7918   87  255  402.00000 -2919.7918   826%  39.4 1705s
 5468760 4851067 -2919.7918  169  163  402.00000 -2919.7918   826%  39.4 1710s
 5486625 4869395 -2919.7918   90  231  402.00000 -2919.7918   826%  39.4 1715s
 5505202 4883607 -2919.7918   66  277  402.00000 -2919.7918   826%  39.4 1721s
 5518831 4896086 -2919.7918   86  175  402.00000 -2919.7918   826%  39.4 1725s
 5536058 4911742 -1972.2663  204   72  402.00000 -2919.7918   826%  39.4 1730s
 5552792 4927055 -2919.7918   94  131  402.00000 -2919.7918   826%  39.4 1736s
 5570511 4940849 -2919.7918   92  134  402.00000 -2919.7918   826%  39.4 1740s
 5585515 4953099 -2919.7918  109  244  402.00000 -2919.7918   826%  39.4 1745s
 5603895 4970492 -2919.7918   91  293  402.00000 -2919.7918   826%  39.4 1750s
 5626634 4990443 -2919.7918   79  220  402.00000 -2919.7918   826%  39.3 1755s
 5641644 5005262 -2919.7918   64  244  402.00000 -2919.7918   826%  39.4 1760s
 5654464 5014005 -2919.7918  106  281  402.00000 -2919.7918   826%  39.4 1765s
 5671967 5029766 -2919.7918   88  206  402.00000 -2919.7918   826%  39.4 1770s
 5690786 5043892 -2919.7918   66  273  402.00000 -2919.7918   826%  39.4 1776s
 5704324 5058231 -1171.4644  210   58  402.00000 -2919.7918   826%  39.4 1780s
 5717310 5072180 -2919.7918   78  283  402.00000 -2919.7918   826%  39.4 1785s
 5738734 5087521 -2919.7918  100  217  402.00000 -2919.7918   826%  39.4 1790s
 5750934 5101063 -2919.7918   68  244  402.00000 -2919.7918   826%  39.5 1795s
 5773094 5120742 -2919.7918   87  252  402.00000 -2919.7918   826%  39.4 1800s
 5789190 5134046 -2919.7918  144  120  402.00000 -2919.7918   826%  39.4 1805s
 5805894 5149417 -2919.7918   88  229  402.00000 -2919.7918   826%  39.4 1810s
 5819633 5162055 -2919.7918  113  257  402.00000 -2919.7918   826%  39.4 1815s
 5843441 5182960 -2919.7918   90  276  402.00000 -2919.7918   826%  39.4 1820s
 5864811 5200542 -2919.7918   93  257  402.00000 -2919.7918   826%  39.4 1825s
 5886661 5220223 -2919.7918  132  134  402.00000 -2919.7918   826%  39.3 1830s
 5907998 5239546 -2919.7918   76  257  402.00000 -2919.7918   826%  39.3 1835s
 5925171 5254747 -111.70920  155   44  402.00000 -2919.7918   826%  39.3 1840s
 5943988 5272107 -2919.7918   72  272  402.00000 -2919.7918   826%  39.3 1845s
 5963950 5289921 -2919.7918   70  294  402.00000 -2919.7918   826%  39.3 1850s
 5984982 5305687 -2919.7918   75  226  402.00000 -2919.7918   826%  39.3 1855s
 5985679 5326787 -2919.7918   88  202  402.00000 -2919.7918   826%  39.3 1875s
 6026249 5344410 -2919.7918  113  272  402.00000 -2919.7918   826%  39.2 1880s
 6043848 5359907 -222.45070  227   31  402.00000 -2919.7918   826%  39.2 1885s
 6067043 5381769 -2919.7918   65  270  402.00000 -2919.7918   826%  39.2 1890s
 6087678 5398353 -2919.7918  139  106  402.00000 -2919.7918   826%  39.2 1895s
 6103389 5412414 -2919.7918   87  228  402.00000 -2919.7918   826%  39.2 1900s
 6116664 5426142 -2919.7918  100  223  402.00000 -2919.7918   826%  39.2 1905s
 6136085 5444289 -2762.8851  191  106  402.00000 -2919.7918   826%  39.2 1911s
 6155330 5460960 -2919.7918   94  264  402.00000 -2919.7918   826%  39.2 1915s
 6173856 5478622 -2919.7918  109  206  402.00000 -2919.7918   826%  39.2 1921s
 6190895 5491947 -2919.7918  109  201  402.00000 -2919.7918   826%  39.2 1925s
 6207336 5506778 -2919.7918  124  185  402.00000 -2919.7918   826%  39.1 1930s
 6229798 5527799 -2919.7918   95  242  402.00000 -2919.7918   826%  39.1 1935s
 6249066 5543425 -2919.7918   79  257  402.00000 -2919.7918   826%  39.1 1940s
 6261839 5552583 -2919.7918   99  263  402.00000 -2919.7918   826%  39.1 1945s
 6279244 5571630 -2919.7918   88  281  402.00000 -2919.7918   826%  39.1 1950s
 6300487 5588849 -2919.7918   75  227  402.00000 -2919.7918   826%  39.1 1955s
 6317550 5603883 -2919.7918   83  228  402.00000 -2919.7918   826%  39.1 1960s
 6334943 5617042 -2919.7918   97  249  402.00000 -2919.7918   826%  39.0 1965s
 6354612 5638302 -2106.5994  194   73  402.00000 -2919.7918   826%  39.0 1971s
 6371863 5651894 -2919.7918   63  270  402.00000 -2919.7918   826%  39.0 1975s
 6375541 5655803 -2919.7918   58  242  402.00000 -2919.7918   826%  39.0 1980s
 6405264 5681010 -2919.7918   96  250  402.00000 -2919.7918   826%  39.0 1985s
 6425576 5699119 -2919.7918  134  205  402.00000 -2919.7918   826%  38.9 1991s
 6442045 5714263 -2919.7918   83  285  402.00000 -2919.7918   826%  38.9 1995s
 6459836 5729264 -2919.7918   71  283  402.00000 -2919.7918   826%  38.9 2000s
 6477289 5746874 -2919.7918  135  161  402.00000 -2919.7918   826%  38.9 2005s
 6496456 5764004 -2919.7918   81  282  402.00000 -2919.7918   826%  38.9 2010s
 6517332 5781342 -2919.7918  134  141  402.00000 -2919.7918   826%  38.9 2015s
 6532949 5795153 -2919.7918  125  203  402.00000 -2919.7918   826%  38.8 2020s
 6549899 5808696 -2919.7918   72  249  402.00000 -2919.7918   826%  38.8 2025s
 6568080 5824308 -2919.7918   98  248  402.00000 -2919.7918   826%  38.8 2030s
 6579706 5832950 -2919.7918   76  278  402.00000 -2919.7918   826%  38.8 2055s
 6590190 5845987 -2919.7918   89  281  402.00000 -2919.7918   826%  38.8 2060s
 6609405 5861729 -2919.7918  143  160  402.00000 -2919.7918   826%  38.8 2065s
 6627434 5879996 -2919.7918   82  262  402.00000 -2919.7918   826%  38.8 2070s
 6641733 5891036 -2919.7918   73  204  402.00000 -2919.7918   826%  38.7 2075s
 6660218 5908166 -2919.7918   86  278  402.00000 -2919.7918   826%  38.8 2080s
 6679123 5923893 -2919.7918   58  239  402.00000 -2919.7918   826%  38.8 2085s
 6689865 5934357 -2919.7918  144  157  402.00000 -2919.7918   826%  38.8 2090s
 6708599 5949112 -2919.7918   88  233  402.00000 -2919.7918   826%  38.8 2095s
 6726018 5962849 -2919.7918   71  290  402.00000 -2919.7918   826%  38.8 2100s
 6741521 5978155 -2919.7918  139  170  402.00000 -2919.7918   826%  38.8 2105s
 6757435 5991579 -2919.7918  106  247  402.00000 -2919.7918   826%  38.8 2110s
 6775153 6008381 -2919.7918   64  260  402.00000 -2919.7918   826%  38.8 2115s
 6793665 6023839 -2919.7918   66  277  402.00000 -2919.7918   826%  38.8 2120s
 6810830 6039487 -2919.7918   79  270  402.00000 -2919.7918   826%  38.8 2125s
 6831008 6057224 -2919.7918   91  264  402.00000 -2919.7918   826%  38.7 2130s
 6851675 6072711 -2919.7918  106  249  402.00000 -2919.7918   826%  38.7 2135s
 6864199 6087935 -2919.7918   92  191  402.00000 -2919.7918   826%  38.8 2140s
 6881974 6102103 -2919.7918   68  260  402.00000 -2919.7918   826%  38.7 2145s
 6901380 6119515 -2919.7918  158  138  402.00000 -2919.7918   826%  38.7 2150s
 6916602 6131870 -2919.7918   87  249  402.00000 -2919.7918   826%  38.7 2155s
 6936559 6148501 -2919.7918   58  282  402.00000 -2919.7918   826%  38.7 2160s
 6951654 6162921 -2919.7918  121  182  402.00000 -2919.7918   826%  38.7 2165s
 6975640 6182540 -2919.7918   78  182  402.00000 -2919.7918   826%  38.7 2170s
 6995244 6200989 -2919.7918   98  227  402.00000 -2919.7918   826%  38.7 2175s
 7005513 6215051 -2919.7918   95  199  402.00000 -2919.7918   826%  38.7 2182s
 7018878 6221203 -2913.3734  133   91  402.00000 -2919.7918   826%  38.7 2185s
 7033875 6234959 -2919.7918  134  183  402.00000 -2919.7918   826%  38.7 2190s
 7051771 6251442 -2919.7918  125  174  402.00000 -2919.7918   826%  38.7 2195s
 7056291 6254382 -2919.7918   96  217  402.00000 -2919.7918   826%  38.7 2208s
 7065581 6264501 -2919.7918  168  157  402.00000 -2919.7918   826%  38.7 2210s
 7088169 6281988 -1969.4861  201   64  402.00000 -2919.7918   826%  38.7 2215s
 7124968 6316744 -2919.7918   77  265  402.00000 -2919.7918   826%  38.6 2220s
 7143441 6331895 -2919.7918   94  224  402.00000 -2919.7918   826%  38.6 2225s
 7170514 6352852 -2919.7918   98  252  402.00000 -2919.7918   826%  38.6 2230s
 7193323 6375229 -2919.7918   86  191  402.00000 -2919.7918   826%  38.6 2235s
 7214721 6394019 -2919.7918  104  270  402.00000 -2919.7918   826%  38.6 2240s
 7236749 6413548 -2919.7918   81  258  402.00000 -2919.7918   826%  38.7 2245s
 7257644 6429913 -2919.7918   99  237  402.00000 -2919.7918   826%  38.7 2250s
 7274095 6448005 -2919.7918   83  242  402.00000 -2919.7918   826%  38.7 2255s
 7293649 6464144 -2919.7918   84  272  402.00000 -2919.7918   826%  38.7 2260s
 7311569 6479714 -2919.7918   79  225  402.00000 -2919.7918   826%  38.7 2265s
 7326314 6493839 -2919.7918   94  232  402.00000 -2919.7918   826%  38.7 2271s
 7344291 6509954 -2919.7918   79  272  402.00000 -2919.7918   826%  38.7 2275s
 7362664 6524744 -2919.7918   84  221  402.00000 -2919.7918   826%  38.7 2280s
 7381596 6539850 -2919.7918  100  258  402.00000 -2919.7918   826%  38.7 2285s
 7406127 6564364 -2919.7918   94  268  402.00000 -2919.7918   826%  38.7 2290s
 7432748 6586179 -2919.7918   82  252  402.00000 -2919.7918   826%  38.6 2295s
 7455004 6606813 -2919.7918   68  245  402.00000 -2919.7918   826%  38.6 2300s
 7476783 6623177 -2919.7918   75  285  402.00000 -2919.7918   826%  38.6 2305s
 7490419 6639216 -2919.7918   94  254  402.00000 -2919.7918   826%  38.6 2310s
 7513649 6658064 -2919.7918   73  261  402.00000 -2919.7918   826%  38.6 2315s
 7528353 6671720 -2919.7918   87  196  402.00000 -2919.7918   826%  38.6 2320s
 7547127 6688488 -2919.7918   88  242  402.00000 -2919.7918   826%  38.6 2325s
 7570526 6708943 -2919.7918   74  261  402.00000 -2919.7918   826%  38.6 2330s
 7589429 6723993 -2919.7918  153  134  402.00000 -2919.7918   826%  38.5 2335s
 7604972 6737570 -2919.7918   71  252  402.00000 -2919.7918   826%  38.6 2340s
 7623272 6756536 -2919.7918  149  189  402.00000 -2919.7918   826%  38.6 2345s
 7646133 6776499 -2919.7918  158  134  402.00000 -2919.7918   826%  38.6 2350s
 7662160 6789735 -1631.3705  159   74  402.00000 -2919.7918   826%  38.6 2355s
 7683430 6808909 -2919.7918  105  225  402.00000 -2919.7918   826%  38.6 2360s
 7706094 6828339 -2919.7918  109  250  402.00000 -2919.7918   826%  38.5 2365s
 7724679 6844074 -2919.7918  118  231  402.00000 -2919.7918   826%  38.5 2370s
 7747947 6865530 -2919.7918   68  279  402.00000 -2919.7918   826%  38.5 2375s
 7773398 6886776 -2919.7918   69  276  402.00000 -2919.7918   826%  38.5 2380s
 7791847 6905028 -2919.7918  154  123  402.00000 -2919.7918   826%  38.5 2385s
 7807946 6919352 -2919.7918   69  240  402.00000 -2919.7918   826%  38.4 2390s
 7831070 6936756 -2919.7918   74  245  402.00000 -2919.7918   826%  38.4 2395s
 7832063 6945918 -2919.7918   93  214  402.00000 -2919.7918   826%  38.4 2400s
 7856467 6962133 -2919.7918  111  253  402.00000 -2919.7918   826%  38.4 2405s
 7869729 6974541 -2919.7918   70  273  402.00000 -2919.7918   826%  38.5 2410s
 7890962 6989620 -2919.7918  100  141  402.00000 -2919.7918   826%  38.5 2415s
 7909257 7006848 -2919.7918  111  191  402.00000 -2919.7918   826%  38.4 2420s
 7926930 7021254 -2919.7918  111  158  402.00000 -2919.7918   826%  38.4 2425s
 7947491 7037692 -2919.7918   93  244  402.00000 -2919.7918   826%  38.4 2430s
 7964396 7054353 -2919.7918   96  258  402.00000 -2919.7918   826%  38.4 2435s
 7988189 7073670 -2919.7918   85  216  402.00000 -2919.7918   826%  38.4 2440s
 8004685 7090755 -2919.7918  103  160  402.00000 -2919.7918   826%  38.4 2445s
 8025632 7109313 -2919.7918  152  172  402.00000 -2919.7918   826%  38.4 2450s
 8044982 7126979 -2919.7918   97  217  402.00000 -2919.7918   826%  38.4 2455s
 8064888 7145218 -2919.7918   92  203  402.00000 -2919.7918   826%  38.4 2461s
 8074780 7152682 -2919.7918   89  267  402.00000 -2919.7918   826%  38.4 2465s
 8089331 7165325 -2919.7918   94  238  402.00000 -2919.7918   826%  38.4 2470s
 8105072 7179046 -2919.7918   78  271  402.00000 -2919.7918   826%  38.4 2475s
 8122803 7196384 -2919.7918   81  257  402.00000 -2919.7918   826%  38.4 2480s
 8146885 7216683 -2919.7918   63  258  402.00000 -2919.7918   826%  38.4 2485s
 8167102 7232583 -2919.7918   72  263  402.00000 -2919.7918   826%  38.3 2490s
 8181554 7248537 -2919.7918   92  233  402.00000 -2919.7918   826%  38.4 2495s
 8206759 7270341 -2919.7918  157  158  402.00000 -2919.7918   826%  38.4 2500s
 8227826 7290651 -2919.7918   81  285  402.00000 -2919.7918   826%  38.3 2505s
 8245067 7305197 -2919.7918   88  259  402.00000 -2919.7918   826%  38.3 2510s
 8269189 7326097 -2919.7918   77  248  402.00000 -2919.7918   826%  38.3 2515s
 8289231 7342647 -2919.7918   85  250  402.00000 -2919.7918   826%  38.3 2520s
 8299222 7353468 -2919.7918  155   99  402.00000 -2919.7918   826%  38.3 2525s
 8324085 7373657 -2919.7918   84  274  402.00000 -2919.7918   826%  38.3 2530s
 8342374 7388501 -2919.7918   96  227  402.00000 -2919.7918   826%  38.3 2535s
 8358934 7405928  -20.01479  255   22  402.00000 -2919.7918   826%  38.3 2540s
 8375337 7420794 -2919.7918  123  206  402.00000 -2919.7918   826%  38.4 2545s
 8394414 7437312 -2919.7918  104  206  402.00000 -2919.7918   826%  38.4 2550s
 8410516 7456574 -2919.7918   85  239  402.00000 -2919.7918   826%  38.4 2557s
 8427226 7466882 -2919.7918   58  258  402.00000 -2919.7918   826%  38.3 2560s
 8449416 7484911 -2919.7918   90  212  402.00000 -2919.7918   826%  38.3 2565s
 8469349 7504900 -2581.8795  168   85  402.00000 -2919.7918   826%  38.3 2570s
 8493855 7524113 -2919.7918   62  291  402.00000 -2919.7918   826%  38.3 2575s
 8512676 7541169 -2919.7918   86  251  402.00000 -2919.7918   826%  38.3 2580s
 8533395 7559062 -2919.7918   89  186  402.00000 -2919.7918   826%  38.2 2585s
 8549046 7574758 -2506.7591  197   84  402.00000 -2919.7918   826%  38.3 2590s
 8565075 7587165 -2919.7918  132  107  402.00000 -2919.7918   826%  38.3 2595s
 8582484 7603113 -2919.7918  133  207  402.00000 -2919.7918   826%  38.3 2600s
 8595878 7622338 -2919.7918  135  146  402.00000 -2919.7918   826%  38.3 2608s
 8615006 7630845 -2919.7918  182  142  402.00000 -2919.7918   826%  38.3 2610s
 8625521 7641900 -2919.7918   84  200  402.00000 -2919.7918   826%  38.3 2616s
 8643917 7656584 -2919.7918  127  193  402.00000 -2919.7918   826%  38.3 2620s
 8656572 7670911 -2919.7918  105  182  402.00000 -2919.7918   826%  38.3 2625s
 8680683 7689695 -2919.7918  121  211  402.00000 -2919.7918   826%  38.3 2631s
 8696534 7703709 -2919.7918   72  264  402.00000 -2919.7918   826%  38.3 2635s
 8714444 7720322 -2919.7918  100  252  402.00000 -2919.7918   826%  38.2 2640s
 8734170 7736219 -2919.7918  108  155  402.00000 -2919.7918   826%  38.2 2645s
 8755374 7753408 -2919.7918   70  265  402.00000 -2919.7918   826%  38.2 2650s
 8770880 7769181 -2919.7918  122  207  402.00000 -2919.7918   826%  38.2 2655s
 8789338 7784804 -2919.7918   75  276  402.00000 -2919.7918   826%  38.2 2660s
 8809443 7801150 -2919.7918   87  244  402.00000 -2919.7918   826%  38.2 2666s
 8824315 7815640 -2919.7918  149  140  402.00000 -2919.7918   826%  38.2 2670s
 8843730 7832839 -979.11546  104   74  402.00000 -2919.7918   826%  38.1 2675s
 8865327 7852305 -2919.7918  188  117  402.00000 -2919.7918   826%  38.1 2680s
 8883225 7865971 -2919.7918   79  243  402.00000 -2919.7918   826%  38.1 2685s
 8896675 7878845 -2919.7918   85  262  402.00000 -2919.7918   826%  38.1 2691s
 8912423 7891990 -2919.7918   87  255  402.00000 -2919.7918   826%  38.1 2695s
 8930279 7908745 -2919.7918  137  131  402.00000 -2919.7918   826%  38.1 2700s
 8951679 7925661 -2919.7918   88  259  402.00000 -2919.7918   826%  38.1 2706s
 8965253 7939021 -2919.7918   86  256  402.00000 -2919.7918   826%  38.1 2710s
 8983246 7954692 -2919.7918  101  217  402.00000 -2919.7918   826%  38.0 2715s
 8995809 7966891     cutoff  250       402.00000 -2919.7918   826%  38.0 2720s
 9012513 7979612 -2919.7918   96  116  402.00000 -2919.7918   826%  38.0 2725s
 9031200 7997383 -2919.7918  177  136  402.00000 -2919.7918   826%  38.0 2730s
 9051809 8013761 -2919.7918   83  258  402.00000 -2919.7918   826%  38.0 2735s
 9068420 8029123 -474.18735  189   35  402.00000 -2919.7918   826%  38.0 2740s
 9085717 8044828 -2919.7918   90  283  402.00000 -2919.7918   826%  38.0 2745s
 9110371 8065564 -2919.7918  182   98  402.00000 -2919.7918   826%  38.0 2750s
 9135257 8089337 -2919.7918   96  269  402.00000 -2919.7918   826%  37.9 2755s
 9165043 8115238 -2919.7918   74  227  402.00000 -2919.7918   826%  37.9 2760s
 9189911 8136122 -2919.7918  101  265  402.00000 -2919.7918   826%  37.9 2765s
 9210366 8150985 -2919.7918   82  246  402.00000 -2919.7918   826%  37.9 2784s
 9213731 8153851 -2919.7918   73  288  402.00000 -2919.7918   826%  37.9 2787s
 9216963 8161121 -2919.7918   77  243  402.00000 -2919.7918   826%  37.9 2790s
 9238025 8178558 -2919.7918   86  271  402.00000 -2919.7918   826%  37.9 2795s
 9259662 8198662 -2919.7918  141  197  402.00000 -2919.7918   826%  37.9 2800s
 9275752 8212658 -2919.7918  127  176  402.00000 -2919.7918   826%  37.9 2805s
 9291439 8226082 -457.26642  208   44  402.00000 -2919.7918   826%  37.9 2810s
 9309949 8243418 -2919.7918  103  255  402.00000 -2919.7918   826%  37.9 2815s
 9325933 8255397 -2919.7918   97  198  402.00000 -2919.7918   826%  37.9 2820s
 9343579 8272523 -2919.7918  111  249  402.00000 -2919.7918   826%  37.9 2825s
 9363795 8290317 -2919.7918   70  286  402.00000 -2919.7918   826%  37.9 2831s
 9380956 8307452 -2919.7918   96  241  402.00000 -2919.7918   826%  37.9 2836s
 9397830 8319988 -2919.7918  116  201  402.00000 -2919.7918   826%  37.9 2840s
 9420770 8340387 -2919.7918   89  245  402.00000 -2919.7918   826%  37.9 2845s
 9441727 8360304 -2919.7918  123  204  402.00000 -2919.7918   826%  37.9 2851s
 9458867 8371606 -1875.3650  188   69  402.00000 -2919.7918   826%  37.9 2855s
 9472833 8386523 -2919.7918   87  262  402.00000 -2919.7918   826%  37.9 2860s
 9492085 8403237 -2919.7918   72  315  402.00000 -2919.7918   826%  37.9 2865s
 9518145 8425525 -2919.7918   82  246  402.00000 -2919.7918   826%  37.8 2870s
 9536234 8439419 -2919.7918   91  288  402.00000 -2919.7918   826%  37.8 2875s
 9553347 8456518 -2919.7918   64  259  402.00000 -2919.7918   826%  37.8 2880s
 9568999 8469397 -2919.7918   63  267  402.00000 -2919.7918   826%  37.9 2885s
 9591526 8489718 -1812.0453  191   62  402.00000 -2919.7918   826%  37.9 2890s
 9613338 8509293 -2919.7918   91  284  402.00000 -2919.7918   826%  37.8 2895s
 9631123 8525555 -278.29854  242   30  402.00000 -2919.7918   826%  37.8 2900s
 9654442 8546391     cutoff  247       402.00000 -2919.7918   826%  37.8 2905s
 9678637 8567322 -2919.7918   67  260  402.00000 -2919.7918   826%  37.8 2910s
 9695227 8582760 -2919.7918   63  276  402.00000 -2919.7918   826%  37.8 2915s
 9718241 8603063 -2919.7918   97  258  402.00000 -2919.7918   826%  37.7 2920s
 9746183 8628005 -2919.7918  171  142  402.00000 -2919.7918   826%  37.7 2925s
 9768560 8649116 -2919.7918  161  194  402.00000 -2919.7918   826%  37.7 2930s
 9784530 8661617 -2919.7918  106  197  402.00000 -2919.7918   826%  37.8 2935s
 9802401 8677371 -2919.7918   70  213  402.00000 -2919.7918   826%  37.8 2940s
 9819034 8694886 -2919.7918   86  245  402.00000 -2919.7918   826%  37.8 2946s
 9839831 8712017 -2919.7918   87  244  402.00000 -2919.7918   826%  37.8 2950s
 9858898 8727612 -2919.7918  107  213  402.00000 -2919.7918   826%  37.8 2955s
 9881993 8748710 -2919.7918   96  264  402.00000 -2919.7918   826%  37.8 2960s
 9898394 8763736 -2919.7918   84  292  402.00000 -2919.7918   826%  37.8 2965s
 9920450 8781735 -2438.0671  187   88  402.00000 -2919.7918   826%  37.8 2970s
 9937720 8798456 -2919.7918   66  220  402.00000 -2919.7918   826%  37.8 2975s
