
Gurobi 11.0.0 (linux64) logging started Fri Aug 23 03:42:54 2024

Set parameter LogFile to value "gurobi_log/nei_penalty/gurobi_log/random17.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 289 columns and 0 nonzeros
Model fingerprint: 0xa212863b
Model has 9537 quadratic objective terms
Variable types: 0 continuous, 289 integer (289 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [4e+02, 4e+02]
  QObjective range [6e+00, 4e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 3672.0000000
Found heuristic solution: objective 840.0000000
Found heuristic solution: objective 545.0000000
Presolve time: 0.14s
Presolved: 0 rows, 289 columns, 0 nonzeros
Presolved model has 9537 quadratic objective terms
Variable types: 0 continuous, 289 integer (289 binary)

Root relaxation: objective -3.172816e+03, 290 iterations, 0.05 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 9960743 8818840 -2919.7918  116  200  402.00000 -2919.7918   826%  37.7 2980s
 9982806 8838220 -2919.7918   84  276  402.00000 -2919.7918   826%  37.7 2985s
 10000694 8850480 -2919.7918   67  235  402.00000 -2919.7918   826%  37.7 2990s
 10010347 8864339 -2919.7918  130  171  402.00000 -2919.7918   826%  37.8 2995s
 10033838 8883062 -2919.7918  167  111  402.00000 -2919.7918   826%  37.8 3000s
 10053367 8898973 -2919.7918  101  273  402.00000 -2919.7918   826%  37.8 3005s
 10075718 8918092 -2919.7918   75  237  402.00000 -2919.7918   826%  37.8 3010s
 10093880 8936246 -2919.7918  136  187  402.00000 -2919.7918   826%  37.8 3015s
 10115670 8955204 -1734.0066  201   71  402.00000 -2919.7918   826%  37.7 3020s
 10139665 8975809 -2919.7918   67  292  402.00000 -2919.7918   826%  37.7 3025s
 10157848 8992698 -2919.7918   92  222  402.00000 -2919.7918   826%  37.7 3030s
 10180352 9009222 -2919.7918   86  242  402.00000 -2919.7918   826%  37.7 3035s
 10193670 9023755 -2919.7918  136  151  402.00000 -2919.7918   826%  37.8 3040s
 10211102 9039308 -2919.7918   70  169  402.00000 -2919.7918   826%  37.8 3045s
 10228994 9054815 -2919.7918   75  205  402.00000 -2919.7918   826%  37.8 3050s
 10248516 9072519 -2919.7918  105  199  402.00000 -2919.7918   826%  37.8 3055s
 10261833 9085111 -2919.7918  193  118  402.00000 -2919.7918   826%  37.8 3060s
 10270258 9092388 -2919.7918  102  203  402.00000 -2919.7918   826%  37.8 3065s
 10285839 9105613 -2919.7918   68  269  402.00000 -2919.7918   826%  37.8 3070s
 10308071 9125347 -2919.7918   88  202  402.00000 -2919.7918   826%  37.8 3075s
 10331176 9145319 -2919.7918  135  188  402.00000 -2919.7918   826%  37.7 3080s
 10346669 9158113 -2919.7918  147  219  402.00000 -2919.7918   826%  37.7 3085s
 10365201 9175668 -2919.7918   69  272  402.00000 -2919.7918   826%  37.8 3090s
 10384306 9193230 -2919.7918   86  263  402.00000 -2919.7918   826%  37.7 3095s
 10408485 9213990 -2919.7918   97  276  402.00000 -2919.7918   826%  37.7 3100s
 10428986 9232802 -2919.7918   92  258  402.00000 -2919.7918   826%  37.7 3105s
 10450033 9250499 -2919.7918  105  171  402.00000 -2919.7918   826%  37.7 3110s
 10472196 9270219 -2919.7918   69  264  402.00000 -2919.7918   826%  37.7 3115s
 10492025 9287327 -2919.7918   87  248  402.00000 -2919.7918   826%  37.7 3120s
 10514607 9307509 -2919.7918  137  179  402.00000 -2919.7918   826%  37.7 3125s
 10537321 9327708 -2919.7918  157  124  402.00000 -2919.7918   826%  37.6 3130s
 10559543 9346967 -2919.7918   77  214  402.00000 -2919.7918   826%  37.6 3136s
 10573730 9361116 -2919.7918   81  247  402.00000 -2919.7918   826%  37.6 3140s
 10599757 9382037 -2919.7918   75  248  402.00000 -2919.7918   826%  37.6 3145s
 10614825 9396616 -2919.7918  138  139  402.00000 -2919.7918   826%  37.6 3150s
 10634984 9410709 -2919.7918   68  270  402.00000 -2919.7918   826%  37.6 3155s
 10655077 9431517 -2919.7918  173  110  402.00000 -2919.7918   826%  37.6 3160s
 10675757 9450927 -2919.7918  113  245  402.00000 -2919.7918   826%  37.6 3165s
 10691069 9464504 -2919.7918   95  225  402.00000 -2919.7918   826%  37.6 3170s
 10711171 9481899 -2919.7918  176  120  402.00000 -2919.7918   826%  37.6 3176s
 10729280 9497230 -2919.7918   69  277  402.00000 -2919.7918   826%  37.6 3180s
 10749592 9515081 -2919.7918   77  282  402.00000 -2919.7918   826%  37.6 3185s
 10770617 9534671 -2919.7918   60  252  402.00000 -2919.7918   826%  37.6 3190s
 10795246 9554000 -2919.7918   74  260  402.00000 -2919.7918   826%  37.6 3195s
 10812442 9567174 -2919.7918   73  242  402.00000 -2919.7918   826%  37.5 3201s
 10826201 9580272 -2919.7918  168  141  402.00000 -2919.7918   826%  37.5 3205s
 10841029 9593467 -2919.7918  104  215  402.00000 -2919.7918   826%  37.6 3210s
 10859756 9612342 -2919.7918   84  265  402.00000 -2919.7918   826%  37.6 3215s
 10880233 9630861 -2919.7918   67  222  402.00000 -2919.7918   826%  37.6 3220s
 10899066 9643855 -2919.7918  117  198  402.00000 -2919.7918   826%  37.6 3240s
 10908473 9654314 -2919.7918  100  214  402.00000 -2919.7918   826%  37.6 3245s
 10926588 9670248 -2919.7918  105  144  402.00000 -2919.7918   826%  37.6 3250s
 10946951 9688418 -2919.7918   82  269  402.00000 -2919.7918   826%  37.6 3255s
 10955024 9699021 -2919.7918   96  236  402.00000 -2919.7918   826%  37.6 3262s
 10966954 9706706 -2919.7918  181   90  402.00000 -2919.7918   826%  37.6 3265s
 10984498 9722094 -2919.7918  139  174  402.00000 -2919.7918   826%  37.6 3270s
 11003524 9739497 -2919.7918   89  258  402.00000 -2919.7918   826%  37.6 3275s
 11023116 9756750 -2919.7918  119  195  402.00000 -2919.7918   826%  37.6 3280s
 11052831 9782240 -2919.7918   95  263  402.00000 -2919.7918   826%  37.6 3285s
 11080282 9807377 -2919.7918   77  265  402.00000 -2919.7918   826%  37.5 3290s
 11105933 9828667 -2919.7918   82  264  402.00000 -2919.7918   826%  37.5 3295s
 11122747 9844340 -2919.7918  134  136  402.00000 -2919.7918   826%  37.5 3300s
 11145027 9864370 -2919.7918  138  197  402.00000 -2919.7918   826%  37.5 3305s
 11155931 9870293 -2919.7918   73  251  402.00000 -2919.7918   826%  37.5 3311s
 11167914 9881002 -2919.7918   87  267  402.00000 -2919.7918   826%  37.5 3315s
 11182321 9897738 -2919.7918  183  102  402.00000 -2919.7918   826%  37.6 3320s
 11200492 9913248 -2919.7918  137  159  402.00000 -2919.7918   826%  37.6 3325s
 11221564 9930137 -2919.7918  191  116  402.00000 -2919.7918   826%  37.5 3330s
 11234139 9946283 -2919.7918   65  245  402.00000 -2919.7918   826%  37.5 3337s
 11252371 9957610 -2919.7918   77  270  402.00000 -2919.7918   826%  37.5 3340s
 11275458 9977356 -2919.7918  108  269  402.00000 -2919.7918   826%  37.5 3345s
 11298362 9997907 -2919.7918  126  190  402.00000 -2919.7918   826%  37.5 3350s
 11319346 10016525 -2919.7918   96  242  402.00000 -2919.7918   826%  37.5 3356s
 11339663 10034139 -2919.7918  131  196  402.00000 -2919.7918   826%  37.5 3360s
 11362073 10053451 -2919.7918   97  210  402.00000 -2919.7918   826%  37.5 3365s
 11380693 10067872 -2919.7918   78  254  402.00000 -2919.7918   826%  37.4 3370s
 11402354 10087222 -2919.7918   80  227  402.00000 -2919.7918   826%  37.4 3375s
 11423969 10107999 -2919.7918   85  229  402.00000 -2919.7918   826%  37.4 3380s
 11443508 10122798 -2919.7918   73  244  402.00000 -2919.7918   826%  37.4 3385s
 11462577 10141625 -2919.7918   78  232  402.00000 -2919.7918   826%  37.4 3390s
 11481427 10158841 -2919.7918   90  231  402.00000 -2919.7918   826%  37.4 3395s
 11501683 10176239 -2919.7918  146  136  402.00000 -2919.7918   826%  37.4 3400s
 11521487 10193936 -2919.7918   80  278  402.00000 -2919.7918   826%  37.4 3405s
 11544579 10213635 -2919.7918   82  245  402.00000 -2919.7918   826%  37.4 3410s
 11568233 10235040 -724.26567  203   47  402.00000 -2919.7918   826%  37.4 3415s
 11597140 10262045 -2919.7918   77  239  402.00000 -2919.7918   826%  37.4 3420s
 11618443 10279911 -2919.7918   78  226  402.00000 -2919.7918   826%  37.4 3425s
 11645070 10301477 -2919.7918   79  235  402.00000 -2919.7918   826%  37.4 3430s
 11665542 10320029 -2919.7918   77  268  402.00000 -2919.7918   826%  37.4 3435s
 11685678 10336463 -2919.7918   93  216  402.00000 -2919.7918   826%  37.4 3440s
 11706476 10355568 -2919.7918   63  267  402.00000 -2919.7918   826%  37.4 3445s
 11726412 10373492 -2919.7918   68  269  402.00000 -2919.7918   826%  37.4 3450s
 11751757 10394018 -2919.7918   77  278  402.00000 -2919.7918   826%  37.3 3455s
 11772554 10410088 -2919.7918   87  258  402.00000 -2919.7918   826%  37.3 3460s
 11793226 10430036  215.93290   93   62  402.00000 -2919.7918   826%  37.3 3465s
 11815628 10449864 -2919.7918   69  200  402.00000 -2919.7918   826%  37.3 3470s
 11834496 10464159 -2919.7918   93  230  402.00000 -2919.7918   826%  37.3 3475s
 11856014 10486220 -2919.7918  123  163  402.00000 -2919.7918   826%  37.3 3480s
 11875436 10503599 -2919.7918  143  225  402.00000 -2919.7918   826%  37.3 3485s
 11888270 10517071 -2919.7918  100  201  402.00000 -2919.7918   826%  37.3 3490s
 11912105 10535759 -2919.7918   85  200  402.00000 -2919.7918   826%  37.3 3495s
 11935111 10556495 -2919.7918   95  243  402.00000 -2919.7918   826%  37.3 3500s
 11954797 10573378 -2919.7918   66  249  402.00000 -2919.7918   826%  37.3 3505s
 11980409 10594300 -2919.7918   92  276  402.00000 -2919.7918   826%  37.3 3510s
 12000765 10612989 -2919.7918   74  241  402.00000 -2919.7918   826%  37.3 3515s
 12022822 10632555 -2919.7918   91  253  402.00000 -2919.7918   826%  37.3 3520s
 12043559 10651501 -2919.7918  118  170  402.00000 -2919.7918   826%  37.2 3525s
 12061671 10666478 -2919.7918   66  266  402.00000 -2919.7918   826%  37.2 3530s
 12083487 10685437 -2919.7918   86  166  402.00000 -2919.7918   826%  37.2 3535s
 12105855 10704542 -2919.7918   82  257  402.00000 -2919.7918   826%  37.2 3540s
 12131007 10727936 -2919.7918   61  273  402.00000 -2919.7918   826%  37.2 3545s
 12152987 10747540 -2919.7918  131  191  402.00000 -2919.7918   826%  37.2 3550s
 12171859 10764359 -2919.7918  115  197  402.00000 -2919.7918   826%  37.2 3555s
 12191317 10782295 -2919.7918   94  255  402.00000 -2919.7918   826%  37.2 3560s
 12215052 10802208 -2160.2922  145   79  402.00000 -2919.7918   826%  37.1 3565s
 12237621 10819048 -2919.7918   69  262  402.00000 -2919.7918   826%  37.1 3583s
 12241042 10824586 -2919.7918   96  256  402.00000 -2919.7918   826%  37.1 3585s
 12258056 10839994 -2919.7918   75  219  402.00000 -2919.7918   826%  37.1 3590s
 12276108 10856440 -2919.7918  108  258  402.00000 -2919.7918   826%  37.1 3595s
 12297324 10875478 -2919.7918   94  265  402.00000 -2919.7918   826%  37.1 3600s
 12312946 10885988 -2919.7918  125  206  402.00000 -2919.7918   826%  37.1 3605s
 12313378 10913216 -2919.7918  126  204  402.00000 -2919.7918   826%  37.1 3635s
 12357533 10926637 -2919.7918   89  263  402.00000 -2919.7918   826%  37.1 3640s
 12380108 10946954 -2919.7918  118  222  402.00000 -2919.7918   826%  37.1 3645s
 12401668 10962818 -2919.7918  102  168  402.00000 -2919.7918   826%  37.1 3650s
 12417753 10979962 -2919.7918   77  257  402.00000 -2919.7918   826%  37.1 3655s
 12438593 10998173 -964.54328  221   49  402.00000 -2919.7918   826%  37.1 3660s
 12464371 11019320 -2919.7918  112  184  402.00000 -2919.7918   826%  37.0 3665s
 12482817 11036497 -2919.7918   83  235  402.00000 -2919.7918   826%  37.0 3670s
 12504521 11053762 -2919.7918  112  188  402.00000 -2919.7918   826%  37.0 3675s
 12528832 11077184 -2919.7918   76  236  402.00000 -2919.7918   826%  37.0 3680s
 12551431 11096325 -2559.4685  184   90  402.00000 -2919.7918   826%  37.0 3685s
 12572229 11114715 -2919.7918   82  271  402.00000 -2919.7918   826%  37.0 3690s
 12591212 11132246 -2919.7918  173  126  402.00000 -2919.7918   826%  37.0 3695s
 12613088 11150463 -2919.7918   86  278  402.00000 -2919.7918   826%  37.0 3700s
 12635948 11171112 -2919.7918  155  152  402.00000 -2919.7918   826%  37.0 3705s
 12653543 11186915 -2919.7918   90  236  402.00000 -2919.7918   826%  36.9 3710s
 12676440 11206048 -2919.7918   81  245  402.00000 -2919.7918   826%  36.9 3715s
 12698619 11225449 -2919.7918  106  156  402.00000 -2919.7918   826%  36.9 3720s
 12715831 11240734 -2919.7918   61  274  402.00000 -2919.7918   826%  36.9 3725s
 12739833 11263392 -2919.7918   72  243  402.00000 -2919.7918   826%  36.9 3730s
 12757459 11276274 -2919.7918  109  240  402.00000 -2919.7918   826%  36.9 3735s
 12777964 11295821 -2919.7918   91  244  402.00000 -2919.7918   826%  36.9 3740s
 12791026 11305626 -2919.7918   80  215  402.00000 -2919.7918   826%  36.9 3745s
 12813579 11328397 -2919.7918  112  238  402.00000 -2919.7918   826%  36.9 3750s
 12832227 11344178 -2919.7918  141  162  402.00000 -2919.7918   826%  36.9 3755s
 12854717 11364036 -2919.7918  120  178  402.00000 -2919.7918   826%  36.9 3760s
 12872083 11378314 -2919.7918   80  308  402.00000 -2919.7918   826%  36.9 3765s
 12892061 11396872 -2919.7918  152  149  402.00000 -2919.7918   826%  36.9 3770s
 12908746 11410968 -2919.7918  143  180  402.00000 -2919.7918   826%  36.9 3775s
 12923346 11425690 -2919.7918  128  167  402.00000 -2919.7918   826%  36.9 3780s
 12941898 11439223 -2919.7918  116  168  402.00000 -2919.7918   826%  36.9 3785s
 12963613 11458300 -2919.7918  105  235  402.00000 -2919.7918   826%  36.9 3790s
 12979257 11473867 -2919.7918   81  209  402.00000 -2919.7918   826%  36.9 3795s
 13004668 11494452 -167.16276  241   28  402.00000 -2919.7918   826%  36.9 3800s
 13026647 11512974 -2919.7918   95  278  402.00000 -2919.7918   826%  36.9 3805s
 13040784 11525963 -2919.7918  113  200  402.00000 -2919.7918   826%  36.9 3810s
 13063256 11546108 -2919.7918   87  275  402.00000 -2919.7918   826%  36.9 3815s
 13081663 11564378 -2919.7918   84  239  402.00000 -2919.7918   826%  36.9 3821s
 13100590 11578214 -2919.7918   72  251  402.00000 -2919.7918   826%  36.9 3825s
 13118281 11595514 -2919.7918  101  241  402.00000 -2919.7918   826%  36.9 3830s
 13127037 11601679 -2919.7918  136  167  402.00000 -2919.7918   826%  36.9 3835s
 13153414 11622804 -2919.7918  145  151  402.00000 -2919.7918   826%  36.9 3840s
 13171737 11641155 -2919.7918   92  213  402.00000 -2919.7918   826%  36.9 3845s
 13193769 11660716 -2919.7918  141  114  402.00000 -2919.7918   826%  36.9 3850s
 13215735 11681018 -2919.7918  113  176  402.00000 -2919.7918   826%  36.9 3855s
 13232275 11696667 -2919.7918   82  247  402.00000 -2919.7918   826%  36.9 3860s
 13264496 11723434 -2919.7918   64  275  402.00000 -2919.7918   826%  36.9 3865s
 13291295 11747157 -2919.7918   88  252  402.00000 -2919.7918   826%  36.8 3870s
 13306531 11761129 -1526.8023  213   58  402.00000 -2919.7918   826%  36.8 3875s
 13331657 11781709 -2919.7918   66  161  402.00000 -2919.7918   826%  36.8 3880s
 13347762 11795492 -2919.7918   97  153  402.00000 -2919.7918   826%  36.8 3885s
 13371849 11817320 -2919.7918   94  246  402.00000 -2919.7918   826%  36.8 3890s
 13395113 11837744 -2919.7918  102  231  402.00000 -2919.7918   826%  36.8 3895s
 13413618 11852291 -2919.7918   86  239  402.00000 -2919.7918   826%  36.8 3900s
 13436087 11874948 -2919.7918   81  253  402.00000 -2919.7918   826%  36.8 3905s
 13457908 11893529 -2919.7918  104  239  402.00000 -2919.7918   826%  36.8 3910s
 13481212 11913036 -2919.7918  106  245  402.00000 -2919.7918   826%  36.8 3915s
 13505426 11935568 -2919.7918   78  255  402.00000 -2919.7918   826%  36.8 3920s
 13524685 11952011 -2919.7918   99  207  402.00000 -2919.7918   826%  36.8 3925s
 13542509 11968176 -2919.7918  125  208  402.00000 -2919.7918   826%  36.8 3930s
 13560275 11985058 -2919.7918  115  183  402.00000 -2919.7918   826%  36.8 3936s
 13585036 12004665 -2919.7918   74  256  402.00000 -2919.7918   826%  36.8 3940s
 13607269 12023900 -2919.7918   97  236  402.00000 -2919.7918   826%  36.8 3945s
 13629458 12044600 -2919.7918  157  147  402.00000 -2919.7918   826%  36.8 3950s
 13650320 12062656 -2919.7918   63  244  402.00000 -2919.7918   826%  36.8 3955s
 13669286 12080305 -2919.7918   68  254  402.00000 -2919.7918   826%  36.7 3960s
 13692671 12099233 -2919.7918   76  210  402.00000 -2919.7918   826%  36.7 3965s
 13713368 12118025     cutoff  160       402.00000 -2919.7918   826%  36.7 3970s
 13730115 12131859 -2919.7918   92  206  402.00000 -2919.7918   826%  36.7 3975s
 13748196 12149182 -2919.7918  170  122  402.00000 -2919.7918   826%  36.7 3980s
 13769743 12166692 -2919.7918   89  203  402.00000 -2919.7918   826%  36.7 3985s
 13791822 12186669 -2919.7918   99  235  402.00000 -2919.7918   826%  36.7 3990s
 13806901 12206092 -2919.7918  100  157  402.00000 -2919.7918   826%  36.7 3997s
 13824314 12217325 -2919.7918  110  201  402.00000 -2919.7918   826%  36.7 4000s
 13846038 12235498 -2919.7918   88  219  402.00000 -2919.7918   826%  36.7 4005s
 13869120 12256124 -2919.7918   95  261  402.00000 -2919.7918   826%  36.7 4010s
 13899772 12282727 -2919.7918   61  205  402.00000 -2919.7918   826%  36.7 4015s
 13918164 12299169 -2919.7918  169  112  402.00000 -2919.7918   826%  36.7 4020s
 13941295 12319445 -2919.7918  188  121  402.00000 -2919.7918   826%  36.7 4025s
 13957101 12331327 -2919.7918   90  224  402.00000 -2919.7918   826%  36.7 4030s
 13977652 12350137 -2919.7918   88  217  402.00000 -2919.7918   826%  36.7 4035s
 13999880 12371548 -2919.7918   93  212  402.00000 -2919.7918   826%  36.7 4040s
 14022395 12391318 -1824.2715  190   71  402.00000 -2919.7918   826%  36.7 4045s
 14049254 12413721 -2919.7918  134  185  402.00000 -2919.7918   826%  36.7 4050s
 14070386 12431923 -2919.7918   97  213  402.00000 -2919.7918   826%  36.7 4055s
 14094452 12452680 -1829.0872  205   73  402.00000 -2919.7918   826%  36.7 4060s
 14109353 12467022 -2919.7918  190  106  402.00000 -2919.7918   826%  36.7 4065s
 14132131 12485511 -2919.7918   86  243  402.00000 -2919.7918   826%  36.7 4070s
 14154605 12504972 -2919.7918   87  247  402.00000 -2919.7918   826%  36.7 4075s
 14179036 12525730 -2919.7918   76  235  402.00000 -2919.7918   826%  36.6 4080s
 14197032 12542347 -2919.7918  110  255  402.00000 -2919.7918   826%  36.7 4085s
 14226402 12568424 -2919.7918   95  258  402.00000 -2919.7918   826%  36.7 4090s
 14248538 12589698 -2919.7918  161  101  402.00000 -2919.7918   826%  36.7 4095s
 14272228 12610351 -2919.7918   97  240  402.00000 -2919.7918   826%  36.6 4100s
 14292525 12626594 -2919.7918   75  246  402.00000 -2919.7918   826%  36.6 4105s
 14313948 12645035 -2919.7918   77  262  402.00000 -2919.7918   826%  36.6 4110s
 14336548 12664685 -2919.7918   81  261  402.00000 -2919.7918   826%  36.6 4115s
 14355810 12682554 -2919.7918  131  221  402.00000 -2919.7918   826%  36.6 4120s
 14379577 12703889 -2919.7918  148  144  402.00000 -2919.7918   826%  36.6 4126s
 14396584 12716870 -2919.7918   87  224  402.00000 -2919.7918   826%  36.6 4130s
 14415599 12736011 -2919.7918  103  270  402.00000 -2919.7918   826%  36.6 4135s
 14437971 12753374 -2919.7918  102  167  402.00000 -2919.7918   826%  36.6 4140s
 14454431 12767565 -2919.7918   71  226  402.00000 -2919.7918   826%  36.6 4145s
 14474918 12785881  -16.62431  242   27  402.00000 -2919.7918   826%  36.6 4150s
 14493565 12802375 -2919.7918  124  207  402.00000 -2919.7918   826%  36.6 4155s
 14513541 12819708 -2919.7918   89  269  402.00000 -2919.7918   826%  36.6 4160s
 14533879 12837067 -2919.7918  116  243  402.00000 -2919.7918   826%  36.6 4165s
 14555758 12855120 -2919.7918  174  117  402.00000 -2919.7918   826%  36.6 4170s
 14571062 12871163 -2919.7918  163  129  402.00000 -2919.7918   826%  36.6 4175s
 14590709 12886122 -2919.7918   69  222  402.00000 -2919.7918   826%  36.6 4180s
 14603688 12899189 -2919.7918   65  238  402.00000 -2919.7918   826%  36.6 4185s
 14623505 12914726 -2919.7918   83  221  402.00000 -2919.7918   826%  36.6 4190s
 14642292 12931262 -2919.7918  114  214  402.00000 -2919.7918   826%  36.6 4195s
 14668634 12954873 -2919.7918  122  187  402.00000 -2919.7918   826%  36.6 4200s
 14691449 12974143 -2919.7918  103  272  402.00000 -2919.7918   826%  36.6 4205s
 14711312 12990087 -2919.7918  162  132  402.00000 -2919.7918   826%  36.6 4210s
 14725922 13004370 -2919.7918   93  188  402.00000 -2919.7918   826%  36.6 4215s
 14749084 13025803 -2919.7918   94  248  402.00000 -2919.7918   826%  36.6 4220s
 14763352 13039510 -828.44511  174   46  402.00000 -2919.7918   826%  36.6 4225s
 14785166 13057384 -2919.7918   83  234  402.00000 -2919.7918   826%  36.6 4230s
 14804126 13074663 -2919.7918   82  247  402.00000 -2919.7918   826%  36.6 4235s
 14825675 13091427 -2919.7918   79  229  402.00000 -2919.7918   826%  36.5 4240s
 14843131 13108179 -2919.7918   62  267  402.00000 -2919.7918   826%  36.5 4245s
 14860764 13122704 -2919.7918   83  256  402.00000 -2919.7918   826%  36.5 4251s
 14875453 13136027 -2919.7918   70  250  402.00000 -2919.7918   826%  36.5 4255s
 14894372 13149990 -877.57559  234   47  402.00000 -2919.7918   826%  36.5 4260s
 14908893 13165432 -2919.7918  105  249  402.00000 -2919.7918   826%  36.5 4265s
 14927058 13179823 -2919.7918   74  251  402.00000 -2919.7918   826%  36.5 4270s
 14947468 13198319 -2919.7918   81  270  402.00000 -2919.7918   826%  36.5 4275s
 14965899 13213205 -2919.7918   87  191  402.00000 -2919.7918   826%  36.5 4280s
 14986202 13230399 -2919.7918   86  211  402.00000 -2919.7918   826%  36.5 4285s
 15003112 13245660 -2919.7918  119  176  402.00000 -2919.7918   826%  36.5 4291s
 15021714 13259173 -2919.7918   88  242  402.00000 -2919.7918   826%  36.5 4295s
 15037048 13276211 -2919.7918  111  201  402.00000 -2919.7918   826%  36.5 4300s
 15059420 13296185 -2919.7918   98  177  402.00000 -2919.7918   826%  36.5 4305s
 15079637 13311917 -2919.7918  191   94  402.00000 -2919.7918   826%  36.5 4310s
 15100156 13328034 -2919.7918   92  172  402.00000 -2919.7918   826%  36.5 4321s
 15106866 13339191 -2919.7918  104  224  402.00000 -2919.7918   826%  36.5 4325s
 15127582 13357281 -1964.3787  215   75  402.00000 -2919.7918   826%  36.5 4330s
 15146844 13372607 -2919.7918  110  193  402.00000 -2919.7918   826%  36.5 4335s
 15158735 13385489 -2919.7918   93  238  402.00000 -2919.7918   826%  36.5 4340s
 15182915 13406823 -2919.7918  130  184  402.00000 -2919.7918   826%  36.5 4345s
 15206370 13425351 -2919.7918   92  224  402.00000 -2919.7918   826%  36.5 4350s
 15225726 13442560 -2919.7918   94  207  402.00000 -2919.7918   826%  36.5 4355s
 15245575 13460441 -2919.7918   93  234  402.00000 -2919.7918   826%  36.5 4360s
 15270222 13482057 -2919.7918   60  279  402.00000 -2919.7918   826%  36.5 4365s
 15286989 13498745 -2919.7918   80  244  402.00000 -2919.7918   826%  36.5 4370s
 15305308 13511719 -2919.7918   86  213  402.00000 -2919.7918   826%  36.5 4375s
 15321396 13528155 -2919.7918   77  267  402.00000 -2919.7918   826%  36.5 4380s
 15337521 13539061 -2919.7918   84  232  402.00000 -2919.7918   826%  36.5 4396s
 15351813 13554337 -2919.7918   84  269  402.00000 -2919.7918   826%  36.5 4400s
 15364568 13565570 -2919.7918  119  237  402.00000 -2919.7918   826%  36.5 4405s
 15383930 13582092 -2919.7918   86  247  402.00000 -2919.7918   826%  36.5 4410s
 15402535 13597257 -2919.7918   99  211  402.00000 -2919.7918   826%  36.5 4415s
 15419733 13614671 -2919.7918   99  164  402.00000 -2919.7918   826%  36.5 4420s
 15439418 13632153 -2919.7918   91  228  402.00000 -2919.7918   826%  36.5 4425s
 15457126 13648061 -2919.7918  157  146  402.00000 -2919.7918   826%  36.5 4430s
 15481243 13668947 -2919.7918   62  267  402.00000 -2919.7918   826%  36.5 4435s
 15501576 13685434 -2919.7918  153  122  402.00000 -2919.7918   826%  36.5 4440s
 15524108 13705924 -2919.7918  138  108  402.00000 -2919.7918   826%  36.5 4445s
 15548846 13727556 -2919.7918   63  274  402.00000 -2919.7918   826%  36.5 4450s
 15570494 13747488 -2919.7918  110  206  402.00000 -2919.7918   826%  36.5 4455s
 15593105 13765941 -2919.7918   90  247  402.00000 -2919.7918   826%  36.5 4460s
 15610721 13783438 -2919.7918  117  223  402.00000 -2919.7918   826%  36.5 4465s
 15623288 13793307 -2919.7918   77  224  402.00000 -2919.7918   826%  36.5 4470s
 15644044 13813988 -2919.7918   77  237  402.00000 -2919.7918   826%  36.5 4475s
 15667225 13835251 -2919.7918   82  224  402.00000 -2919.7918   826%  36.5 4480s
 15686969 13851201 -2919.7918  103  180  402.00000 -2919.7918   826%  36.5 4485s
 15705581 13867713 -2919.7918   81  255  402.00000 -2919.7918   826%  36.5 4490s
 15719909 13880475 -2919.7918   96  246  402.00000 -2919.7918   826%  36.5 4495s
 15744885 13901951 -2919.7918   89  270  402.00000 -2919.7918   826%  36.5 4500s
 15770750 13923672 -2663.6742  174   76  402.00000 -2919.7918   826%  36.5 4505s
 15791294 13943112 -2919.7918  167  117  402.00000 -2919.7918   826%  36.5 4510s
 15812859 13961591 -2919.7918   73  313  402.00000 -2919.7918   826%  36.4 4515s
 15834613 13980006 -2919.7918   95  244  402.00000 -2919.7918   826%  36.4 4520s
 15853244 13997294 -2919.7918  104  249  402.00000 -2919.7918   826%  36.4 4525s
 15876463 14017501 -2919.7918   85  255  402.00000 -2919.7918   826%  36.4 4530s
 15888016 14024354 -879.94735  214   47  402.00000 -2919.7918   826%  36.4 4535s
 15907675 14043617 -2919.7918  181   94  402.00000 -2919.7918   826%  36.4 4540s
 15928332 14062666 -2919.7918   82  230  402.00000 -2919.7918   826%  36.4 4545s
 15950735 14080805 -2919.7918   91  157  402.00000 -2919.7918   826%  36.4 4550s
 15970160 14099431 -2919.7918  106  200  402.00000 -2919.7918   826%  36.4 4555s
 15989677 14121222 -2919.7918  120  207  402.00000 -2919.7918   826%  36.4 4564s
 15998966 14125312 -2919.7918  114  173  402.00000 -2919.7918   826%  36.4 4565s
 16020808 14144101 -2919.7918  116  245  402.00000 -2919.7918   826%  36.4 4570s
 16043982 14162601 -2919.7918  103  222  402.00000 -2919.7918   826%  36.4 4576s
 16062371 14180966 -2919.7918   67  213  402.00000 -2919.7918   826%  36.4 4580s
 16081869 14198114     cutoff  217       402.00000 -2919.7918   826%  36.4 4585s
 16107797 14221591 -2919.7918   94  273  402.00000 -2919.7918   826%  36.3 4590s
