
Gurobi 11.0.0 (linux64) logging started Sat Aug 31 16:31:46 2024

Set parameter LogFile to value "gurobi_log/com_penalty/gurobi_log/random14.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 196 columns and 0 nonzeros
Model fingerprint: 0x16e538e7
Model has 5292 quadratic objective terms
Variable types: 0 continuous, 196 integer (196 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [4e+02, 4e+02]
  QObjective range [1e+01, 4e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 2996.0000000
Found heuristic solution: objective 516.0000000
Found heuristic solution: objective 398.0000000
Found heuristic solution: objective 395.0000000
Presolve time: 0.03s
Presolved: 0 rows, 196 columns, 0 nonzeros
Presolved model has 5292 quadratic objective terms
Variable types: 0 continuous, 196 integer (196 binary)
Found heuristic solution: objective 351.0000000

Root relaxation: objective -2.078594e+03, 197 iterations, 0.01 seconds (0.01 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 23004706 17192368 -1555.8883   94  103  306.00000 -1555.8883   608%  25.8 1400s
 23106854 17268308 -1555.8883  104   92  306.00000 -1555.8883   608%  25.8 1405s
 23209324 17340530 -1555.8883  123   92  306.00000 -1555.8883   608%  25.8 1410s
 23306508 17411086 -1372.8721  104   59  306.00000 -1555.8883   608%  25.7 1415s
 23408769 17485254 -598.60969  159   45  306.00000 -1555.8883   608%  25.7 1420s
 23507106 17553280   25.88337  140   33  306.00000 -1555.8883   608%  25.7 1425s
 23610240 17627887 -213.28114  126   37  306.00000 -1555.8883   608%  25.7 1430s
 23704775 17697578 -1126.9881  149   57  306.00000 -1555.8883   608%  25.7 1435s
 23806519 17770150 -1555.8883  121   74  306.00000 -1555.8883   608%  25.7 1440s
 23909035 17843425    3.34998  150   27  306.00000 -1555.8883   608%  25.7 1445s
 23992399 17900736 -1333.5117  135   63  306.00000 -1555.8883   608%  25.7 1451s
 24053797 17947568 -1555.8883  105  100  306.00000 -1555.8883   608%  25.7 1455s
 24144242 18013720 -1555.8883   92  109  306.00000 -1555.8883   608%  25.6 1460s
 24236960 18079595 -1555.8883  130   92  306.00000 -1555.8883   608%  25.6 1465s
 24324342 18139960 -1555.8883   96   92  306.00000 -1555.8883   608%  25.6 1470s
 24403654 18194647 -1555.8883  128   77  306.00000 -1555.8883   608%  25.6 1476s
 24473183 18247530 -1555.8883   96   89  306.00000 -1555.8883   608%  25.6 1480s
 24550719 18302279    4.80622  153   28  306.00000 -1555.8883   608%  25.6 1485s
 24635988 18366794 -1555.8883  122   86  306.00000 -1555.8883   608%  25.6 1490s
 24736035 18440257 -1555.8883  119  111  306.00000 -1555.8883   608%  25.6 1495s
 24834997 18510468 -1481.6220  123   66  306.00000 -1555.8883   608%  25.6 1500s
 24938862 18586023 -1555.8883  111  125  306.00000 -1555.8883   608%  25.6 1505s
 25034932 18655275 -899.64016  128   50  306.00000 -1555.8883   608%  25.6 1510s
 25134932 18729294 -1555.8883  115   86  306.00000 -1555.8883   608%  25.6 1515s
 25234563 18801649 -643.37336  145   33  306.00000 -1555.8883   608%  25.6 1520s
 25290981 18842245 -1555.8883  119   85  306.00000 -1555.8883   608%  25.6 1525s
 25388830 18914926 -1555.8883  109  110  306.00000 -1555.8883   608%  25.5 1530s
 25490765 18989864 -1555.8883  104  100  306.00000 -1555.8883   608%  25.5 1535s
 25593984 19063119 -1555.8883   92   85  306.00000 -1555.8883   608%  25.5 1540s
 25696546 19137671 -533.09757  100   55  306.00000 -1555.8883   608%  25.5 1545s
 25799437 19211465 -1555.8883  132  102  306.00000 -1555.8883   608%  25.5 1550s
 25901359 19286602 -1555.8883   87  109  306.00000 -1555.8883   608%  25.5 1555s
 25999767 19357436 -1555.8883   80  120  306.00000 -1555.8883   608%  25.5 1560s
 26102344 19432159 -832.58448  129   45  306.00000 -1555.8883   608%  25.5 1565s
 26202054 19503827 -1555.8883  126   70  306.00000 -1555.8883   608%  25.5 1570s
 26300658 19575344 -1555.8883  108   64  306.00000 -1555.8883   608%  25.5 1575s
 26402166 19648597 -1555.8883  105   98  306.00000 -1555.8883   608%  25.5 1580s
 26496221 19714768 -1555.8883  106  100  306.00000 -1555.8883   608%  25.4 1585s
 26591547 19785224 -1555.8883   99   96  306.00000 -1555.8883   608%  25.4 1590s
 26656294 19831834 -1555.8883  113  108  306.00000 -1555.8883   608%  25.4 1595s
 26727520 19883306 -1555.8883  120   81  306.00000 -1555.8883   608%  25.4 1600s
 26828758 19954332 -1220.0242  105   74  306.00000 -1555.8883   608%  25.4 1605s
 26928173 20024374 -1555.8883  109   86  306.00000 -1555.8883   608%  25.4 1610s
 27030713 20096652  269.80367  148   20  306.00000 -1555.8883   608%  25.4 1615s
 27136992 20174205 -1555.8883  112   85  306.00000 -1555.8883   608%  25.4 1620s
 27240267 20246885 -632.89905  133   49  306.00000 -1555.8883   608%  25.4 1625s
 27340292 20319427 -1555.8883   92  103  306.00000 -1555.8883   608%  25.4 1630s
 27440019 20392506 -1555.8883  118   72  306.00000 -1555.8883   608%  25.4 1635s
 27535522 20460042 -1555.8883  123   99  306.00000 -1555.8883   608%  25.4 1640s
 27635556 20528850 -1555.8883  102  101  306.00000 -1555.8883   608%  25.3 1645s
 27731043 20595992 -1555.8883  152   68  306.00000 -1555.8883   608%  25.3 1650s
 27790241 20638142 -1555.8883  114   89  306.00000 -1555.8883   608%  25.3 1655s
 27884878 20705623 -1555.8883  111  115  306.00000 -1555.8883   608%  25.3 1660s
 27981759 20776206 -168.94149  150   30  306.00000 -1555.8883   608%  25.3 1665s
 28083620 20848115     cutoff  146       306.00000 -1555.8883   608%  25.3 1670s
 28183542 20919929 -565.22128  140   49  306.00000 -1555.8883   608%  25.3 1675s
 28284267 20990153 -911.93668  121   60  306.00000 -1555.8883   608%  25.3 1680s
 28390807 21067849 -774.67572  114   58  306.00000 -1555.8883   608%  25.3 1685s
 28487189 21136034 -1555.8883  109  105  306.00000 -1555.8883   608%  25.3 1690s
 28579030 21201332 -1555.8883  110   82  306.00000 -1555.8883   608%  25.3 1695s
 28641736 21245811 -1555.8883  117  100  306.00000 -1555.8883   608%  25.3 1700s
 28745095 21321773 -1555.8883   92  129  306.00000 -1555.8883   608%  25.3 1705s
 28812903 21369057 -1555.8883  104   80  306.00000 -1555.8883   608%  25.3 1710s
 28917117 21442549 -1555.8883  123   78  306.00000 -1555.8883   608%  25.2 1715s
 29018224 21516468 -1548.9963  104   81  306.00000 -1555.8883   608%  25.2 1720s
 29120156 21589912 -1555.8883   96   64  306.00000 -1555.8883   608%  25.2 1725s
 29220333 21661554 -1555.8883  139   75  306.00000 -1555.8883   608%  25.2 1730s
 29320491 21732707 -1555.8883  110  105  306.00000 -1555.8883   608%  25.2 1735s
 29373434 21771708 -1555.8883  125   79  306.00000 -1555.8883   608%  25.2 1740s
 29471667 21840909 -1555.8883  109   77  306.00000 -1555.8883   608%  25.2 1745s
 29567820 21908343 -1555.8883  113   81  306.00000 -1555.8883   608%  25.2 1750s
 29673367 21983089 -1555.8883   92  108  306.00000 -1555.8883   608%  25.2 1755s
 29774640 22055141 -1555.8883   95   93  306.00000 -1555.8883   608%  25.2 1760s
 29875128 22126275 -1555.8883  113  110  306.00000 -1555.8883   608%  25.2 1765s
 29974015 22196725 -1088.9892  127   60  306.00000 -1555.8883   608%  25.2 1770s
 30078132 22271069 -1555.8883   94   91  306.00000 -1555.8883   608%  25.2 1775s
 30182684 22345916 -1555.8883  105   98  306.00000 -1555.8883   608%  25.1 1780s
 30282346 22416063 -1555.8883  117   90  306.00000 -1555.8883   608%  25.1 1785s
 30379417 22486669 -1318.4490  118   70  306.00000 -1555.8883   608%  25.1 1790s
 30482867 22561231 -1469.3053  102   69  306.00000 -1555.8883   608%  25.1 1795s
 30579343 22629935  142.59160  152   33  306.00000 -1555.8883   608%  25.1 1800s
 30679205 22701179 -1555.8883  104  101  306.00000 -1555.8883   608%  25.1 1805s
 30777550 22773446 -1547.7808  143   61  306.00000 -1555.8883   608%  25.1 1810s
 30879321 22845306 -1555.8883  116   96  306.00000 -1555.8883   608%  25.1 1815s
 30924844 22897848 -1555.8883  105  110  306.00000 -1555.8883   608%  25.1 1820s
 30991331 22924926 -1555.8883  118   80  306.00000 -1555.8883   608%  25.1 1825s
 31094720 22997890 -1555.8883  121  106  306.00000 -1555.8883   608%  25.1 1830s
 31196074 23071495   74.91356  148   40  306.00000 -1555.8883   608%  25.1 1835s
 31299898 23146882     cutoff  112       306.00000 -1555.8883   608%  25.0 1840s
 31405526 23220908 -1141.0546  126   47  306.00000 -1555.8883   608%  25.0 1845s
 31502061 23291088 -1555.8883  119  104  306.00000 -1555.8883   608%  25.0 1850s
 31610591 23367864  -39.46256  144   51  306.00000 -1555.8883   608%  25.0 1855s
 31679147 23417428 -1555.8883   79   97  306.00000 -1555.8883   608%  25.0 1860s
 31781263 23488782 -1555.8883  104  100  306.00000 -1555.8883   608%  25.0 1865s
 31882103 23559437 -1263.2094  128   60  306.00000 -1555.8883   608%  25.0 1870s
 31971845 23631339 -1555.8883  125   80  306.00000 -1555.8883   608%  25.0 1875s
 32054374 23680832 -1534.7119  119   69  306.00000 -1555.8883   608%  25.0 1880s
 32135491 23741193 -1555.8883  120   91  306.00000 -1555.8883   608%  25.0 1885s
 32239760 23814231 -1555.8883  116   89  306.00000 -1555.8883   608%  25.0 1890s
 32339298 23885852 -1555.8883  108  100  306.00000 -1555.8883   608%  25.0 1895s
 32438403 23956868 -1555.8883  138   93  306.00000 -1555.8883   608%  25.0 1900s
 32535430 24025343 -204.90725  122   42  306.00000 -1555.8883   608%  25.0 1905s
 32641332 24100101 -1555.8883  115  103  306.00000 -1555.8883   608%  24.9 1910s
 32738400 24167895 -1555.8883   99   87  306.00000 -1555.8883   608%  24.9 1915s
 32842893 24240568 -531.94303  139   45  306.00000 -1555.8883   608%  24.9 1920s
 32948830 24315174 -1555.8883  107   99  306.00000 -1555.8883   608%  24.9 1925s
 33054554 24389133 -1555.8883  110   94  306.00000 -1555.8883   608%  24.9 1930s
 33156286 24461531 -1555.8883  107  102  306.00000 -1555.8883   608%  24.9 1935s
 33259368 24534928 -1555.8883  102  110  306.00000 -1555.8883   608%  24.9 1940s
 33324118 24582907 -1555.8883  121   76  306.00000 -1555.8883   608%  24.9 1945s
 33383483 24624114 -1555.8883  128   78  306.00000 -1555.8883   608%  24.9 1950s
 33477681 24690604 -586.31269  125   46  306.00000 -1555.8883   608%  24.9 1955s
 33578610 24761689 -1555.8883  138  105  306.00000 -1555.8883   608%  24.9 1960s
 33684335 24835161     cutoff  141       306.00000 -1555.8883   608%  24.9 1965s
 33790224 24911898 -1555.8883  111   83  306.00000 -1555.8883   608%  24.9 1970s
 33893121 24985139 -1555.8883  102  112  306.00000 -1555.8883   608%  24.9 1975s
 33997816 25058045 -1555.8883  131   90  306.00000 -1555.8883   608%  24.8 1980s
 34101661 25132071 -1555.8883  122  102  306.00000 -1555.8883   608%  24.8 1985s
 34204363 25205754 -1555.8883   99   93  306.00000 -1555.8883   608%  24.8 1990s
 34310191 25281546 -1555.8883  145   78  306.00000 -1555.8883   608%  24.8 1995s
 34411527 25352483 -1555.8883  121  110  306.00000 -1555.8883   608%  24.8 2000s
 34514561 25426733 -1555.8883   91   99  306.00000 -1555.8883   608%  24.8 2005s
 34613059 25495937 -1314.6493  156   60  306.00000 -1555.8883   608%  24.8 2010s
 34666527 25533408 -1555.8883  128   68  306.00000 -1555.8883   608%  24.8 2015s
 34766361 25603975 -1555.8883  112   66  306.00000 -1555.8883   608%  24.8 2020s
 34838516 25655249 -1331.8251  132   62  306.00000 -1555.8883   608%  24.8 2025s
 34946080 25732460 -598.36103  147   44  306.00000 -1555.8883   608%  24.8 2030s
 35054372 25809541  148.53486  126   33  306.00000 -1555.8883   608%  24.8 2035s
 35164631 25888776 -1555.8883  129   76  306.00000 -1555.8883   608%  24.8 2040s
 35267169 25961403 -1555.8883   90   93  306.00000 -1555.8883   608%  24.8 2045s
 35374072 26036076     cutoff  138       306.00000 -1555.8883   608%  24.7 2050s
 35482675 26114681 -1555.8883  126   88  306.00000 -1555.8883   608%  24.7 2055s
 35589600 26191501 -1555.8883  128  101  306.00000 -1555.8883   608%  24.7 2060s
 35694596 26262134 -1181.3401  116   62  306.00000 -1555.8883   608%  24.7 2065s
 35745383 26297080 -455.75914  142   37  306.00000 -1555.8883   608%  24.7 2070s
 35845685 26370134 -1470.9471  128   63  306.00000 -1555.8883   608%  24.7 2075s
 35952518 26443245 -1555.8883  107  106  306.00000 -1555.8883   608%  24.7 2080s
 36052037 26512858 -976.12566  162   45  306.00000 -1555.8883   608%  24.7 2085s
 36152582 26582470 -1555.8883   91   89  306.00000 -1555.8883   608%  24.7 2090s
 36255632 26655451 -1531.3294  125   66  306.00000 -1555.8883   608%  24.7 2095s
 36357502 26728672 -1019.0637  126   62  306.00000 -1555.8883   608%  24.7 2100s
 36459603 26800586 -1555.8883  100  101  306.00000 -1555.8883   608%  24.7 2105s
 36565142 26877106 -1555.8883  123   80  306.00000 -1555.8883   608%  24.7 2110s
 36668239 26948972 -1555.8883  107  114  306.00000 -1555.8883   608%  24.6 2115s
 36768433 27021159 -1555.8883  108   83  306.00000 -1555.8883   608%  24.6 2120s
 36871798 27094559 -330.65410  130   35  306.00000 -1555.8883   608%  24.6 2125s
 36956909 27152768 -1555.8883  103   97  306.00000 -1555.8883   608%  24.6 2130s
 36998061 27183949 -107.18485  148   36  306.00000 -1555.8883   608%  24.6 2135s
 37097123 27252791 -417.57210  154   37  306.00000 -1555.8883   608%  24.6 2140s
 37200433 27325014 -1555.8883  105   85  306.00000 -1555.8883   608%  24.6 2145s
 37300630 27397887 -1555.8883  119   98  306.00000 -1555.8883   608%  24.6 2150s
 37411196 27476255 -1555.8883   97   89  306.00000 -1555.8883   608%  24.6 2155s
 37514740 27547765 -1555.8883  101  101  306.00000 -1555.8883   608%  24.6 2160s
 37619051 27620752 -1555.8883  130   94  306.00000 -1555.8883   608%  24.6 2165s
 37725922 27695366 -1555.8883  107   71  306.00000 -1555.8883   608%  24.6 2170s
 37823467 27763201 -1555.8883  131  108  306.00000 -1555.8883   608%  24.6 2175s
 37926782 27835285  202.42915  162   21  306.00000 -1555.8883   608%  24.6 2180s
 38029603 27906955 -1260.9821  131   64  306.00000 -1555.8883   608%  24.6 2185s
 38131404 27980698 -1555.8883  109   83  306.00000 -1555.8883   608%  24.5 2190s
 38181839 28013439 -1555.8883  122   67  306.00000 -1555.8883   608%  24.5 2196s
 38241294 28057365 -640.22867  120   47  306.00000 -1555.8883   608%  24.5 2200s
 38340637 28128207 -1485.5542  120   60  306.00000 -1555.8883   608%  24.5 2205s
 38439156 28198890 -1555.8883  120   99  306.00000 -1555.8883   608%  24.5 2210s
 38544325 28272634 -1555.8883  110   81  306.00000 -1555.8883   608%  24.5 2215s
 38646894 28345188 -437.72303  140   33  306.00000 -1555.8883   608%  24.5 2220s
 38751571 28417198 -1555.8883  113  105  306.00000 -1555.8883   608%  24.5 2225s
 38852620 28490201 -1555.8883  126   83  306.00000 -1555.8883   608%  24.5 2230s
 38959191 28565485 -1555.8883  109  106  306.00000 -1555.8883   608%  24.5 2235s
 39064034 28639780 -1555.8883  121  103  306.00000 -1555.8883   608%  24.5 2240s
 39169733 28713347 -1555.8883  128   99  306.00000 -1555.8883   608%  24.5 2245s
 39266794 28778828  169.03558  144   28  306.00000 -1555.8883   608%  24.5 2250s
 39344458 28836054 -1555.8883  112  106  306.00000 -1555.8883   608%  24.5 2255s
 39405305 28878315 -939.52162  114   69  306.00000 -1555.8883   608%  24.5 2260s
 39507444 28948675 -1555.8883  109   82  306.00000 -1555.8883   608%  24.5 2265s
 39610378 29020496 -1555.8883  130   97  306.00000 -1555.8883   608%  24.5 2270s
 39711963 29092399 -1555.8883  122   94  306.00000 -1555.8883   608%  24.5 2275s
 39821095 29168130 -1555.8883  108   82  306.00000 -1555.8883   608%  24.5 2280s
 39925087 29241617 -1555.8883  112   74  306.00000 -1555.8883   608%  24.4 2285s
 40033693 29318133 -1155.7594  117   52  306.00000 -1555.8883   608%  24.4 2290s
 40140778 29393237 -1555.8883  108  114  306.00000 -1555.8883   608%  24.4 2295s
 40246996 29465990 -1555.8883  114   88  306.00000 -1555.8883   608%  24.4 2300s
 40350098 29539191 -1555.8883   90   99  306.00000 -1555.8883   608%  24.4 2305s
 40453826 29611449 -1555.8883  123   84  306.00000 -1555.8883   608%  24.4 2310s
 40519413 29657377     cutoff  165       306.00000 -1555.8883   608%  24.4 2315s
 40628967 29735179 -1555.8883  123   98  306.00000 -1555.8883   608%  24.4 2320s
 40738653 29813491 -1555.8883  149   60  306.00000 -1555.8883   608%  24.4 2325s
 40839922 29884568 -1555.8883  111   96  306.00000 -1555.8883   608%  24.4 2330s
 40948559 29963042 -1555.8883  108  100  306.00000 -1555.8883   608%  24.4 2335s
 41048305 30033856 -1555.8883  128   97  306.00000 -1555.8883   608%  24.4 2340s
 41118339 30081870 -1555.8883  101  107  306.00000 -1555.8883   608%  24.4 2345s
 41221684 30151493 -1555.8883  103  108  306.00000 -1555.8883   608%  24.4 2350s
 41327466 30225881 -1555.8883  117   84  306.00000 -1555.8883   608%  24.4 2355s
 41436549 30302979 -1384.1489  118   56  306.00000 -1555.8883   608%  24.4 2360s
 41537206 30373674 -1555.8883  103  114  306.00000 -1555.8883   608%  24.4 2365s
 41598082 30416962 -1175.1284  137   56  306.00000 -1555.8883   608%  24.4 2370s
 41705098 30493421 -1555.8883  112  106  306.00000 -1555.8883   608%  24.3 2375s
 41813565 30570392 -1555.8883  136   84  306.00000 -1555.8883   608%  24.3 2380s
 41919296 30642778 -1555.8883  116   70  306.00000 -1555.8883   608%  24.3 2385s
 42028307 30718118 -1555.8883   99   92  306.00000 -1555.8883   608%  24.3 2390s
 42130417 30791501 -1555.8883  100   95  306.00000 -1555.8883   608%  24.3 2395s
 42239004 30865746 -1555.8883  112   98  306.00000 -1555.8883   608%  24.3 2400s
 42345067 30941038 -1555.8883   95   93  306.00000 -1555.8883   608%  24.3 2405s
 42453641 31017270 -1555.8883  125   92  306.00000 -1555.8883   608%  24.3 2410s
 42560453 31093076 -1555.8883  113   81  306.00000 -1555.8883   608%  24.3 2415s
 42665352 31166390 -1203.6372  127   57  306.00000 -1555.8883   608%  24.3 2420s
 42727583 31209064 -1555.8883  107  106  306.00000 -1555.8883   608%  24.3 2425s
 42825517 31278771 -1543.7783  141   57  306.00000 -1555.8883   608%  24.3 2430s
 42940828 31360962 -1555.8883  119  103  306.00000 -1555.8883   608%  24.3 2435s
 43042694 31432824 -1555.8883   90  101  306.00000 -1555.8883   608%  24.3 2440s
 43146216 31505380  -34.25074  127   37  306.00000 -1555.8883   608%  24.3 2445s
 43254895 31581204 -1537.3499  132   61  306.00000 -1555.8883   608%  24.3 2450s
 43358279 31652813 -1555.8883  101  121  306.00000 -1555.8883   608%  24.2 2455s
 43467156 31727931 -1555.8883  111   84  306.00000 -1555.8883   608%  24.2 2460s
 43571032 31801260 -291.07886  157   49  306.00000 -1555.8883   608%  24.2 2465s
 43642976 31852061 -870.36642  136   59  306.00000 -1555.8883   608%  24.2 2470s
 43747337 31923613 -1328.9948  127   71  306.00000 -1555.8883   608%  24.2 2475s
 43854164 31998043 -1555.8883  129   81  306.00000 -1555.8883   608%  24.2 2480s
 43961271 32072956 -1555.8883  113   98  306.00000 -1555.8883   608%  24.2 2485s
 44066014 32147126 -1366.5911  137   60  306.00000 -1555.8883   608%  24.2 2490s
 44163290 32213248 -506.29979  125   41  306.00000 -1555.8883   608%  24.2 2495s
 44269595 32287952 -1555.8883  142   79  306.00000 -1555.8883   608%  24.2 2500s
 44334458 32331731 -1555.8883  101   91  306.00000 -1555.8883   608%  24.2 2505s
 44442031 32408894 -1555.8883  121  108  306.00000 -1555.8883   608%  24.2 2510s
 44548185 32480691  -64.79816  134   32  306.00000 -1555.8883   608%  24.2 2515s
 44603001 32519347 -1555.8883   98  104  306.00000 -1555.8883   608%  24.2 2520s
 44704211 32593387 -291.66034  154   43  306.00000 -1555.8883   608%  24.2 2525s
 44812992 32668970 -1555.8883  120   95  306.00000 -1555.8883   608%  24.2 2530s
 44919887 32744457 -1555.8883  101   95  306.00000 -1555.8883   608%  24.2 2535s
 45028568 32820125 -611.37937  155   52  306.00000 -1555.8883   608%  24.2 2540s
 45089348 32864068 -1555.8883  108   91  306.00000 -1555.8883   608%  24.1 2545s
 45188019 32931595 -1555.8883  113  103  306.00000 -1555.8883   608%  24.1 2550s
 45262817 32984674 -130.74902  122   30  306.00000 -1555.8883   608%  24.1 2555s
 45369958 33060066 -1012.2773  129   54  306.00000 -1555.8883   608%  24.1 2560s
 45475157 33132380     cutoff  139       306.00000 -1555.8883   608%  24.1 2565s
 45577475 33207351 -391.34390  142   48  306.00000 -1555.8883   608%  24.1 2570s
 45688616 33284292 -1415.4512  106   71  306.00000 -1555.8883   608%  24.1 2575s
 45800837 33364362     cutoff  143       306.00000 -1555.8883   608%  24.1 2580s
 45906991 33437808 -1036.7473  116   55  306.00000 -1555.8883   608%  24.1 2585s
 46021773 33517565 -1555.8883  129   95  306.00000 -1555.8883   608%  24.1 2590s
 46128165 33590907 -1555.8883  117   92  306.00000 -1555.8883   608%  24.1 2595s
 46227645 33659894 -1555.8883  103   77  306.00000 -1555.8883   608%  24.1 2600s
 46333963 33734208 -1555.8883   99  104  306.00000 -1555.8883   608%  24.1 2605s
 46400110 33781812 -1555.8883  120  106  306.00000 -1555.8883   608%  24.1 2610s
 46514614 33861769 -1555.8883  106   99  306.00000 -1555.8883   608%  24.1 2615s
 46620260 33934134 -1555.8883  124   83  306.00000 -1555.8883   608%  24.1 2620s
 46723179 34005776 -1555.8883  103  102  306.00000 -1555.8883   608%  24.1 2625s
 46815604 34067478 -557.20593  137   40  306.00000 -1555.8883   608%  24.1 2630s
 46901985 34131048 -1555.8883  101   75  306.00000 -1555.8883   608%  24.1 2635s
 47009033 34206246 -1555.8883  108   89  306.00000 -1555.8883   608%  24.0 2640s
 47120904 34284142 -1555.8883  105   92  306.00000 -1555.8883   608%  24.0 2645s
 47227295 34359315 -1457.4160  109   71  306.00000 -1555.8883   608%  24.0 2650s
 47339033 34436238   83.03153  182   27  306.00000 -1555.8883   608%  24.0 2655s
 47446623 34513915 -1555.8883   98   96  306.00000 -1555.8883   608%  24.0 2660s
 47551731 34585943 -1555.8883   89  103  306.00000 -1555.8883   608%  24.0 2665s
 47657778 34660807     cutoff  160       306.00000 -1555.8883   608%  24.0 2670s
 47755941 34727521 -1555.8883  116  103  306.00000 -1555.8883   608%  24.0 2675s
 47860761 34798483 -1555.8883  104   93  306.00000 -1555.8883   608%  24.0 2680s
 47959986 34867066  228.91681  154   21  306.00000 -1555.8883   608%  24.0 2685s
 48061625 34938334 -1555.8883  100   92  306.00000 -1555.8883   608%  24.0 2690s
 48122435 34981776 -1555.8883   95  100  306.00000 -1555.8883   608%  24.0 2695s
 48227199 35054379 -1555.8883  120  101  306.00000 -1555.8883   608%  24.0 2700s
 48339479 35131583 -1555.8883  112   88  306.00000 -1555.8883   608%  24.0 2705s
 48448806 35209332 -1555.8883  110   87  306.00000 -1555.8883   608%  24.0 2710s
 48554444 35282684 -1133.7350  119   68  306.00000 -1555.8883   608%  24.0 2715s
 48664037 35359384 -1555.8883   87  118  306.00000 -1555.8883   608%  24.0 2720s
 48768364 35433470 -897.34225  112   54  306.00000 -1555.8883   608%  24.0 2725s
 48871932 35503913 -566.01570  127   50  306.00000 -1555.8883   608%  24.0 2730s
 48975679 35576683 -1555.8883  123  105  306.00000 -1555.8883   608%  24.0 2735s
 49052070 35629413 -1555.8883  109   83  306.00000 -1555.8883   608%  24.0 2740s
 49155728 35700351 -1555.8883  126   80  306.00000 -1555.8883   608%  23.9 2745s
 49257259 35769671  -32.68322  144   18  306.00000 -1555.8883   608%  23.9 2750s
 49319954 35813535 -1555.8883  110   93  306.00000 -1555.8883   608%  23.9 2755s
 49419310 35881539 -1555.8883  112   95  306.00000 -1555.8883   608%  23.9 2760s
 49528758 35958373 -1555.8883   94   66  306.00000 -1555.8883   608%  23.9 2765s
 49643763 36037970 -1555.8883  110   92  306.00000 -1555.8883   608%  23.9 2770s
 49753893 36114830 -1555.8883  134   87  306.00000 -1555.8883   608%  23.9 2775s
 49859054 36188385   93.79738  149   30  306.00000 -1555.8883   608%  23.9 2780s
 49965428 36265055 -1555.8883  102   79  306.00000 -1555.8883   608%  23.9 2785s
 50076445 36342858 -1555.8883  133   92  306.00000 -1555.8883   608%  23.9 2790s
 50182704 36415070 -1555.8883  153   71  306.00000 -1555.8883   608%  23.9 2795s
 50290233 36492741 -1555.8883  128   71  306.00000 -1555.8883   608%  23.9 2800s
 50391368 36562243 -1555.8883  102  108  306.00000 -1555.8883   608%  23.9 2805s
 50492494 36632450 -1555.8883   90  105  306.00000 -1555.8883   608%  23.9 2810s
 50596475 36706622 -1555.8883   88  108  306.00000 -1555.8883   608%  23.9 2815s
 50660578 36749385  188.98405  118   34  306.00000 -1555.8883   608%  23.9 2820s
 50769626 36825780 -1555.8883  114   99  306.00000 -1555.8883   608%  23.9 2825s
 50872351 36897836 -1555.8883  123   92  306.00000 -1555.8883   608%  23.9 2830s
 50978396 36972747 -1172.5004  137   57  306.00000 -1555.8883   608%  23.9 2835s
 51078438 37041173 -1555.8883  102   99  306.00000 -1555.8883   608%  23.9 2840s
 51182579 37112350 -1555.8883  130   90  306.00000 -1555.8883   608%  23.9 2845s
 51255511 37163184 -930.15777  117   43  306.00000 -1555.8883   608%  23.8 2850s
 51328054 37210583 -1555.8883  134   97  306.00000 -1555.8883   608%  23.8 2855s
 51408388 37271597 -1555.8883  131   91  306.00000 -1555.8883   608%  23.8 2860s
 51515707 37344819 -1298.3063  116   58  306.00000 -1555.8883   608%  23.8 2865s
 51630279 37427362     cutoff  139       306.00000 -1555.8883   608%  23.8 2870s
 51702099 37474550 -1555.8883  117   92  306.00000 -1555.8883   608%  23.8 2875s
 51802095 37546930 -1555.8883   96   89  306.00000 -1555.8883   608%  23.8 2880s
 51908476 37619175 -144.86173  137   30  306.00000 -1555.8883   608%  23.8 2885s
 52012411 37691133 -543.28845  130   49  306.00000 -1555.8883   608%  23.8 2890s
 52116231 37763253 -1555.8883  106  109  306.00000 -1555.8883   608%  23.8 2895s
 52226234 37839118 -1555.8883  120   91  306.00000 -1555.8883   608%  23.8 2900s
 52334004 37914166 -1555.8883  127  101  306.00000 -1555.8883   608%  23.8 2905s
 52444639 37991939 -1555.8883  112  109  306.00000 -1555.8883   608%  23.8 2910s
 52548675 38062801 -1048.5239  111   41  306.00000 -1555.8883   608%  23.8 2915s
 52637294 38122453 -1555.8883  111   79  306.00000 -1555.8883   608%  23.8 2920s
 52720362 38181652 -1555.8883  119   81  306.00000 -1555.8883   608%  23.8 2925s
 52824577 38253697 -1555.8883   99   88  306.00000 -1555.8883   608%  23.8 2930s
 52929115 38327622 -1555.8883  117   75  306.00000 -1555.8883   608%  23.8 2935s
 53037758 38404036 -1555.8883  106   98  306.00000 -1555.8883   608%  23.8 2940s
 53148121 38479715 -1555.8883  111   80  306.00000 -1555.8883   608%  23.8 2945s
 53254630 38554095 -451.92216  134   38  306.00000 -1555.8883   608%  23.8 2950s
