
Gurobi 11.0.0 (linux64) logging started Sat Aug 31 20:35:12 2024

Set parameter LogFile to value "gurobi_log/com_penalty/gurobi_log/random16.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 256 columns and 0 nonzeros
Model fingerprint: 0x728dffb8
Model has 7936 quadratic objective terms
Variable types: 0 continuous, 256 integer (256 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [4e+02, 4e+02]
  QObjective range [6e+00, 4e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 3296.0000000
Found heuristic solution: objective 721.0000000
Found heuristic solution: objective 532.0000000
Found heuristic solution: objective 434.0000000
Found heuristic solution: objective 414.0000000
Presolve time: 0.04s
Presolved: 0 rows, 256 columns, 0 nonzeros
Presolved model has 7936 quadratic objective terms
Variable types: 0 continuous, 256 integer (256 binary)

Root relaxation: objective -3.374220e+03, 255 iterations, 0.03 seconds (0.03 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 2335764 2042521 -2965.5573   75  226  304.00000 -2965.5573  1076%  44.6  830s
 2350787 2057881 -2965.5573   80  244  304.00000 -2965.5573  1076%  44.7  835s
 2364255 2068436 -2965.5573   91  222  304.00000 -2965.5573  1076%  44.7  840s
 2377857 2081313 -2965.5573   86  220  304.00000 -2965.5573  1076%  44.8  845s
 2395490 2097813 -2965.5573   85  260  304.00000 -2965.5573  1076%  44.7  850s
 2414841 2114245 -2965.5573  165  138  304.00000 -2965.5573  1076%  44.6  855s
 2428600 2125887 -2965.5573   67  225  304.00000 -2965.5573  1076%  44.7  860s
 2451016 2146159 -2965.5573   75  229  304.00000 -2965.5573  1076%  44.6  865s
 2468793 2160054 -2965.5573   85  154  304.00000 -2965.5573  1076%  44.5  870s
 2485118 2175949 -2965.5573   64  204  304.00000 -2965.5573  1076%  44.5  875s
 2504540 2192113 -2965.5573   77  245  304.00000 -2965.5573  1076%  44.4  880s
 2522104 2207529 -2965.5573   89  237  304.00000 -2965.5573  1076%  44.4  885s
 2540576 2222764 -2965.5573   72  234  304.00000 -2965.5573  1076%  44.3  890s
 2552574 2235246 -2965.5573  109  155  304.00000 -2965.5573  1076%  44.4  895s
 2574945 2253214 -2965.5573   85  238  304.00000 -2965.5573  1076%  44.3  900s
 2591357 2269090 -2965.5573  147  111  304.00000 -2965.5573  1076%  44.3  905s
 2612822 2285813 -2965.5573   97  207  304.00000 -2965.5573  1076%  44.2  910s
 2626437 2298431 -2965.5573   79  214  304.00000 -2965.5573  1076%  44.2  915s
 2647118 2316756 -2965.5573   62  271  304.00000 -2965.5573  1076%  44.1  920s
 2669215 2335597 -2965.5573   60  251  304.00000 -2965.5573  1076%  44.0  926s
 2686552 2349230 -2965.5573   58  265  304.00000 -2965.5573  1076%  44.0  930s
 2700889 2362789 -2965.5573   70  208  304.00000 -2965.5573  1076%  43.9  935s
 2722687 2382530 -2965.5573   71  256  304.00000 -2965.5573  1076%  43.8  940s
 2747407 2403455 -2965.5573   68  276  304.00000 -2965.5573  1076%  43.7  945s
 2764588 2418987 -2965.5573  157  115  304.00000 -2965.5573  1076%  43.7  950s
 2782951 2435046 -2965.5573   94  148  304.00000 -2965.5573  1076%  43.6  955s
 2800464 2449890 -2965.5573  121  189  304.00000 -2965.5573  1076%  43.6  961s
 2815680 2462926 -2965.5573   86  237  304.00000 -2965.5573  1076%  43.6  965s
 2834010 2478945 -2965.5573   84  156  304.00000 -2965.5573  1076%  43.5  971s
 2852400 2493011 -2965.5573   71  223  304.00000 -2965.5573  1076%  43.5  975s
 2866694 2505858 -2965.5573   74  222  304.00000 -2965.5573  1076%  43.5  980s
 2888019 2527175 -2965.5573   66  240  304.00000 -2965.5573  1076%  43.5  986s
 2905689 2541241 -2965.5573   64  251  304.00000 -2965.5573  1076%  43.5  990s
 2923728 2557030 -2965.5573   96  198  304.00000 -2965.5573  1076%  43.4  995s
 2940361 2571290 -2965.5573  121  150  304.00000 -2965.5573  1076%  43.4 1000s
 2957948 2583374 -2965.5573   74  118  304.00000 -2965.5573  1076%  43.4 1005s
 2969793 2596817 -2965.5573  151  152  304.00000 -2965.5573  1076%  43.4 1010s
 2991197 2614341 -2965.5573  109  221  304.00000 -2965.5573  1076%  43.3 1015s
 3002469 2621027 -2965.5573   72  206  304.00000 -2965.5573  1076%  43.2 1020s
 3011939 2632313 -2965.5573   73  190  304.00000 -2965.5573  1076%  43.2 1025s
 3030553 2647462 -2965.5573   55  221  304.00000 -2965.5573  1076%  43.2 1030s
 3045358 2661058 -2965.5573  128  182  304.00000 -2965.5573  1076%  43.2 1035s
 3063968 2677595 -2965.5573   87  151  304.00000 -2965.5573  1076%  43.2 1040s
 3086822 2696677 -2965.5573   73  221  304.00000 -2965.5573  1076%  43.1 1045s
 3099310 2708241 -2965.5573   76  255  304.00000 -2965.5573  1076%  43.2 1050s
 3116158 2722571 -2965.5573   70  196  304.00000 -2965.5573  1076%  43.2 1055s
 3135377 2739686 -2965.5573   71  253  304.00000 -2965.5573  1076%  43.1 1060s
 3151125 2751748 -2965.5573   89  249  304.00000 -2965.5573  1076%  43.1 1065s
 3168980 2767508 -2965.5573  128  214  304.00000 -2965.5573  1076%  43.1 1070s
 3185698 2782553 -2965.5573   58  233  304.00000 -2965.5573  1076%  43.2 1075s
 3200249 2793906  220.28622  160   28  304.00000 -2965.5573  1076%  43.2 1080s
 3220408 2811549 -2965.5573  126  176  304.00000 -2965.5573  1076%  43.1 1085s
 3240399 2828576 -2965.5573   92  248  304.00000 -2965.5573  1076%  43.1 1090s
 3250835 2836854 -2965.5573   98  186  304.00000 -2965.5573  1076%  43.1 1095s
 3269258 2853794 -2965.5573  100  210  304.00000 -2965.5573  1076%  43.1 1100s
 3284344 2865119 -2965.5573   69  238  304.00000 -2965.5573  1076%  43.1 1105s
 3298605 2881004 -2965.5573   87  201  304.00000 -2965.5573  1076%  43.2 1110s
 3318223 2898330 -2965.5573   79  259  304.00000 -2965.5573  1076%  43.1 1115s
 3331404 2908303 -2965.5573   93  226  304.00000 -2965.5573  1076%  43.2 1120s
 3350813 2925821 -2965.5573   85  208  304.00000 -2965.5573  1076%  43.2 1125s
 3360419 2931913 -2965.5573   54  187  304.00000 -2965.5573  1076%  43.1 1130s
 3375379 2947907 -2965.5573   96  202  304.00000 -2965.5573  1076%  43.1 1135s
 3391706 2960593 -2965.5573   74  232  304.00000 -2965.5573  1076%  43.1 1140s
 3403754 2970230 -2965.5573   97  183  304.00000 -2965.5573  1076%  43.2 1145s
 3422020 2986555 -2965.5573   62  237  304.00000 -2965.5573  1076%  43.2 1150s
 3440531 3004379 -2965.5573   90  162  304.00000 -2965.5573  1076%  43.1 1155s
 3458697 3019864 -2965.5573   62  278  304.00000 -2965.5573  1076%  43.1 1160s
 3478133 3036431 -2411.4957  150   83  304.00000 -2965.5573  1076%  43.0 1165s
 3504133 3062061 -2965.5573   75  237  304.00000 -2965.5573  1076%  43.0 1170s
 3534279 3088405 -2965.5573   91  216  304.00000 -2965.5573  1076%  42.9 1176s
 3553935 3102645 -2965.5573   99  130  304.00000 -2965.5573  1076%  42.8 1180s
 3570933 3119168 -2965.5573   69  221  304.00000 -2965.5573  1076%  42.8 1185s
 3592702 3137394 -2965.5573   72  158  304.00000 -2965.5573  1076%  42.8 1190s
 3607903 3150950 -2277.4726  116   73  304.00000 -2965.5573  1076%  42.8 1195s
 3626477 3166294 -2965.5573  118  135  304.00000 -2965.5573  1076%  42.7 1200s
