
Gurobi 11.0.0 (linux64) logging started Sat Aug 31 03:25:26 2024

Set parameter LogFile to value "gurobi_log/com_penalty/gurobi_log/random13.log"
Gurobi Optimizer version 11.0.0 build v11.0.0rc2 (linux64 - "Ubuntu 22.04.3 LTS")

CPU model: Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 64 physical cores, 64 logical processors, using up to 32 threads

Optimize a model with 0 rows, 169 columns and 0 nonzeros
Model fingerprint: 0x63932d53
Model has 4225 quadratic objective terms
Variable types: 0 continuous, 169 integer (169 binary)
Coefficient statistics:
  Matrix range     [0e+00, 0e+00]
  Objective range  [4e+02, 4e+02]
  QObjective range [1e+01, 4e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Found heuristic solution: objective 2912.0000000
Found heuristic solution: objective 836.0000000
Found heuristic solution: objective 638.0000000
Found heuristic solution: objective 441.0000000
Found heuristic solution: objective 417.0000000
Presolve time: 0.25s
Presolved: 0 rows, 169 columns, 0 nonzeros
Presolved model has 4225 quadratic objective terms
Variable types: 0 continuous, 169 integer (169 binary)

Root relaxation: objective -2.325694e+03, 168 iterations, 0.01 seconds (0.01 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 22354178 15344199 -409.10075   95   37  375.00000 -2038.3091   644%  18.7 1010s
 22485176 15424051 -1812.0550   85   79  375.00000 -2038.3091   644%  18.7 1015s
 22617277 15506378 -580.13207  117   61  375.00000 -2038.3091   644%  18.7 1020s
 22751529 15590740 -1273.9439   81   72  375.00000 -2038.3091   644%  18.7 1025s
 22846725 15651664     cutoff   83       375.00000 -2038.3091   644%  18.6 1030s
 22963038 15724609 -446.58507  105   51  375.00000 -2038.3091   644%  18.6 1035s
 23097191 15806906 -177.32549   98   26  375.00000 -2038.3091   644%  18.6 1040s
 23235557 15891368 -1498.5131   72   70  375.00000 -2038.3091   644%  18.6 1045s
 23377589 15977887 -1536.8331  105   71  375.00000 -2038.3091   644%  18.6 1050s
 23484096 16044147 -826.64380  111   45  375.00000 -2038.3091   644%  18.6 1055s
 23631877 16132161 -2038.3091   94   78  375.00000 -2038.3091   644%  18.6 1060s
 23777296 16220844 -1793.3626  104   65  375.00000 -2038.3091   644%  18.5 1065s
 23918280 16307530 -325.67958  133   33  375.00000 -2038.3091   644%  18.5 1070s
 24063599 16398651 -958.64947  104   54  375.00000 -2038.3091   644%  18.5 1075s
 24213432 16489825  282.52685  149   18  375.00000 -2038.3091   644%  18.5 1080s
 24352127 16575941 -1457.8624  101   66  375.00000 -2038.3091   644%  18.5 1085s
 24484099 16658295 -1647.8393   92   75  375.00000 -2038.3091   644%  18.5 1090s
 24577933 16717565 -1528.5857  106   76  375.00000 -2038.3091   644%  18.5 1095s
 24705069 16798942 -1723.2835   98   71  375.00000 -2038.3091   644%  18.5 1100s
 24840894 16885120 -489.59940  144   40  375.00000 -2038.3091   644%  18.5 1105s
 24971758 16968798 -1520.7159  101   79  375.00000 -2038.3091   644%  18.5 1110s
 25105796 17055349 -1500.2560  101   63  375.00000 -2038.3091   644%  18.5 1115s
 25235900 17138824 -1640.3464  102   84  375.00000 -2038.3091   644%  18.5 1120s
 25357987 17216802 -2038.3091   78   80  375.00000 -2038.3091   644%  18.5 1126s
 25444404 17275886 -1144.4494  107   45  375.00000 -2038.3091   644%  18.4 1130s
 25574771 17361209 -2038.3091  104   82  375.00000 -2038.3091   644%  18.4 1135s
 25679107 17428052 -858.78015  115   46  375.00000 -2038.3091   644%  18.4 1140s
 25816532 17517510     cutoff  124       375.00000 -2038.3091   644%  18.4 1145s
 25947842 17602721 -1364.4486   87   66  375.00000 -2038.3091   644%  18.4 1150s
 26094422 17699538 -1981.6072   87   61  375.00000 -2038.3091   644%  18.4 1155s
 26235728 17790495 -1199.0744  113   65  375.00000 -2038.3091   644%  18.4 1160s
 26370826 17874366 -1372.0334  103   60  375.00000 -2038.3091   644%  18.4 1165s
 26513347 17964183 -432.76486  108   51  375.00000 -2038.3091   644%  18.4 1170s
 26655475 18051513 -1507.4836  119   60  375.00000 -2038.3091   644%  18.3 1175s
 26781840 18130093 -1450.2675  104   54  375.00000 -2038.3091   644%  18.3 1180s
 26933840 18226787  104.07097  116   19  375.00000 -2038.3091   644%  18.3 1185s
 27077820 18317443  -45.66214  103   29  375.00000 -2038.3091   644%  18.3 1190s
 27223453 18408188 -1139.9141   97   52  375.00000 -2038.3091   644%  18.3 1195s
 27361872 18496410 -597.89590  125   32  375.00000 -2038.3091   644%  18.3 1200s
 27466869 18563894 -1311.4292  102   59  375.00000 -2038.3091   644%  18.3 1205s
 27608287 18648710 -1757.1404   96   81  375.00000 -2038.3091   644%  18.3 1210s
 27736121 18733958     cutoff  119       375.00000 -2038.3091   644%  18.2 1215s
 27879141 18823527 -886.29420  122   52  375.00000 -2038.3091   644%  18.2 1220s
 28021900 18915189 -2003.8718  118   90  375.00000 -2038.3091   644%  18.2 1225s
 28131039 18985130 -1380.0677   88   68  375.00000 -2038.3091   644%  18.2 1230s
 28279354 19078578 -2038.3091   91   82  375.00000 -2038.3091   644%  18.2 1235s
 28429891 19175834 -1420.8636   86   68  375.00000 -2038.3091   644%  18.2 1240s
 28572306 19265609 -1958.9260  100   80  375.00000 -2038.3091   644%  18.2 1245s
 28720697 19361933 -1592.4556   82   71  375.00000 -2038.3091   644%  18.1 1250s
 28865034 19453075 -306.10485   99   39  375.00000 -2038.3091   644%  18.1 1255s
 28968799 19519944 -1630.6612   82   69  375.00000 -2038.3091   644%  18.1 1260s
 29113984 19610061 -977.93668  101   50  375.00000 -2038.3091   644%  18.1 1265s
 29265200 19706560 -945.58513  104   46  375.00000 -2038.3091   644%  18.1 1270s
 29414941 19801631 -1737.2279   91   76  375.00000 -2038.3091   644%  18.1 1275s
 29558718 19892326 -1456.3902  105   68  375.00000 -2038.3091   644%  18.1 1280s
 29697956 19982256 -1897.6905   95   66  375.00000 -2038.3091   644%  18.1 1285s
 29827997 20059677 -563.17330   95   30  375.00000 -2038.3091   644%  18.1 1291s
 29930508 20127819 -396.31099  114   35  375.00000 -2038.3091   644%  18.0 1295s
 30075867 20219664 -1133.6946  100   63  375.00000 -2038.3091   644%  18.0 1300s
 30204272 20301254 -1535.5122   89   77  375.00000 -2038.3091   644%  18.0 1305s
 30351534 20393634 -1262.6021  108   55  375.00000 -2038.3091   644%  18.0 1310s
 30507170 20490610 -1643.8801  103   66  375.00000 -2038.3091   644%  18.0 1315s
 30666742 20591900 -292.29974  101   26  375.00000 -2038.3091   644%  18.0 1320s
 30803404 20675745 -848.76686   85   45  375.00000 -2038.3091   644%  18.0 1325s
 30888707 20732684 -711.39985  113   42  375.00000 -2038.3091   644%  18.0 1330s
 31027953 20821950 -1825.7842   96   85  375.00000 -2038.3091   644%  18.0 1335s
 31156186 20907059 -1137.5271  112   45  375.00000 -2038.3091   644%  18.0 1340s
 31289190 20995334 -1206.2114   99   63  375.00000 -2038.3091   644%  18.0 1345s
 31412644 21079160 -1554.6547   90   49  375.00000 -2038.3091   644%  17.9 1350s
 31540844 21159909 -667.72142   98   52  375.00000 -2038.3091   644%  17.9 1355s
 31676967 21247079 -1450.5561   97   61  375.00000 -2038.3091   644%  17.9 1361s
 31760389 21304275 -1872.4398  101   67  375.00000 -2038.3091   644%  17.9 1365s
 31889495 21391141 -1526.3292  106   63  375.00000 -2038.3091   644%  17.9 1370s
 32014662 21474048     cutoff  108       375.00000 -2038.3091   644%  17.9 1375s
 32155033 21566080 -1088.8365  100   59  375.00000 -2038.3091   644%  17.9 1380s
 32286946 21651376 -2038.3091   92   81  375.00000 -2038.3091   644%  17.9 1385s
 32417715 21738223 -1589.5509   85   79  375.00000 -2038.3091   644%  17.9 1390s
 32551620 21823278 -996.29429   87   54  375.00000 -2038.3091   644%  17.9 1395s
 32677725 21905822 -1589.7095  111   63  375.00000 -2038.3091   644%  17.9 1400s
 32766340 21963533 -1930.8329   95   78  375.00000 -2038.3091   644%  17.9 1405s
 32901297 22050844 -1890.6888   91   76  375.00000 -2038.3091   644%  17.9 1410s
 32971262 22095556 -2038.3091   91   68  375.00000 -2038.3091   644%  17.9 1415s
 33094176 22176264  160.94253   94   25  375.00000 -2038.3091   644%  17.9 1420s
 33225029 22262869 -1844.6464   83   88  375.00000 -2038.3091   644%  17.9 1425s
 33357098 22347707 -1308.1062  114   53  375.00000 -2038.3091   644%  17.9 1430s
 33449995 22407418  256.41752  112   29  375.00000 -2038.3091   644%  17.9 1435s
 33574454 22487959 -984.78279   95   55  375.00000 -2038.3091   644%  17.9 1440s
 33705838 22573559 -1583.7420   88   84  375.00000 -2038.3091   644%  17.9 1445s
 33838154 22659840 -518.75569  120   41  375.00000 -2038.3091   644%  17.9 1450s
 33967274 22744533 -1504.6120   95   77  375.00000 -2038.3091   644%  17.9 1455s
 34103176 22834151 -1868.8863   95   75  375.00000 -2038.3091   644%  17.9 1460s
 34228542 22915143 -1034.5795  108   63  375.00000 -2038.3091   644%  17.9 1465s
 34363972 23005448 -577.49000  116   32  375.00000 -2038.3091   644%  17.9 1470s
 34487986 23085592 -1112.4016  101   50  375.00000 -2038.3091   644%  17.9 1475s
 34580266 23146005 -1835.9089   93   66  375.00000 -2038.3091   644%  17.9 1480s
 34696625 23223407 -970.89797   81   64  375.00000 -2038.3091   644%  17.9 1485s
 34829775 23310914 -2038.3091   93   86  375.00000 -2038.3091   644%  17.9 1490s
 34951227 23389018 -1729.7313   81   84  375.00000 -2038.3091   644%  17.9 1495s
 35066640 23467495 -1520.9136  101   71  375.00000 -2038.3091   644%  17.9 1500s
 35196908 23551066 -2038.3091   88   86  375.00000 -2038.3091   644%  17.8 1505s
 35293178 23613968 -1657.0799   96   74  375.00000 -2038.3091   644%  17.8 1510s
 35429687 23701997 -1368.6384   88   79  375.00000 -2038.3091   644%  17.8 1515s
 35559161 23787497 -1883.2037   94   86  375.00000 -2038.3091   644%  17.8 1520s
 35696240 23876662 -565.34126  110   41  375.00000 -2038.3091   644%  17.8 1525s
 35826124 23961429 -1644.5809   82   68  375.00000 -2038.3091   644%  17.8 1530s
 35932402 24031431 -237.62755  103   35  375.00000 -2038.3091   644%  17.8 1535s
 36063677 24116894 -1533.2617   88   80  375.00000 -2038.3091   644%  17.8 1540s
 36203102 24209709 -784.44182  114   45  375.00000 -2038.3091   644%  17.8 1545s
 36332697 24294073 -1546.2754   78   76  375.00000 -2038.3091   644%  17.8 1550s
 36463701 24380792 -231.48192  113   42  375.00000 -2038.3091   644%  17.8 1555s
 36597863 24469829 -1509.9632   93   68  375.00000 -2038.3091   644%  17.8 1560s
 36742033 24563201 -886.59111   96   50  375.00000 -2038.3091   644%  17.8 1565s
 36842927 24630084     cutoff  112       375.00000 -2038.3091   644%  17.8 1570s
 36954053 24702039 -1499.6263   92   67  375.00000 -2038.3091   644%  17.8 1575s
 37096366 24795286 -1611.4666   90   79  375.00000 -2038.3091   644%  17.8 1580s
 37224560 24880961 -1836.8203   88   82  375.00000 -2038.3091   644%  17.8 1585s
 37361954 24973406     cutoff  100       375.00000 -2038.3091   644%  17.8 1590s
 37495518 25062817 -136.87635  126   38  375.00000 -2038.3091   644%  17.8 1595s
 37630626 25152583 -1596.7548   92   72  375.00000 -2038.3091   644%  17.8 1600s
 37754409 25235661 -1330.5810   91   74  375.00000 -2038.3091   644%  17.8 1605s
 37825712 25285208 -2037.8452   74   99  375.00000 -2038.3091   644%  17.8 1610s
 37957010 25370901 -2038.3091   77   79  375.00000 -2038.3091   644%  17.8 1615s
 38080643 25454040 -1892.4917   93   86  375.00000 -2038.3091   644%  17.8 1620s
 38214785 25544138  273.36534   95   48  375.00000 -2038.3091   644%  17.8 1625s
 38350097 25633924  331.91461  118   26  375.00000 -2038.3091   644%  17.8 1630s
 38480006 25719428 -1403.8276   86   80  375.00000 -2038.3091   644%  17.8 1635s
 38611226 25807116 -1304.6813   69   75  375.00000 -2038.3091   644%  17.8 1640s
 38748509 25898372 -1396.3536   87   72  375.00000 -2038.3091   644%  17.8 1645s
 38873708 25983846  155.00125   97   28  375.00000 -2038.3091   644%  17.8 1650s
 38977343 26053698     cutoff  120       375.00000 -2038.3091   644%  17.8 1655s
 39098639 26133876 -2038.3091   93   85  375.00000 -2038.3091   644%  17.8 1660s
 39224279 26215839 -1229.8073   75   80  375.00000 -2038.3091   644%  17.8 1665s
 39305433 26268941 -2038.3091   85  103  375.00000 -2038.3091   644%  17.8 1670s
 39436149 26354469 -1603.9421  107   60  375.00000 -2038.3091   644%  17.8 1675s
 39573664 26444649 -2038.3091   90  105  375.00000 -2038.3091   644%  17.8 1680s
 39703329 26529887 -1738.9876   96   83  375.00000 -2038.3091   644%  17.8 1685s
 39841130 26622230 -1883.9723   78   92  375.00000 -2038.3091   644%  17.8 1690s
 39970258 26706331 -1465.8367   94   65  375.00000 -2038.3091   644%  17.8 1695s
 40098931 26792225 -2038.3091   83   96  375.00000 -2038.3091   644%  17.8 1700s
 40217122 26868603 -1735.5829  104   78  375.00000 -2038.3091   644%  17.8 1706s
 40315671 26934683 -1874.8513   73   73  375.00000 -2038.3091   644%  17.8 1710s
 40455111 27026743 -1041.9324   99   51  375.00000 -2038.3091   644%  17.8 1715s
 40580833 27108108 -1493.4524   84   75  375.00000 -2038.3091   644%  17.8 1720s
 40716695 27199949 -2038.3091   84   95  375.00000 -2038.3091   644%  17.7 1725s
 40850698 27286768 -166.67613  103   39  375.00000 -2038.3091   644%  17.7 1730s
 40977956 27370083 -1597.4942   88   81  375.00000 -2038.3091   644%  17.7 1735s
 41107429 27456730  -36.06040  109   41  375.00000 -2038.3091   644%  17.7 1740s
 41225032 27534093 -417.43826   77   52  375.00000 -2038.3091   644%  17.7 1745s
 41321152 27595611 -2038.3091  101   97  375.00000 -2038.3091   644%  17.7 1750s
 41407773 27655967 -1167.0338  109   61  375.00000 -2038.3091   644%  17.7 1755s
 41541608 27744059 -1790.0345   82   93  375.00000 -2038.3091   644%  17.7 1760s
 41670428 27829134 -812.40121   87   57  375.00000 -2038.3091   644%  17.7 1765s
 41795262 27910779     cutoff  141       375.00000 -2038.3091   644%  17.7 1770s
 41927236 27997485 -1449.9365  112   58  375.00000 -2038.3091   644%  17.7 1775s
 42060263 28085399 -2038.3091   86   95  375.00000 -2038.3091   644%  17.7 1780s
 42181420 28164284     cutoff  126       375.00000 -2038.3091   644%  17.7 1785s
 42309215 28248783 -991.82130   99   49  375.00000 -2038.3091   644%  17.7 1790s
 42432612 28329833 -753.72864   95   51  375.00000 -2038.3091   644%  17.7 1796s
 42505619 28381110 -1308.6440   83   74  375.00000 -2038.3091   644%  17.7 1800s
 42630884 28464282 -144.46737   92   35  375.00000 -2038.3091   644%  17.7 1805s
 42763459 28553425 -2038.3091  108   81  375.00000 -2038.3091   644%  17.7 1810s
 42894440 28639829 -1020.1858   81   55  375.00000 -2038.3091   644%  17.7 1815s
 43004132 28710076 -1555.1554  101   62  375.00000 -2038.3091   644%  17.7 1821s
 43083677 28766197 -2038.3091   78   83  375.00000 -2038.3091   644%  17.7 1825s
 43196497 28842269 -1303.8559   92   58  375.00000 -2038.3091   644%  17.7 1830s
 43322772 28927365 -545.60946  105   42  375.00000 -2038.3091   644%  17.7 1835s
 43446371 29010687 -1316.4815  123   73  375.00000 -2038.3091   644%  17.7 1840s
 43515041 29056175 -1394.0809   76   65  375.00000 -2038.3091   644%  17.7 1845s
 43633965 29134108 -1993.1310  116   76  375.00000 -2038.3091   644%  17.7 1850s
 43765883 29221740 -212.45205  136   23  375.00000 -2038.3091   644%  17.7 1855s
 43889125 29302172 -867.37466  109   43  375.00000 -2038.3091   644%  17.7 1860s
 44016708 29385010 -1154.1390   89   47  375.00000 -2038.3091   644%  17.7 1865s
 44147002 29472022 -2038.3091   83  144  375.00000 -2038.3091   644%  17.7 1870s
 44253061 29542788 -827.40786   89   44  375.00000 -2038.3091   644%  17.7 1875s
 44387117 29633143   97.89041  104   36  375.00000 -2038.3091   644%  17.7 1880s
 44512052 29715266 -1284.8778   78   65  375.00000 -2038.3091   644%  17.7 1885s
 44559689 29748235 -2038.3091   90   96  375.00000 -2038.3091   644%  17.7 1890s
 44680714 29829425 -1252.2317   91   59  375.00000 -2038.3091   644%  17.7 1895s
 44811406 29916499 -1357.3473   71   71  375.00000 -2038.3091   644%  17.7 1900s
 44937606 30003732   75.82825  119   20  375.00000 -2038.3091   644%  17.7 1905s
 45067365 30087785 -1328.7395   79   57  375.00000 -2038.3091   644%  17.7 1910s
 45195593 30174045 -1216.7998   95   63  375.00000 -2038.3091   644%  17.7 1915s
 45325823 30259472 -1568.6910  111   83  375.00000 -2038.3091   644%  17.7 1920s
 45457289 30348222 -1245.7020   93   57  375.00000 -2038.3091   644%  17.7 1925s
 45532635 30397266 -1852.1674   80   81  375.00000 -2038.3091   644%  17.7 1930s
 45662577 30482383   31.10786   98   28  375.00000 -2038.3091   644%  17.7 1935s
 45794441 30572924 -682.11089  117   54  375.00000 -2038.3091   644%  17.7 1940s
 45930116 30661177 -2038.3091   84   92  375.00000 -2038.3091   644%  17.7 1945s
 46064435 30749945 -1456.3511   92   74  375.00000 -2038.3091   644%  17.7 1950s
 46184037 30830808 -1648.0325  102   60  375.00000 -2038.3091   644%  17.7 1955s
 46313988 30918985 -1791.0680   91   72  375.00000 -2038.3091   644%  17.7 1960s
 46441744 31002703 -1688.9528   75   76  375.00000 -2038.3091   644%  17.7 1965s
 46559127 31081074 -110.69104  127   32  375.00000 -2038.3091   644%  17.7 1970s
 46574209 31091755 -1086.8740   90   48  375.00000 -2038.3091   644%  17.7 1975s
 46702382 31175957 -534.14423  121   42  375.00000 -2038.3091   644%  17.7 1980s
 46818957 31255292 -1733.4901   90   81  375.00000 -2038.3091   644%  17.7 1985s
 46946311 31339884 -104.36711   87   38  375.00000 -2038.3091   644%  17.7 1990s
 47068002 31418549 -999.03528   84   46  375.00000 -2038.3091   644%  17.7 1995s
 47179384 31497129 -641.31572  102   44  375.00000 -2038.3091   644%  17.7 2000s
 47313385 31584521  -75.71044  126   36  375.00000 -2038.3091   644%  17.7 2005s
 47437692 31668229  -86.01200  102   35  375.00000 -2038.3091   644%  17.7 2010s
 47571533 31757478 -2038.3091   61   97  375.00000 -2038.3091   644%  17.7 2015s
 47703305 31844756 -671.70911   85   37  375.00000 -2038.3091   644%  17.7 2020s
 47829994 31930971 -660.28611   89   46  375.00000 -2038.3091   644%  17.7 2025s
 47957737 32017497 -1161.1292   98   57  375.00000 -2038.3091   644%  17.7 2030s
 48083464 32100563 -324.27306  100   48  375.00000 -2038.3091   644%  17.7 2035s
 48215646 32189698 -2038.3091   66  120  375.00000 -2038.3091   644%  17.7 2040s
 48290682 32237756 -1569.3978  109   73  375.00000 -2038.3091   644%  17.7 2045s
 48422874 32323659 -654.70457  117   38  375.00000 -2038.3091   644%  17.7 2050s
 48560197 32412741 -1770.5122  107   79  375.00000 -2038.3091   644%  17.7 2055s
 48694968 32502890 -1976.2708   86   79  375.00000 -2038.3091   644%  17.7 2060s
 48838959 32598400 -1498.2417   95   63  375.00000 -2038.3091   644%  17.7 2065s
 48967810 32686239   42.69510  143   20  375.00000 -2038.3091   644%  17.7 2070s
 49088924 32767083 -2038.3091   93  103  375.00000 -2038.3091   644%  17.6 2075s
 49218853 32850826 -2038.3091   93  107  375.00000 -2038.3091   644%  17.6 2080s
 49354340 32939078 -548.73321  116   41  375.00000 -2038.3091   644%  17.6 2085s
 49420807 32981155 -1359.5507   99   68  375.00000 -2038.3091   644%  17.6 2092s
 49484611 33026403     cutoff  115       375.00000 -2038.3091   644%  17.6 2095s
 49615560 33111829 -1131.0957  106   49  375.00000 -2038.3091   644%  17.6 2100s
 49729947 33187124 -1977.8227   89   72  375.00000 -2038.3091   644%  17.6 2105s
 49855053 33271232 -2038.3091   89  116  375.00000 -2038.3091   644%  17.6 2110s
 49996140 33364078 -1703.5419  113   69  375.00000 -2038.3091   644%  17.6 2115s
 50134129 33455851 -1741.5247   93   60  375.00000 -2038.3091   644%  17.6 2120s
 50267542 33544019 -1430.7322  108   62  375.00000 -2038.3091   644%  17.6 2125s
 50410378 33641971 -717.89290   90   48  375.00000 -2038.3091   644%  17.6 2130s
 50549407 33733163 -1751.0928   71   86  375.00000 -2038.3091   644%  17.6 2135s
 50690704 33828826 -2038.3091   61  128  375.00000 -2038.3091   644%  17.6 2140s
 50820114 33915584 -1491.9133  100   68  375.00000 -2038.3091   644%  17.6 2145s
 50955342 34007428 -342.87339   98   40  375.00000 -2038.3091   644%  17.6 2150s
 51095174 34100389 -2038.3091   93   83  375.00000 -2038.3091   644%  17.6 2155s
 51229973 34187822  309.09327  119   28  375.00000 -2038.3091   644%  17.6 2160s
 51364862 34280486 -2038.3091   80   86  375.00000 -2038.3091   644%  17.6 2165s
 51407396 34309165 -1526.2677   85   68  375.00000 -2038.3091   644%  17.6 2170s
 51533660 34393908 -1748.6270   74   84  375.00000 -2038.3091   644%  17.6 2175s
 51663486 34481646 -922.78519  104   46  375.00000 -2038.3091   644%  17.6 2180s
 51785836 34564949 -1052.6106   94   46  375.00000 -2038.3091   644%  17.6 2185s
 51917297 34651557     cutoff  107       375.00000 -2038.3091   644%  17.6 2190s
 52031101 34727822  181.24713  109   28  375.00000 -2038.3091   644%  17.6 2195s
 52180268 34827107 -229.18780  116   33  375.00000 -2038.3091   644%  17.6 2200s
 52314133 34916809 -2038.3091   90   77  375.00000 -2038.3091   644%  17.6 2205s
 52457484 35013047 -1275.5279   93   66  375.00000 -2038.3091   644%  17.5 2210s
 52595173 35105577     cutoff   98       375.00000 -2038.3091   644%  17.5 2215s
 52722147 35188271 -1559.9019   99   59  375.00000 -2038.3091   644%  17.5 2221s
 52797343 35240231 -1057.5362  101   43  375.00000 -2038.3091   644%  17.5 2225s
 52880031 35293515 -1757.9399  112   68  375.00000 -2038.3091   644%  17.5 2230s
 53024036 35388121 -1001.8276  118   46  375.00000 -2038.3091   644%  17.5 2235s
 53165358 35484508 -2038.3091   75  121  375.00000 -2038.3091   644%  17.5 2240s
 53310709 35581059 -2038.3091   81   95  375.00000 -2038.3091   644%  17.5 2245s
 53446507 35671159     cutoff  102       375.00000 -2038.3091   644%  17.5 2250s
 53570305 35756220 -1187.5697   90   56  375.00000 -2038.3091   644%  17.5 2255s
 53710553 35848763 -2038.3091  112   94  375.00000 -2038.3091   644%  17.5 2260s
 53860874 35949067 -1473.1483   90   68  375.00000 -2038.3091   644%  17.5 2265s
 54005744 36048259 -256.39542  101   30  375.00000 -2038.3091   644%  17.5 2270s
 54105373 36114227 -1151.3399   79   72  375.00000 -2038.3091   644%  17.5 2275s
 54247691 36209395     cutoff  137       375.00000 -2038.3091   644%  17.5 2280s
 54386895 36302342 -1912.1513   91   87  375.00000 -2038.3091   644%  17.5 2285s
 54512098 36388808 -1525.3685   88   81  375.00000 -2038.3091   644%  17.5 2290s
 54638726 36474478 -1761.6572   97   62  375.00000 -2038.3091   644%  17.5 2295s
 54759952 36557211 -2038.3091   85  101  375.00000 -2038.3091   644%  17.5 2300s
 54879685 36636137 -2038.3091   87   84  375.00000 -2038.3091   644%  17.5 2305s
 55015675 36726342 -1722.2496   96   69  375.00000 -2038.3091   644%  17.5 2310s
 55154309 36818193 -2038.3091   95   93  375.00000 -2038.3091   644%  17.5 2315s
 55238263 36874346 -2038.3091   76  115  375.00000 -2038.3091   644%  17.5 2320s
 55364401 36958718 -1152.3285  107   51  375.00000 -2038.3091   644%  17.5 2325s
 55511140 37058716 -2038.3091   73  134  375.00000 -2038.3091   644%  17.5 2330s
 55647291 37153383  150.92585   88   58  375.00000 -2038.3091   644%  17.5 2335s
 55786400 37245546 -1288.3147   94   60  375.00000 -2038.3091   644%  17.5 2340s
 55911632 37331125 -1234.7387   94   59  375.00000 -2038.3091   644%  17.5 2345s
 56036836 37414588 -1289.0317   92   53  375.00000 -2038.3091   644%  17.5 2350s
 56146929 37489832 -1161.6971  120   62  375.00000 -2038.3091   644%  17.5 2355s
 56276192 37574207 -1442.6416   80   83  375.00000 -2038.3091   644%  17.5 2360s
 56385761 37645910 -2038.3091   82   87  375.00000 -2038.3091   644%  17.4 2365s
 56516124 37729716 -1530.6067   89   77  375.00000 -2038.3091   644%  17.4 2370s
 56620042 37796979 -1271.7596  102   70  375.00000 -2038.3091   644%  17.4 2375s
 56725832 37868602 -2038.3091   81   89  375.00000 -2038.3091   644%  17.4 2380s
 56854761 37953710 -1311.7823   93   64  375.00000 -2038.3091   644%  17.4 2385s
 56976173 38034189 -409.17760   93   47  375.00000 -2038.3091   644%  17.4 2390s
 57106668 38119935 -1915.6165   76   78  375.00000 -2038.3091   644%  17.4 2395s
 57255542 38213311 -1607.9208   86   68  375.00000 -2038.3091   644%  17.4 2400s
 57402160 38307789 -863.24550  107   35  375.00000 -2038.3091   644%  17.4 2405s
 57532428 38390599 -1144.0764   74   51  375.00000 -2038.3091   644%  17.4 2410s
 57664373 38475842 -2038.3091   78   85  375.00000 -2038.3091   644%  17.4 2415s
 57801972 38564892 -1360.4358   90   63  375.00000 -2038.3091   644%  17.4 2420s
 57902858 38629939 -856.43485   88   60  375.00000 -2038.3091   644%  17.4 2425s
 58040309 38718459 -1408.2479   81   58  375.00000 -2038.3091   644%  17.4 2430s
 58183616 38812864 -609.23152  100   42  375.00000 -2038.3091   644%  17.4 2435s
 58325886 38903610 -1559.8034   72   62  375.00000 -2038.3091   644%  17.4 2440s
 58468558 38995723 -1067.0365   93   63  375.00000 -2038.3091   644%  17.4 2445s
 58591390 39075420 -917.38578   92   52  375.00000 -2038.3091   644%  17.4 2450s
 58694314 39141589 -192.23559  106   37  375.00000 -2038.3091   644%  17.4 2455s
 58831560 39230014 -2038.3091   97   87  375.00000 -2038.3091   644%  17.4 2460s
 58980325 39325472 -1440.4348   72   63  375.00000 -2038.3091   644%  17.4 2465s
 59129463 39418861 -500.43678   96   39  375.00000 -2038.3091   644%  17.4 2470s
 59269973 39513314 -1826.4349   88   78  375.00000 -2038.3091   644%  17.4 2475s
 59399058 39598606   90.84614  117   26  375.00000 -2038.3091   644%  17.4 2480s
 59500567 39665027 -1376.9329   83   71  375.00000 -2038.3091   644%  17.4 2485s
 59630271 39753583 -793.36090  116   49  375.00000 -2038.3091   644%  17.4 2490s
 59759638 39838475 -643.63261   83   64  375.00000 -2038.3091   644%  17.4 2495s
 59894781 39927253     cutoff   93       375.00000 -2038.3091   644%  17.4 2500s
 60024092 40011672 -2038.3091   90   98  375.00000 -2038.3091   644%  17.4 2505s
 60161006 40101816 -1723.8614   88   61  375.00000 -2038.3091   644%  17.4 2510s
 60285497 40184267 -1217.5547   80   66  375.00000 -2038.3091   644%  17.4 2515s
 60373488 40242706    6.41132  108   20  375.00000 -2038.3091   644%  17.3 2520s
 60498655 40326051 -1472.4190   78   90  375.00000 -2038.3091   644%  17.3 2525s
 60636034 40417486 -1086.0100   82   63  375.00000 -2038.3091   644%  17.3 2530s
 60765996 40503953 -1708.8846   99   69  375.00000 -2038.3091   644%  17.3 2535s
 60900589 40589878 -930.66834  100   47  375.00000 -2038.3091   644%  17.3 2540s
 61024091 40670140  -57.34878  120   27  375.00000 -2038.3091   644%  17.3 2545s
 61153873 40756014 -2038.3091   61   98  375.00000 -2038.3091   644%  17.3 2550s
 61285949 40844903 -1833.5379   73   80  375.00000 -2038.3091   644%  17.3 2555s
 61417463 40932682 -2022.4177   85   70  375.00000 -2038.3091   644%  17.3 2560s
 61546128 41017738 -1231.4604   71   69  375.00000 -2038.3091   644%  17.3 2565s
 61654585 41090016 -2038.3091   76   93  375.00000 -2038.3091   644%  17.3 2570s
